ID,N,M,fre,cond_coarse
4,512,58,8.453140e-15,7.014662e+01
4,512,59,6.088423e-15,7.465381e+01
4,512,60,1.407761e-14,7.428615e+01
4,512,61,4.595765e-15,7.063594e+01
4,512,62,5.642998e-15,7.919594e+01
4,512,63,7.082350e-15,1.621169e+02
4,512,64,1.190341e-14,7.216130e+01
5,512,16,1.702993e-15,7.111323e+02
5,512,17,6.757046e-03,2.105080e+02
5,512,18,1.649804e-15,9.125530e+01
5,512,19,1.676660e-15,9.652776e+02
5,512,20,1.668842e-15,4.911663e+02
5,512,21,1.557076e-15,7.758323e+02
5,512,22,1.590922e-15,9.917101e+02
5,512,23,1.646839e-15,2.885701e+02
5,512,24,1.784425e-15,7.055736e+02
5,512,25,1.661901e-15,4.810668e+01
5,512,26,1.664032e-15,8.475324e+02
5,512,27,1.604605e-15,4.791294e+01
5,512,28,1.658539e-15,4.720846e+01
5,512,29,1.658401e-15,9.584408e+02
5,512,30,6.757046e-03,3.828692e+02
5,512,31,1.969218e-15,2.560991e+02
5,512,32,1.693281e-15,6.525068e+02
5,512,33,1.776665e-15,5.477727e+02
5,512,34,6.757046e-03,8.472629e+01
5,512,35,1.653832e-15,1.324948e+02
5,512,36,1.649730e-15,9.125530e+01
5,512,37,1.652435e-15,1.980845e+01
5,512,38,1.657704e-15,9.652776e+02
5,512,39,1.674709e-15,1.242751e+03
5,512,40,1.656172e-15,3.838631e+01
5,512,41,1.644141e-15,6.445309e+01
5,512,42,1.492782e-15,3.974951e+01
5,512,43,1.477653e-15,3.471773e+01
5,512,44,1.584440e-15,4.556819e+02
5,512,45,1.405627e-15,2.778401e+02
5,512,46,1.659497e-15,2.885199e+02
5,512,47,1.503972e-15,1.031590e+02
5,512,48,1.663465e-15,3.361558e+01
5,512,49,1.656987e-15,4.857062e+01
5,512,50,1.658784e-15,3.951799e+01
5,512,51,6.757046e-03,3.783792e+01
5,512,52,1.664370e-15,8.475324e+02
5,512,53,1.656258e-15,6.197555e+02
5,512,54,1.653598e-15,2.698248e+01
5,512,55,1.662227e-15,4.974714e+01
5,512,56,1.658672e-15,2.596671e+01
5,512,57,1.678832e-15,1.356915e+02
5,512,58,1.667557e-15,9.287150e+02
5,512,59,1.649890e-15,2.909213e+02
5,512,60,1.670379e-15,3.595722e+02
5,512,61,1.657786e-15,5.303201e+02
5,512,62,1.691574e-15,2.352781e+02
5,512,63,1.695398e-15,7.404402e+02
5,512,64,1.700438e-15,6.072321e+02
6,512,16,9.683619e-17,1.026318e+00
6,512,17,6.757046e-03,1.024091e+00
6,512,18,1.021450e-16,1.028094e+00
6,512,19,9.968904e-17,1.027626e+00
6,512,20,1.013405e-16,1.027251e+00
6,512,21,1.000319e-16,1.026135e+00
6,512,22,9.875241e-17,1.029029e+00
6,512,23,9.780681e-17,1.027626e+00
6,512,24,9.775679e-17,1.027251e+00
6,512,25,9.785681e-17,1.021177e+00
6,512,26,9.820607e-17,1.026400e+00
6,512,27,9.695214e-17,1.026135e+00
6,512,28,9.588764e-17,1.030221e+00
6,512,29,9.744357e-17,1.019742e+00
6,512,30,6.757046e-03,1.027251e+00
6,512,31,1.001663e-16,1.026318e+00
6,512,32,9.929575e-17,1.018825e+00
6,512,33,9.959087e-17,1.023718e+00
6,512,34,6.757046e-03,1.020550e+00
6,512,35,9.954174e-17,1.025904e+00
6,512,36,1.012349e-16,1.027251e+00
6,512,37,1.029239e-16,1.027234e+00
6,512,38,1.001297e-16,1.027418e+00
6,512,39,1.003127e-16,1.026400e+00
6,512,40,1.011503e-16,1.027251e+00
6,512,41,9.745612e-17,1.027313e+00
6,512,42,9.895034e-17,1.024246e+00
6,512,43,1.008112e-16,1.016939e+00
6,512,44,9.880193e-17,1.029029e+00
6,512,45,9.705299e-17,1.027251e+00
6,512,46,9.800664e-17,1.015288e+00
6,512,47,9.904915e-17,1.026309e+00
6,512,48,9.954174e-17,1.023856e+00
6,512,49,9.825586e-17,1.016029e+00
6,512,50,9.765667e-17,1.021177e+00
6,512,51,6.757046e-03,1.024091e+00
6,512,52,9.869048e-17,1.022225e+00
6,512,53,1.002243e-16,1.028123e+00
6,512,54,9.909775e-17,1.022884e+00
6,512,55,9.800664e-17,1.021790e+00
6,512,56,9.583661e-17,1.030221e+00
6,512,57,9.899975e-17,1.027418e+00
6,512,58,9.878955e-17,1.012891e+00
6,512,59,9.784431e-17,1.018908e+00
6,512,60,9.978713e-17,1.027251e+00
6,512,61,9.790678e-17,1.022325e+00
6,512,62,9.968904e-17,1.026318e+00
6,512,63,1.017289e-16,1.026135e+00
6,512,64,9.929575e-17,1.007245e+00
7,512,16,2.546981e-16,3.000182e+00
7,512,17,6.757046e-03,4.529211e+00
7,512,18,2.863280e-16,3.000368e+00
7,512,19,2.461977e-16,3.000023e+00
7,512,20,2.510411e-16,3.000011e+00
7,512,21,2.616163e-16,3.000366e+00
7,512,22,2.716257e-16,3.005847e+00
7,512,23,2.574320e-16,3.005847e+00
7,512,24,2.621892e-16,3.000366e+00
7,512,25,2.595763e-16,3.000001e+00
7,512,26,2.751113e-16,3.000000e+00
7,512,27,2.491268e-16,3.000000e+00
7,512,28,2.702958e-16,3.000366e+00
7,512,29,2.719780e-16,3.000000e+00
7,512,30,6.757046e-03,4.529211e+00
7,512,31,2.793764e-16,3.000000e+00
7,512,32,2.770880e-16,3.000000e+00
7,512,33,2.838563e-16,3.000000e+00
7,512,34,6.757046e-03,4.529211e+00
7,512,35,2.676325e-16,3.000000e+00
7,512,36,2.893561e-16,3.000366e+00
7,512,37,2.884967e-16,3.000000e+00
7,512,38,2.624094e-16,3.000000e+00
7,512,39,2.886027e-16,3.023241e+00
7,512,40,2.929009e-16,3.000000e+00
7,512,41,2.840630e-16,3.000000e+00
7,512,42,2.737883e-16,3.000366e+00
7,512,43,2.970937e-16,3.000000e+00
7,512,44,2.959152e-16,3.000000e+00
7,512,45,2.867155e-16,3.000000e+00
7,512,46,2.884755e-16,3.005847e+00
7,512,47,2.910382e-16,3.000000e+00
7,512,48,2.813467e-16,3.000000e+00
7,512,49,2.918144e-16,3.000000e+00
7,512,50,2.801165e-16,3.000001e+00
7,512,51,6.757046e-03,4.529211e+00
7,512,52,2.789077e-16,3.000000e+00
7,512,53,2.826197e-16,3.000000e+00
7,512,54,2.969674e-16,3.000000e+00
7,512,55,3.016713e-16,3.000000e+00
7,512,56,3.009855e-16,3.000366e+00
7,512,57,2.837282e-16,3.000000e+00
7,512,58,2.945007e-16,3.000000e+00
7,512,59,3.045075e-16,3.000000e+00
7,512,60,2.912482e-16,3.000000e+00
7,512,61,2.905546e-16,3.000000e+00
7,512,62,3.004121e-16,3.000000e+00
7,512,63,2.988780e-16,3.000366e+00
7,512,64,2.952608e-16,3.000000e+00
8,512,16,4.190590e-05,5.091917e+13
8,512,17,6.757176e-03,7.188515e+13
8,512,18,4.190590e-05,5.091917e+13
8,512,19,4.190590e-05,7.046510e+13
8,512,20,4.190590e-05,5.091917e+13
8,512,21,4.190590e-05,7.053757e+13
8,512,22,4.190590e-05,5.091917e+13
8,512,23,4.190590e-05,7.170726e+13
8,512,24,4.190590e-05,5.091917e+13
8,512,25,4.190590e-05,7.188515e+13
8,512,26,4.190590e-05,5.091917e+13
8,512,27,4.190590e-05,7.053757e+13
8,512,28,4.190590e-05,5.091917e+13
8,512,29,4.190590e-05,7.101799e+13
8,512,30,6.757176e-03,5.091917e+13
8,512,31,4.190590e-05,7.168270e+13
8,512,32,4.190590e-05,5.091917e+13
8,512,33,4.190590e-05,7.118195e+13
8,512,34,6.757176e-03,5.091917e+13
8,512,35,4.190590e-05,7.060719e+13
8,512,36,4.190590e-05,5.091917e+13
8,512,37,4.190590e-05,6.896733e+13
8,512,38,4.190590e-05,5.091917e+13
8,512,39,4.190590e-05,7.030271e+13
8,512,40,4.190590e-05,5.091917e+13
8,512,41,4.190590e-05,7.170726e+13
8,512,42,4.190590e-05,5.091917e+13
8,512,43,4.190590e-05,7.084691e+13
8,512,44,4.190590e-05,5.091917e+13
8,512,45,4.190590e-05,6.353158e+13
8,512,46,4.190590e-05,5.091917e+13
8,512,47,4.190590e-05,6.821543e+13
8,512,48,4.190590e-05,5.091917e+13
8,512,49,4.190590e-05,6.890307e+13
8,512,50,4.190590e-05,5.091917e+13
8,512,51,6.757176e-03,7.048639e+13
8,512,52,4.190590e-05,5.091917e+13
8,512,53,4.190590e-05,7.182303e+13
8,512,54,4.190590e-05,5.091917e+13
8,512,55,4.190590e-05,7.118195e+13
8,512,56,4.190590e-05,5.091917e+13
8,512,57,4.190590e-05,6.937023e+13
8,512,58,4.190590e-05,5.091917e+13
8,512,59,4.190590e-05,6.936487e+13
8,512,60,4.190590e-05,5.091917e+13
8,512,61,4.190590e-05,7.188515e+13
8,512,62,4.190590e-05,5.091917e+13
8,512,63,4.190590e-05,7.053757e+13
8,512,64,4.190590e-05,5.091917e+13
9,512,16,1.306989e-04,2.398558e+14
9,512,17,6.760946e-03,3.478345e+14
9,512,18,9.569495e-05,2.207025e+14
9,512,19,3.435054e-04,1.717941e+14
9,512,20,1.174507e-04,1.721303e+14
9,512,21,2.521159e-04,1.669549e+14
9,512,22,3.120331e-04,1.055390e+15
9,512,23,2.785735e-04,1.636641e+14
9,512,24,2.486576e-04,8.197681e+14
9,512,25,1.915400e-05,1.376372e+14
9,512,26,5.107918e-05,1.393616e+14
9,512,27,6.177959e-05,1.407348e+14
9,512,28,3.774592e-05,1.909375e+14
9,512,29,2.352214e-04,1.471208e+14
9,512,30,6.766022e-03,2.275967e+14
9,512,31,2.131159e-05,1.283947e+14
9,512,32,2.453149e-04,7.742146e+15
9,512,33,3.238519e-04,9.653792e+13
9,512,34,6.761128e-03,1.088902e+14
9,512,35,2.058794e-04,7.030529e+13
9,512,36,1.638056e-04,7.366870e+13
9,512,37,1.281200e-04,7.390524e+13
9,512,38,2.025206e-04,7.619664e+13
9,512,39,5.402161e-06,5.034457e+13
9,512,40,6.306371e-05,5.611320e+13
9,512,41,3.767763e-04,6.127313e+13
9,512,42,3.040007e-04,5.206740e+13
9,512,43,7.063999e-05,4.790652e+13
9,512,44,2.043127e-04,2.425819e+14
9,512,45,2.580018e-04,3.737294e+13
9,512,46,2.532908e-04,3.764914e+13
9,512,47,4.578086e-04,3.039293e+13
9,512,48,1.124947e-04,3.560291e+13
9,512,49,3.692608e-04,3.994877e+13
9,512,50,3.183288e-04,2.122169e+13
9,512,51,6.767326e-03,3.088861e+13
9,512,52,1.032260e-04,2.755798e+13
9,512,53,1.810924e-04,2.659888e+13
9,512,54,6.557457e-05,2.139756e+13
9,512,55,2.057923e-04,2.314685e+13
9,512,56,2.130132e-04,1.693370e+13
9,512,57,2.350918e-04,1.657250e+13
9,512,58,3.471119e-04,1.301551e+13
9,512,59,1.621496e-04,1.200699e+13
9,512,60,8.402082e-05,1.646446e+13
9,512,61,2.551658e-04,1.643031e+13
9,512,62,1.342775e-04,1.934069e+13
9,512,63,1.035029e-04,1.209065e+13
9,512,64,1.134487e-04,1.151707e+13
10,512,16,5.244001e-04,1.008103e+00
10,512,17,6.777364e-03,1.007098e+00
10,512,18,5.244001e-04,1.007267e+00
10,512,19,5.244001e-04,1.007898e+00
10,512,20,5.244001e-04,1.008103e+00
10,512,21,5.244001e-04,1.007057e+00
10,512,22,5.244001e-04,1.007160e+00
10,512,23,5.244001e-04,1.006057e+00
10,512,24,5.244001e-04,1.007944e+00
10,512,25,5.244001e-04,1.007182e+00
10,512,26,5.244001e-04,1.008806e+00
10,512,27,5.244001e-04,1.007281e+00
10,512,28,5.244001e-04,1.007102e+00
10,512,29,5.244001e-04,1.008161e+00
10,512,30,6.777364e-03,1.007151e+00
10,512,31,5.244001e-04,1.007136e+00
10,512,32,5.244001e-04,1.007899e+00
10,512,33,5.244001e-04,1.006406e+00
10,512,34,6.777364e-03,1.007080e+00
10,512,35,5.244001e-04,1.006598e+00
10,512,36,5.244001e-04,1.007267e+00
10,512,37,5.244001e-04,1.006231e+00
10,512,38,5.244001e-04,1.007896e+00
10,512,39,5.244001e-04,1.008816e+00
10,512,40,5.244001e-04,1.008103e+00
10,512,41,5.244001e-04,1.006566e+00
10,512,42,5.244001e-04,1.007049e+00
10,512,43,5.244001e-04,1.007016e+00
10,512,44,5.244001e-04,1.007160e+00
10,512,45,5.244001e-04,1.006868e+00
10,512,46,5.244001e-04,1.006004e+00
10,512,47,5.244001e-04,1.007344e+00
10,512,48,5.244001e-04,1.007899e+00
10,512,49,5.244001e-04,1.007963e+00
10,512,50,5.244001e-04,1.007114e+00
10,512,51,6.777364e-03,1.007080e+00
10,512,52,5.244001e-04,1.006853e+00
10,512,53,5.244001e-04,1.007080e+00
10,512,54,5.244001e-04,1.007221e+00
10,512,55,5.244001e-04,1.007027e+00
10,512,56,5.244001e-04,1.007102e+00
10,512,57,5.244001e-04,1.007845e+00
10,512,58,5.244001e-04,1.008120e+00
10,512,59,5.244001e-04,1.008761e+00
10,512,60,5.244001e-04,1.007101e+00
10,512,61,5.244001e-04,1.007045e+00
10,512,62,5.244001e-04,1.007107e+00
10,512,63,5.244001e-04,1.006736e+00
10,512,64,5.244001e-04,1.007496e+00
11,512,16,1.171664e-03,8.029342e+14
11,512,17,1.275330e-01,5.438476e+15
11,512,18,2.835545e-04,5.415694e+14
11,512,19,1.486752e-02,1.358511e+15
11,512,20,7.827134e-05,8.366592e+14
11,512,21,6.519645e-02,4.772267e+15
11,512,22,9.769896e-04,3.485907e+14
11,512,23,6.721579e-02,3.525387e+15
11,512,24,7.464305e-04,5.357348e+14
11,512,25,3.694018e-03,9.202728e+14
11,512,26,2.942541e-03,5.779680e+14
11,512,27,1.155766e-02,1.442942e+15
11,512,28,1.350614e-03,5.467344e+14
11,512,29,2.457319e-02,2.119613e+15
11,512,30,7.271967e-03,2.765709e+14
11,512,31,2.631213e-02,1.174580e+15
11,512,32,1.731783e-03,5.312597e+14
11,512,33,3.576110e-02,1.246099e+16
11,512,34,6.772664e-03,3.194604e+14
11,512,35,7.656453e-04,2.719957e+15
11,512,36,1.117266e-03,4.255429e+14
11,512,37,1.417055e-02,1.018441e+15
11,512,38,1.024647e-03,4.561716e+14
11,512,39,7.391337e-02,3.726481e+16
11,512,40,7.511507e-04,6.755993e+14
11,512,41,2.128823e-02,7.566569e+14
11,512,42,1.985230e-03,4.117102e+14
11,512,43,6.064729e-01,1.560443e+16
11,512,44,2.219786e-03,3.308684e+14
11,512,45,2.417099e-03,9.280982e+15
11,512,46,1.291477e-03,2.128800e+14
11,512,47,8.301993e-03,3.899149e+14
11,512,48,1.408047e-02,7.731900e+14
11,512,49,1.724698e-03,4.398807e+14
11,512,50,4.973369e-03,4.842345e+14
11,512,51,1.670284e-02,2.701234e+14
11,512,52,1.184434e-03,2.037574e+14
11,512,53,5.901729e-03,9.606646e+14
11,512,54,2.420084e-03,2.640863e+14
11,512,55,1.284524e-03,9.013984e+15
11,512,56,3.470913e-03,2.963706e+14
11,512,57,6.276255e-03,2.096151e+14
11,512,58,3.642325e-03,1.978756e+14
11,512,59,1.155973e-03,4.569680e+14
11,512,60,2.814823e-03,4.544463e+14
11,512,61,1.142026e-02,9.160822e+14
11,512,62,1.559171e-03,4.130725e+14
11,512,63,2.733375e-04,5.493049e+14
11,512,64,1.373232e-02,1.304306e+14
12,512,16,1.043906e-04,1.739458e+13
12,512,17,6.758001e-03,4.896880e+12
12,512,18,1.776663e-04,7.376492e+12
12,512,19,1.064258e-04,1.572060e+13
12,512,20,6.624459e-05,1.140397e+12
12,512,21,1.076062e-04,1.803687e+12
12,512,22,1.376006e-04,4.277349e+12
12,512,23,1.396455e-04,1.801326e+12
12,512,24,6.070812e-05,1.764672e+13
12,512,25,1.204122e-04,5.457525e+12
12,512,26,1.119598e-04,4.085038e+12
12,512,27,1.738503e-04,5.829326e+12
12,512,28,8.849802e-05,1.303368e+13
12,512,29,1.341470e-04,8.797117e+12
12,512,30,6.758581e-03,9.196965e+11
12,512,31,1.925269e-04,6.448528e+11
12,512,32,9.986950e-05,2.040959e+12
12,512,33,8.685849e-05,4.125327e+12
12,512,34,6.757778e-03,2.139470e+12
12,512,35,1.037038e-04,7.697399e+12
12,512,36,9.224303e-05,4.475656e+12
12,512,37,1.330026e-04,3.525505e+12
12,512,38,1.153147e-04,1.730524e+12
12,512,39,1.134196e-04,9.104220e+11
12,512,40,7.950025e-05,3.611771e+10
12,512,41,1.364526e-04,1.581624e+10
12,512,42,1.307548e-04,1.038793e+10
12,512,43,1.141844e-04,3.570812e+09
12,512,44,8.479125e-05,3.001654e+09
12,512,45,1.498825e-04,2.811385e+09
12,512,46,1.301906e-04,1.632603e+11
12,512,47,1.452565e-04,2.760021e+11
12,512,48,7.935502e-05,1.693519e+13
12,512,49,1.243133e-04,1.875260e+13
12,512,50,1.159535e-04,4.328386e+12
12,512,51,6.758432e-03,3.559150e+12
12,512,52,7.720265e-05,3.911019e+12
12,512,53,2.112636e-04,6.178355e+12
12,512,54,1.437077e-04,5.829032e+12
12,512,55,1.167107e-04,8.160568e+12
12,512,56,9.337450e-05,1.303367e+13
12,512,57,1.254946e-04,1.261159e+13
12,512,58,1.281288e-04,8.715289e+12
12,512,59,1.332943e-04,6.013014e+12
12,512,60,1.084667e-04,8.922945e+11
12,512,61,1.040265e-04,7.008764e+11
12,512,62,1.411818e-04,6.446374e+11
12,512,63,1.263909e-04,1.584163e+12
12,512,64,1.431583e-04,2.040955e+12
13,512,16,1.638733e-01,1.615337e+17
13,512,17,2.288510e-01,1.083547e+17
13,512,18,2.759664e-01,6.444925e+16
13,512,19,1.598570e+00,9.668147e+16
13,512,20,4.060047e+00,2.290729e+16
13,512,21,2.565506e-01,3.050236e+16
13,512,22,2.901893e-01,3.786581e+16
13,512,23,8.972677e-01,8.263523e+16
13,512,24,8.627976e-01,4.687292e+16
13,512,25,1.477036e-01,1.063484e+17
13,512,26,1.788184e-01,6.361429e+17
13,512,27,3.013910e-01,1.620894e+16
13,512,28,1.974141e-01,4.097314e+16
13,512,29,1.615228e+00,1.580457e+17
13,512,30,7.297335e-01,1.281579e+17
13,512,31,4.147250e-02,2.359523e+17
13,512,32,3.329812e-01,2.700246e+16
13,512,33,6.401759e-02,6.737343e+16
13,512,34,2.232233e-01,3.152021e+16
13,512,35,4.420851e-02,2.614056e+16
13,512,36,3.996145e-02,5.461808e+16
13,512,37,5.765001e-01,3.276362e+16
13,512,38,1.651281e+00,2.125950e+16
13,512,39,3.437011e-01,3.273766e+16
13,512,40,1.354307e-01,7.188630e+16
13,512,41,9.976408e-01,4.236117e+16
13,512,42,5.548698e-01,1.639285e+17
13,512,43,1.376928e+00,5.699801e+16
13,512,44,2.902265e-01,5.555650e+16
13,512,45,3.233204e+00,2.898086e+16
13,512,46,7.193901e+00,2.877277e+16
13,512,47,4.898988e+00,8.143171e+17
13,512,48,3.663139e-01,1.910617e+16
13,512,49,5.726074e-01,inf
13,512,50,2.643943e+00,2.109983e+16
13,512,51,3.209353e+00,2.115194e+16
13,512,52,8.894603e-02,1.097814e+17
13,512,53,2.586007e-01,3.205083e+16
13,512,54,2.711174e-01,2.529251e+16
13,512,55,2.564631e-01,1.639252e+16
13,512,56,5.610087e-01,7.661723e+16
13,512,57,1.521105e+00,inf
13,512,58,8.724418e-02,3.379202e+16
13,512,59,2.667859e-02,inf
13,512,60,3.953516e+00,2.477368e+16
13,512,61,7.037899e-02,2.320064e+17
