ID,N,lim_lo,lim_hi,fre,cond_coarse
1,2048,16,22,1.117724e-14,2.217681e+03
1,2048,16,23,1.050180e-14,2.179357e+03
1,2048,16,24,9.092723e-15,2.169207e+03
1,2048,16,25,1.135004e-14,1.979730e+03
1,2048,16,26,1.142555e-14,2.104559e+03
1,2048,16,27,1.008966e-14,2.058144e+03
1,2048,16,28,1.042206e-14,1.966286e+03
1,2048,16,29,6.318984e-15,6.967809e+02
1,2048,16,30,6.485116e-15,1.305852e+03
1,2048,16,31,1.081385e-14,1.297261e+03
1,2048,16,32,1.340764e-14,2.214767e+03
1,2048,16,33,7.250862e-15,1.288154e+03
1,2048,16,34,7.921592e-15,2.202758e+03
1,2048,16,35,7.667353e-15,5.116858e+02
1,2048,16,36,6.960270e-15,4.950100e+02
1,2048,16,37,6.864550e-15,4.714071e+02
1,2048,16,38,8.251519e-15,5.010174e+02
1,2048,16,39,8.274838e-15,5.010174e+02
1,2048,16,40,8.172494e-15,5.903500e+02
1,2048,16,41,8.253800e-15,1.327055e+03
1,2048,16,42,8.464947e-15,1.327055e+03
1,2048,16,43,8.200128e-15,4.997849e+02
1,2048,16,44,9.484428e-15,4.499938e+02
1,2048,16,45,8.951120e-15,1.870273e+02
1,2048,16,46,1.155267e-14,2.046214e+03
1,2048,16,47,6.997821e-15,1.888965e+02
1,2048,16,48,7.069225e-15,1.888965e+02
1,2048,16,49,2.134633e-14,1.277801e+03
1,2048,16,50,7.181682e-15,2.009381e+03
1,2048,16,51,6.896289e-15,1.484396e+03
1,2048,16,52,6.905293e-15,2.109081e+03
1,2048,16,53,7.089539e-15,2.867199e+02
1,2048,16,54,9.319013e-15,1.395186e+03
1,2048,16,55,9.319749e-15,1.395186e+03
1,2048,16,56,8.316052e-15,7.065565e+02
1,2048,16,57,8.301202e-15,7.065565e+02
1,2048,16,58,7.258004e-15,7.801123e+02
1,2048,16,59,7.847710e-15,9.547693e+02
1,2048,16,60,8.189989e-15,9.547693e+02
1,2048,16,61,1.017300e-14,2.004401e+02
1,2048,16,62,1.017300e-14,2.004401e+02
1,2048,16,63,1.017300e-14,2.004401e+02
1,2048,16,64,1.054221e-14,1.395134e+03
1,2048,16,65,1.054221e-14,1.395134e+03
1,2048,16,66,1.054221e-14,1.395134e+03
1,2048,16,67,1.037885e-14,2.073768e+02
1,2048,16,68,1.037885e-14,2.073768e+02
1,2048,16,69,1.037885e-14,2.073768e+02
1,2048,16,70,7.263294e-15,7.654592e+02
1,2048,16,71,7.263294e-15,7.654592e+02
1,2048,16,72,7.238027e-15,7.654592e+02
1,2048,17,23,1.084425e-14,1.410284e+03
1,2048,17,24,7.520206e-15,8.116207e+02
1,2048,17,25,8.341798e-15,1.317905e+03
1,2048,17,26,1.244051e-14,2.024563e+03
1,2048,17,27,9.825381e-15,2.024563e+03
1,2048,17,28,1.322366e-14,1.765413e+03
1,2048,17,29,1.230700e-14,1.765413e+03
1,2048,17,30,1.108016e-14,1.765413e+03
1,2048,17,31,6.154889e-15,1.273903e+03
1,2048,17,32,1.025903e-14,2.214769e+03
1,2048,17,33,7.490945e-15,1.273903e+03
1,2048,17,34,5.915237e-15,9.061474e+02
1,2048,17,35,8.044464e-15,7.596029e+02
1,2048,17,36,7.620916e-15,4.149557e+02
1,2048,17,37,6.595163e-15,4.674565e+02
1,2048,17,38,8.267447e-15,4.674565e+02
1,2048,17,39,8.290720e-15,4.674565e+02
1,2048,17,40,8.188575e-15,5.508051e+02
1,2048,17,41,8.286843e-15,1.327055e+03
1,2048,17,42,8.464947e-15,1.327055e+03
1,2048,17,43,8.200128e-15,4.997849e+02
1,2048,17,44,9.484428e-15,4.499938e+02
1,2048,17,45,8.951120e-15,1.870273e+02
1,2048,17,46,1.201287e-14,1.993194e+03
1,2048,17,47,6.997821e-15,1.888965e+02
1,2048,17,48,7.069225e-15,1.888965e+02
1,2048,17,49,2.169369e-14,1.304163e+03
1,2048,17,50,7.181682e-15,2.009381e+03
1,2048,17,51,6.896289e-15,1.484396e+03
1,2048,17,52,6.905293e-15,2.109081e+03
1,2048,17,53,7.089539e-15,2.867199e+02
1,2048,17,54,9.540424e-15,1.395186e+03
1,2048,17,55,9.541143e-15,1.395186e+03
1,2048,17,56,9.507810e-15,1.395186e+03
1,2048,17,57,9.494864e-15,1.395186e+03
1,2048,17,58,7.258004e-15,7.801123e+02
1,2048,17,59,7.847710e-15,9.547693e+02
1,2048,17,60,8.189989e-15,9.547693e+02
1,2048,17,61,1.017300e-14,2.004401e+02
1,2048,17,62,1.017300e-14,2.004401e+02
1,2048,17,63,1.017300e-14,2.004401e+02
1,2048,17,64,1.054221e-14,1.395134e+03
1,2048,17,65,1.054221e-14,1.395134e+03
1,2048,17,66,1.054221e-14,1.395134e+03
1,2048,17,67,1.037885e-14,2.073768e+02
1,2048,17,68,1.037885e-14,2.073768e+02
1,2048,17,69,1.037885e-14,2.073768e+02
1,2048,17,70,7.263294e-15,7.654592e+02
1,2048,17,71,7.263294e-15,7.654592e+02
1,2048,17,72,1.084672e-14,7.955509e+02
1,2048,18,24,7.394129e-15,8.356857e+02
1,2048,18,25,7.844421e-15,8.428823e+02
1,2048,18,26,9.981018e-15,5.953022e+03
1,2048,18,27,5.900249e-15,7.687773e+02
1,2048,18,28,1.944758e-14,2.010941e+03
1,2048,18,29,2.230421e-14,8.303487e+03
1,2048,18,30,2.164694e-14,7.470772e+03
1,2048,18,31,6.959435e-15,4.365846e+02
1,2048,18,32,7.690726e-15,7.678252e+02
1,2048,18,33,7.066510e-15,1.363856e+03
1,2048,18,34,8.799082e-15,7.581711e+02
1,2048,18,35,8.006214e-15,5.400584e+02
1,2048,18,36,8.813147e-15,7.211506e+02
1,2048,18,37,8.165507e-15,4.674565e+02
1,2048,18,38,8.281206e-15,4.674565e+02
1,2048,18,39,8.304015e-15,4.674565e+02
1,2048,18,40,8.000227e-15,5.508051e+02
1,2048,18,41,8.291835e-15,1.327055e+03
1,2048,18,42,7.371838e-15,1.475497e+03
1,2048,18,43,7.248126e-15,1.475016e+03
1,2048,18,44,8.276698e-15,1.327058e+03
1,2048,18,45,5.754611e-15,5.658073e+02
1,2048,18,46,9.923227e-15,2.769969e+02
1,2048,18,47,9.095458e-15,5.658073e+02
1,2048,18,48,6.987741e-15,2.979164e+02
1,2048,18,49,2.169369e-14,1.304163e+03
1,2048,18,50,7.095089e-15,1.859583e+03
1,2048,18,51,6.215764e-15,1.484396e+03
1,2048,18,52,6.902848e-15,2.109081e+03
1,2048,18,53,7.100832e-15,8.356856e+02
1,2048,18,54,9.540424e-15,1.395186e+03
1,2048,18,55,9.541143e-15,1.395186e+03
1,2048,18,56,9.543296e-15,1.395186e+03
1,2048,18,57,9.530643e-15,1.395186e+03
1,2048,18,58,9.156164e-15,1.395186e+03
1,2048,18,59,7.758239e-15,9.547693e+02
1,2048,18,60,7.758239e-15,9.547693e+02
1,2048,18,61,9.828743e-15,2.004401e+02
1,2048,18,62,9.828743e-15,2.004401e+02
1,2048,18,63,9.828069e-15,2.004401e+02
1,2048,18,64,9.828069e-15,2.004401e+02
1,2048,18,65,9.828069e-15,2.004401e+02
1,2048,18,66,9.828069e-15,2.004401e+02
1,2048,18,67,1.040306e-14,2.073766e+02
1,2048,18,68,1.040306e-14,2.073766e+02
1,2048,18,69,1.050562e-14,2.073766e+02
1,2048,18,70,7.455532e-15,7.654592e+02
1,2048,18,71,7.455532e-15,7.654592e+02
1,2048,18,72,7.455532e-15,7.654592e+02
1,2048,19,25,4.650015e-15,8.887978e+02
1,2048,19,26,9.893232e-15,5.024993e+02
1,2048,19,27,6.333734e-15,7.671182e+02
1,2048,19,28,1.077513e-14,7.961813e+02
1,2048,19,29,5.793111e-15,5.060248e+02
1,2048,19,30,5.075233e-15,1.368585e+03
1,2048,19,31,5.287235e-15,1.259297e+03
1,2048,19,32,8.928922e-15,2.040283e+03
1,2048,19,33,9.362408e-15,2.209688e+03
1,2048,19,34,7.241858e-15,8.286831e+02
1,2048,19,35,3.959622e-14,5.049338e+03
1,2048,19,36,1.619270e-14,5.834036e+02
1,2048,19,37,1.666975e-14,5.767147e+02
1,2048,19,38,1.596456e-14,6.920430e+02
1,2048,19,39,1.593117e-14,6.920430e+02
1,2048,19,40,6.213898e-15,6.837458e+02
1,2048,19,41,8.291835e-15,1.327055e+03
1,2048,19,42,7.371838e-15,1.475497e+03
1,2048,19,43,7.248126e-15,1.475016e+03
1,2048,19,44,8.276698e-15,1.327058e+03
1,2048,19,45,6.855749e-15,5.658073e+02
1,2048,19,46,6.566572e-15,1.077217e+03
1,2048,19,47,6.913176e-15,1.077217e+03
1,2048,19,48,6.832818e-15,7.949648e+02
1,2048,19,49,2.164429e-14,1.304163e+03
1,2048,19,50,7.095089e-15,1.859583e+03
1,2048,19,51,7.248872e-15,1.630878e+03
1,2048,19,52,5.931714e-15,1.771509e+03
1,2048,19,53,5.921018e-15,4.156032e+02
1,2048,19,54,5.802027e-15,4.156032e+02
1,2048,19,55,6.335031e-15,7.801123e+02
1,2048,19,56,5.647264e-15,7.801123e+02
1,2048,19,57,5.647264e-15,7.801123e+02
1,2048,19,58,9.367296e-15,1.459751e+03
1,2048,19,59,7.301714e-15,9.232540e+02
1,2048,19,60,7.301714e-15,9.232540e+02
1,2048,19,61,9.828743e-15,2.004401e+02
1,2048,19,62,9.828743e-15,2.004401e+02
1,2048,19,63,9.828069e-15,2.004401e+02
1,2048,19,64,9.828069e-15,2.004401e+02
1,2048,19,65,9.828069e-15,2.004401e+02
1,2048,19,66,9.828069e-15,2.004401e+02
1,2048,19,67,1.040306e-14,2.073766e+02
1,2048,19,68,1.040306e-14,2.073766e+02
1,2048,19,69,1.050562e-14,2.073766e+02
1,2048,19,70,7.447174e-15,7.654592e+02
1,2048,19,71,7.409901e-15,7.654592e+02
1,2048,19,72,7.409901e-15,7.654592e+02
1,2048,20,26,8.183733e-15,1.180071e+03
1,2048,20,27,8.831867e-15,1.756113e+03
1,2048,20,28,1.111206e-14,8.906229e+02
1,2048,20,29,4.045515e-14,4.470066e+03
1,2048,20,30,9.578738e-15,1.256504e+03
1,2048,20,31,5.025282e-15,7.675361e+02
1,2048,20,32,9.329042e-15,2.040283e+03
1,2048,20,33,8.706454e-15,7.250562e+02
1,2048,20,34,8.196794e-15,2.040279e+03
1,2048,20,35,8.032279e-15,1.961505e+03
1,2048,20,36,6.822545e-15,4.892258e+02
1,2048,20,37,8.290214e-15,4.786041e+02
1,2048,20,38,9.597169e-15,5.803277e+02
1,2048,20,39,6.300027e-15,5.803277e+02
1,2048,20,40,9.399033e-15,4.199666e+02
1,2048,20,41,9.399119e-15,4.199666e+02
1,2048,20,42,8.179441e-15,4.744775e+02
1,2048,20,43,8.163626e-15,5.031504e+02
1,2048,20,44,1.037318e-14,5.001651e+02
1,2048,20,45,6.855749e-15,5.658073e+02
1,2048,20,46,6.549721e-15,1.077217e+03
1,2048,20,47,6.913176e-15,1.077217e+03
1,2048,20,48,6.832818e-15,7.949648e+02
1,2048,20,49,2.164429e-14,1.304163e+03
1,2048,20,50,7.095089e-15,1.859583e+03
1,2048,20,51,7.248872e-15,1.630878e+03
1,2048,20,52,7.831502e-15,1.968900e+03
1,2048,20,53,7.298233e-15,1.395186e+03
1,2048,20,54,5.251922e-15,4.156032e+02
1,2048,20,55,6.339820e-15,7.801123e+02
1,2048,20,56,6.339820e-15,7.801123e+02
1,2048,20,57,6.339820e-15,7.801123e+02
1,2048,20,58,9.367296e-15,1.459751e+03
1,2048,20,59,7.301714e-15,9.232540e+02
1,2048,20,60,7.301714e-15,9.232540e+02
1,2048,20,61,9.828743e-15,2.004401e+02
1,2048,20,62,9.828743e-15,2.004401e+02
1,2048,20,63,9.828069e-15,2.004401e+02
1,2048,20,64,9.828069e-15,2.004401e+02
1,2048,20,65,9.828069e-15,2.004401e+02
1,2048,20,66,9.828069e-15,2.004401e+02
1,2048,20,67,1.039751e-14,2.983723e+02
1,2048,20,68,1.039751e-14,2.983723e+02
1,2048,20,69,1.039751e-14,2.983723e+02
1,2048,20,70,8.917803e-15,7.812263e+02
1,2048,20,71,8.099009e-15,7.812263e+02
1,2048,20,72,8.099009e-15,7.812263e+02
1,2048,21,27,1.240719e-14,4.781023e+02
1,2048,21,28,9.755128e-15,4.196166e+02
1,2048,21,29,8.865458e-15,1.686379e+03
1,2048,21,30,1.348279e-14,2.214766e+03
1,2048,21,31,1.383708e-14,2.022366e+03
1,2048,21,32,8.225359e-15,1.761073e+03
1,2048,21,33,5.476617e-15,1.248238e+03
1,2048,21,34,5.336283e-15,2.209683e+03
1,2048,21,35,9.655350e-15,1.761073e+03
1,2048,21,36,6.620386e-15,4.950384e+02
1,2048,21,37,7.874859e-15,7.788953e+02
1,2048,21,38,9.576976e-15,5.803277e+02
1,2048,21,39,7.096507e-15,4.843846e+02
1,2048,21,40,9.428733e-15,4.241640e+02
1,2048,21,41,9.600512e-15,4.199666e+02
1,2048,21,42,1.005658e-14,2.043524e+03
1,2048,21,43,1.004177e-14,2.043524e+03
1,2048,21,44,1.052432e-14,4.244794e+02
1,2048,21,45,6.129333e-15,5.658073e+02
1,2048,21,46,7.175290e-15,1.077217e+03
1,2048,21,47,6.208567e-15,1.077217e+03
1,2048,21,48,6.577089e-15,5.419316e+02
1,2048,21,49,8.997500e-15,3.768935e+02
1,2048,21,50,8.125604e-15,1.766466e+03
1,2048,21,51,6.580829e-15,1.771509e+03
1,2048,21,52,7.831502e-15,1.968900e+03
1,2048,21,53,7.298233e-15,1.395186e+03
1,2048,21,54,5.251922e-15,4.156032e+02
1,2048,21,55,9.279820e-15,4.156032e+02
1,2048,21,56,9.279820e-15,4.156032e+02
1,2048,21,57,9.279820e-15,4.156032e+02
1,2048,21,58,7.400736e-15,9.232540e+02
1,2048,21,59,7.445870e-15,9.232540e+02
1,2048,21,60,7.829209e-15,9.232540e+02
1,2048,21,61,1.079321e-14,2.004401e+02
1,2048,21,62,1.079321e-14,2.004401e+02
1,2048,21,63,1.079321e-14,2.004401e+02
1,2048,21,64,1.103439e-14,1.395134e+03
1,2048,21,65,1.103439e-14,1.395134e+03
1,2048,21,66,1.103439e-14,1.395134e+03
1,2048,21,67,1.039751e-14,2.983723e+02
1,2048,21,68,1.039751e-14,2.983723e+02
1,2048,21,69,1.039751e-14,2.983723e+02
1,2048,21,70,8.917803e-15,7.812263e+02
1,2048,21,71,8.099009e-15,7.812263e+02
1,2048,21,72,8.099009e-15,7.812263e+02
1,2048,22,28,6.819709e-15,1.495770e+03
1,2048,22,29,1.342230e-14,5.139123e+02
1,2048,22,30,1.294227e-14,5.233354e+02
1,2048,22,31,9.029689e-15,1.536698e+03
1,2048,22,32,8.273770e-15,1.363856e+03
1,2048,22,33,1.234365e-14,2.209688e+03
1,2048,22,34,8.251962e-15,2.043519e+03
1,2048,22,35,7.166171e-15,1.866464e+03
1,2048,22,36,8.539135e-15,6.937467e+02
1,2048,22,37,9.911396e-15,4.544292e+02
1,2048,22,38,8.399898e-15,4.441719e+02
1,2048,22,39,2.221218e-14,1.549388e+03
1,2048,22,40,9.761776e-15,4.241640e+02
1,2048,22,41,9.600298e-15,4.199666e+02
1,2048,22,42,8.473143e-15,3.638196e+02
1,2048,22,43,8.473143e-15,3.638196e+02
1,2048,22,44,9.106092e-15,3.537883e+02
1,2048,22,45,6.129333e-15,5.658073e+02
1,2048,22,46,6.509083e-15,1.077217e+03
1,2048,22,47,6.208567e-15,1.077217e+03
1,2048,22,48,6.638946e-15,5.162644e+02
1,2048,22,49,7.218705e-15,5.472325e+02
1,2048,22,50,6.947771e-15,1.877773e+03
1,2048,22,51,6.620409e-15,1.877773e+03
1,2048,22,52,9.038501e-15,1.968900e+03
1,2048,22,53,5.176668e-15,5.006340e+02
1,2048,22,54,9.684082e-15,4.156032e+02
1,2048,22,55,9.662274e-15,4.156032e+02
1,2048,22,56,9.662274e-15,4.156032e+02
1,2048,22,57,9.662274e-15,4.156032e+02
1,2048,22,58,8.426840e-15,9.232540e+02
1,2048,22,59,7.445870e-15,9.232540e+02
1,2048,22,60,7.829209e-15,9.232540e+02
1,2048,22,61,1.079321e-14,2.004401e+02
1,2048,22,62,1.079321e-14,2.004401e+02
1,2048,22,63,1.079321e-14,2.004401e+02
1,2048,22,64,1.103439e-14,1.395134e+03
1,2048,22,65,1.103439e-14,1.395134e+03
1,2048,22,66,1.103439e-14,1.395134e+03
1,2048,22,67,1.138137e-14,2.983723e+02
1,2048,22,68,1.138137e-14,2.983723e+02
1,2048,22,69,1.138137e-14,2.983723e+02
1,2048,22,70,8.917803e-15,7.812263e+02
1,2048,22,71,9.273455e-15,7.812263e+02
1,2048,22,72,9.273455e-15,7.812263e+02
1,2048,23,29,8.356389e-15,9.058258e+02
1,2048,23,30,9.419213e-15,1.765120e+03
1,2048,23,31,8.268404e-15,1.542200e+03
1,2048,23,32,3.303563e-14,5.065207e+03
1,2048,23,33,1.165072e-14,8.312645e+02
1,2048,23,34,1.179643e-14,7.996066e+02
1,2048,23,35,1.088272e-14,1.829450e+03
1,2048,23,36,9.218954e-15,6.158336e+02
1,2048,23,37,8.145343e-15,3.833463e+02
1,2048,23,38,1.282335e-14,3.961028e+02
1,2048,23,39,2.200605e-14,1.549388e+03
1,2048,23,40,1.426397e-14,9.210239e+02
1,2048,23,41,1.427418e-14,9.210239e+02
1,2048,23,42,1.271221e-14,4.723567e+02
1,2048,23,43,1.264773e-14,3.621934e+02
1,2048,23,44,6.400506e-15,3.537883e+02
1,2048,23,45,4.714405e-15,2.959376e+02
1,2048,23,46,5.570219e-15,1.142968e+03
1,2048,23,47,5.950141e-15,1.142968e+03
1,2048,23,48,4.845014e-15,5.162644e+02
1,2048,23,49,1.187710e-14,5.472325e+02
1,2048,23,50,1.235065e-14,1.968900e+03
1,2048,23,51,1.238142e-14,1.968900e+03
1,2048,23,52,1.238142e-14,1.968900e+03
1,2048,23,53,8.526258e-15,5.742514e+02
1,2048,23,54,9.596120e-15,5.742514e+02
1,2048,23,55,1.041357e-14,1.395186e+03
1,2048,23,56,1.041592e-14,1.395186e+03
1,2048,23,57,1.161087e-14,1.395186e+03
1,2048,23,58,8.398785e-15,9.232540e+02
1,2048,23,59,7.445870e-15,9.232540e+02
1,2048,23,60,7.829209e-15,9.232540e+02
1,2048,23,61,1.079321e-14,2.004401e+02
1,2048,23,62,1.079321e-14,2.004401e+02
1,2048,23,63,1.079321e-14,2.004401e+02
1,2048,23,64,1.103439e-14,1.395134e+03
1,2048,23,65,1.103439e-14,1.395134e+03
1,2048,23,66,1.103439e-14,1.395134e+03
1,2048,23,67,1.031378e-14,5.860800e+02
1,2048,23,68,1.036245e-14,5.860800e+02
1,2048,23,69,1.036245e-14,5.860800e+02
1,2048,23,70,7.329829e-15,7.531624e+02
1,2048,23,71,7.329829e-15,7.531624e+02
1,2048,23,72,7.117099e-15,7.531624e+02
1,2048,24,30,8.909142e-15,1.765120e+03
1,2048,24,31,2.353871e-14,2.022366e+03
1,2048,24,32,1.109014e-14,2.319213e+03
1,2048,24,33,8.519888e-15,3.864045e+02
1,2048,24,34,9.998289e-15,4.716362e+02
