ID,N,M,fre,cond_coarse
5,2048,62,1.105786e-14,5.698501e+03
5,2048,63,1.094538e-14,4.176587e+02
5,2048,64,1.093246e-14,1.942341e+02
6,2048,16,1.068333e-16,1.027442e+00
6,2048,17,1.047981e-16,1.027526e+00
6,2048,18,1.027135e-16,1.028350e+00
6,2048,19,1.089843e-16,1.027948e+00
6,2048,20,1.062356e-16,1.027555e+00
6,2048,21,1.068340e-16,1.029259e+00
6,2048,22,1.081054e-16,1.027559e+00
6,2048,23,1.076022e-16,1.029456e+00
6,2048,24,1.070022e-16,1.030270e+00
6,2048,25,1.070764e-16,1.030218e+00
6,2048,26,1.060984e-16,1.028350e+00
6,2048,27,1.048767e-16,1.030382e+00
6,2048,28,1.073744e-16,1.029255e+00
6,2048,29,1.071960e-16,1.030218e+00
6,2048,30,1.067005e-16,1.027555e+00
6,2048,31,1.086486e-16,1.029259e+00
6,2048,32,1.068147e-16,1.026425e+00
6,2048,33,1.066862e-16,1.030382e+00
6,2048,34,1.062299e-16,1.025721e+00
6,2048,35,1.067426e-16,1.026464e+00
6,2048,36,1.049121e-16,1.027442e+00
6,2048,37,1.074064e-16,1.027948e+00
6,2048,38,1.077917e-16,1.025016e+00
6,2048,39,1.077388e-16,1.028350e+00
6,2048,40,1.069539e-16,1.027555e+00
6,2048,41,1.075199e-16,1.025013e+00
6,2048,42,1.068140e-16,1.026848e+00
6,2048,43,1.071106e-16,1.026990e+00
6,2048,44,1.074341e-16,1.027559e+00
6,2048,45,1.062758e-16,1.025455e+00
6,2048,46,1.071960e-16,1.026969e+00
6,2048,47,1.068597e-16,1.024335e+00
6,2048,48,1.070707e-16,1.027442e+00
6,2048,49,1.061952e-16,1.022674e+00
6,2048,50,1.069054e-16,1.026969e+00
6,2048,51,1.051874e-16,1.027526e+00
6,2048,52,1.064651e-16,1.027582e+00
6,2048,53,1.073219e-16,1.024867e+00
6,2048,54,1.060229e-16,1.027442e+00
6,2048,55,1.077502e-16,1.026464e+00
6,2048,56,1.074774e-16,1.028316e+00
6,2048,57,1.076785e-16,1.027471e+00
6,2048,58,1.069995e-16,1.028316e+00
6,2048,59,1.076757e-16,1.028528e+00
6,2048,60,1.069396e-16,1.027555e+00
6,2048,61,1.076213e-16,1.022441e+00
6,2048,62,1.078144e-16,1.025150e+00
6,2048,63,1.065052e-16,1.029259e+00
6,2048,64,1.072245e-16,1.026425e+00
7,2048,16,2.587201e-16,3.000183e+00
7,2048,17,2.723949e-16,3.000372e+00
7,2048,18,2.627738e-16,3.000046e+00
7,2048,19,2.598252e-16,3.000023e+00
7,2048,20,2.674499e-16,3.000366e+00
7,2048,21,2.471109e-16,3.000007e+00
7,2048,22,2.673825e-16,3.000003e+00
7,2048,23,2.723532e-16,3.000001e+00
7,2048,24,2.594593e-16,3.000366e+00
7,2048,25,2.614280e-16,3.000000e+00
7,2048,26,2.591904e-16,3.000000e+00
7,2048,27,2.523129e-16,3.000000e+00
7,2048,28,2.536217e-16,3.000000e+00
7,2048,29,2.551067e-16,3.000000e+00
7,2048,30,2.711163e-16,3.000366e+00
7,2048,31,2.707109e-16,3.000000e+00
7,2048,32,2.657748e-16,3.000000e+00
7,2048,33,2.795624e-16,3.000000e+00
7,2048,34,2.771619e-16,3.000366e+00
7,2048,35,2.791748e-16,3.000000e+00
7,2048,36,2.821174e-16,3.000000e+00
7,2048,37,2.805864e-16,3.000000e+00
7,2048,38,2.746767e-16,3.000000e+00
7,2048,39,2.829562e-16,3.000000e+00
7,2048,40,2.759024e-16,3.000366e+00
7,2048,41,2.863788e-16,3.000000e+00
7,2048,42,2.684107e-16,3.000000e+00
7,2048,43,2.887111e-16,3.000000e+00
7,2048,44,2.885212e-16,3.000000e+00
7,2048,45,2.844029e-16,3.000000e+00
7,2048,46,2.927681e-16,3.000000e+00
7,2048,47,2.923769e-16,3.000000e+00
7,2048,48,2.880063e-16,3.000000e+00
7,2048,49,2.867308e-16,3.000000e+00
7,2048,50,2.891905e-16,3.000000e+00
7,2048,51,2.867714e-16,3.000366e+00
7,2048,52,2.826559e-16,3.000000e+00
7,2048,53,2.888012e-16,3.000000e+00
7,2048,54,2.903685e-16,3.000000e+00
7,2048,55,2.924586e-16,3.000000e+00
7,2048,56,3.014686e-16,3.000000e+00
7,2048,57,2.878936e-16,3.000000e+00
7,2048,58,2.922572e-16,3.000000e+00
7,2048,59,2.947639e-16,3.000000e+00
7,2048,60,2.904671e-16,3.000366e+00
7,2048,61,2.930229e-16,3.000000e+00
7,2048,62,3.022483e-16,3.000000e+00
7,2048,63,2.912731e-16,3.000000e+00
7,2048,64,2.890104e-16,3.000000e+00
8,2048,16,8.027855e-06,1.671188e+11
8,2048,17,8.027855e-06,2.357888e+11
8,2048,18,8.027855e-06,1.671188e+11
8,2048,19,8.027855e-06,2.321438e+11
8,2048,20,8.027855e-06,1.671188e+11
8,2048,21,8.027855e-06,2.357297e+11
8,2048,22,8.027855e-06,1.671188e+11
8,2048,23,8.027855e-06,2.347452e+11
8,2048,24,8.027855e-06,1.671188e+11
8,2048,25,8.027855e-06,2.353876e+11
8,2048,26,8.027855e-06,1.671188e+11
8,2048,27,8.027855e-06,2.347452e+11
8,2048,28,8.027855e-06,1.671188e+11
8,2048,29,8.027855e-06,2.341847e+11
8,2048,30,8.027855e-06,1.671188e+11
8,2048,31,8.027855e-06,2.315860e+11
8,2048,32,8.027855e-06,1.671188e+11
8,2048,33,8.027855e-06,2.344184e+11
8,2048,34,8.027855e-06,1.671188e+11
8,2048,35,8.027855e-06,2.357297e+11
8,2048,36,8.027855e-06,1.671188e+11
8,2048,37,8.027855e-06,2.357888e+11
8,2048,38,8.027855e-06,1.671188e+11
8,2048,39,8.027855e-06,2.312191e+11
8,2048,40,8.027855e-06,1.671188e+11
8,2048,41,8.027855e-06,2.356836e+11
8,2048,42,8.027855e-06,1.671188e+11
8,2048,43,8.027855e-06,2.304507e+11
8,2048,44,8.027855e-06,1.671188e+11
8,2048,45,8.027855e-06,2.356836e+11
8,2048,46,8.027855e-06,1.671188e+11
8,2048,47,8.027855e-06,2.241845e+11
8,2048,48,8.027855e-06,1.671188e+11
8,2048,49,8.027855e-06,2.312191e+11
8,2048,50,8.027855e-06,1.671188e+11
8,2048,51,8.027855e-06,2.357888e+11
8,2048,52,8.027855e-06,1.671188e+11
8,2048,53,8.027855e-06,2.251688e+11
8,2048,54,8.027855e-06,1.671188e+11
8,2048,55,8.027855e-06,2.118755e+11
8,2048,56,8.027855e-06,1.671188e+11
8,2048,57,8.027855e-06,2.234908e+11
8,2048,58,8.027855e-06,1.671188e+11
8,2048,59,8.027855e-06,2.344184e+11
8,2048,60,8.027855e-06,1.671188e+11
8,2048,61,8.027855e-06,2.283450e+11
8,2048,62,8.027855e-06,1.671188e+11
8,2048,63,8.027855e-06,2.341847e+11
8,2048,64,8.027855e-06,1.671188e+11
9,2048,16,1.011624e-04,5.326365e+14
9,2048,17,2.502119e-03,6.781407e+15
9,2048,18,1.075288e-04,5.705262e+14
9,2048,19,2.279330e-04,1.471258e+15
9,2048,20,2.239978e-05,5.033143e+14
9,2048,21,5.785856e-05,3.914391e+15
9,2048,22,9.027018e-05,4.816044e+14
9,2048,23,1.141622e-03,1.137317e+15
9,2048,24,2.398009e-05,4.686716e+14
9,2048,25,4.020301e-04,1.044709e+16
9,2048,26,4.895059e-05,4.674146e+14
9,2048,27,3.162166e-04,7.521518e+14
9,2048,28,1.370962e-04,4.199872e+14
9,2048,29,3.123175e-05,1.078838e+16
9,2048,30,9.257392e-05,4.886486e+14
9,2048,31,1.286876e-04,4.871562e+14
9,2048,32,3.380446e-05,4.113762e+14
9,2048,33,4.699743e-04,4.940456e+15
9,2048,34,6.524099e-06,4.512287e+14
9,2048,35,7.883750e-05,1.402273e+15
9,2048,36,4.596308e-05,3.811520e+14
9,2048,37,8.408446e-04,4.991364e+14
9,2048,38,2.615133e-04,3.848067e+14
9,2048,39,9.735154e-06,3.729098e+15
9,2048,40,1.477897e-04,3.822207e+14
9,2048,41,1.328217e-04,4.266121e+14
9,2048,42,1.248031e-04,3.402429e+14
9,2048,43,7.733948e-05,4.087507e+14
9,2048,44,1.473738e-05,3.366224e+14
9,2048,45,1.084960e-04,6.751748e+15
9,2048,46,7.481645e-06,3.506102e+14
9,2048,47,6.353598e-05,4.045962e+14
9,2048,48,1.456968e-04,3.566216e+14
9,2048,49,1.463756e-04,3.513218e+14
9,2048,50,1.318553e-05,3.343501e+14
9,2048,51,8.692199e-05,3.751509e+14
9,2048,52,2.642605e-06,3.458419e+14
9,2048,53,3.020901e-05,3.362838e+14
9,2048,54,2.509733e-04,3.574326e+14
9,2048,55,4.363672e-05,3.280148e+14
9,2048,56,6.552314e-05,3.228489e+14
9,2048,57,1.047251e-04,5.237389e+15
9,2048,58,4.454378e-05,3.233234e+14
9,2048,59,1.548481e-04,3.140407e+14
9,2048,60,2.522841e-06,3.315131e+14
9,2048,61,2.590722e-04,1.348458e+15
9,2048,62,2.580366e-05,3.037607e+14
9,2048,63,1.399709e-04,3.012480e+14
9,2048,64,7.455555e-05,7.318449e+15
10,2048,16,1.986795e-06,1.000477e+00
10,2048,17,1.986808e-06,1.412750e+00
10,2048,18,1.986797e-06,1.000492e+00
10,2048,19,1.986797e-06,1.412212e+00
10,2048,20,1.986797e-06,1.000386e+00
10,2048,21,1.986797e-06,1.411979e+00
10,2048,22,1.986797e-06,1.000430e+00
10,2048,23,1.986797e-06,1.407677e+00
10,2048,24,1.986797e-06,1.000477e+00
10,2048,25,1.986797e-06,1.406016e+00
10,2048,26,1.986797e-06,1.000498e+00
10,2048,27,1.986797e-06,1.398091e+00
10,2048,28,1.986797e-06,1.000413e+00
10,2048,29,1.986797e-06,1.404288e+00
10,2048,30,1.986797e-06,1.000369e+00
10,2048,31,1.986797e-06,1.409268e+00
10,2048,32,1.986797e-06,1.000424e+00
10,2048,33,1.986797e-06,1.404754e+00
10,2048,34,1.986797e-06,1.000397e+00
10,2048,35,1.986797e-06,1.411952e+00
10,2048,36,1.986797e-06,1.000381e+00
10,2048,37,1.986797e-06,1.409354e+00
10,2048,38,1.986797e-06,1.000423e+00
10,2048,39,1.986797e-06,1.411893e+00
10,2048,40,1.986797e-06,1.000373e+00
10,2048,41,1.986797e-06,1.409338e+00
10,2048,42,1.986797e-06,1.000416e+00
10,2048,43,1.986797e-06,1.383705e+00
10,2048,44,1.986797e-06,1.000353e+00
10,2048,45,1.986797e-06,1.319222e+00
10,2048,46,1.986797e-06,1.000454e+00
10,2048,47,1.986797e-06,1.404295e+00
10,2048,48,1.986797e-06,1.000477e+00
10,2048,49,1.986797e-06,1.409231e+00
10,2048,50,1.986797e-06,1.000455e+00
10,2048,51,1.986797e-06,1.392868e+00
10,2048,52,1.986797e-06,1.000439e+00
10,2048,53,1.986797e-06,1.405909e+00
10,2048,54,1.986797e-06,1.000458e+00
10,2048,55,1.986797e-06,1.378948e+00
10,2048,56,1.986797e-06,1.000395e+00
10,2048,57,1.986797e-06,1.383327e+00
10,2048,58,1.986797e-06,1.000352e+00
10,2048,59,1.986797e-06,1.381467e+00
10,2048,60,1.986797e-06,1.000271e+00
10,2048,61,1.986797e-06,1.407530e+00
10,2048,62,1.986797e-06,1.000260e+00
10,2048,63,1.986797e-06,1.381186e+00
10,2048,64,1.986797e-06,1.000387e+00
11,2048,16,6.882387e-04,1.804735e+14
11,2048,17,1.955966e-02,2.469148e+15
11,2048,18,7.896540e-04,1.697156e+14
11,2048,19,1.241831e-01,6.634533e+15
11,2048,20,3.488696e-04,1.304936e+14
11,2048,21,1.632309e-01,1.309799e+16
11,2048,22,2.966268e-04,1.358767e+14
11,2048,23,1.702861e-03,3.062461e+15
11,2048,24,3.429644e-04,1.072926e+14
11,2048,25,5.980456e-03,8.395534e+14
11,2048,26,3.354395e-04,1.297190e+14
11,2048,27,4.298730e-02,2.400445e+16
11,2048,28,1.063731e-03,1.048045e+14
11,2048,29,1.226948e-02,1.848530e+15
11,2048,30,2.410419e-04,9.632946e+13
11,2048,31,1.197531e-02,1.768896e+15
11,2048,32,4.626174e-04,9.605793e+13
11,2048,33,1.729141e-01,1.959506e+16
11,2048,34,3.468272e-04,8.663071e+13
11,2048,35,1.447275e-02,1.531539e+15
11,2048,36,3.561415e-04,9.177571e+13
11,2048,37,1.361590e-02,1.098191e+15
11,2048,38,5.328031e-05,8.989208e+13
11,2048,39,1.715277e-01,3.316515e+15
11,2048,40,4.352680e-04,7.867713e+13
11,2048,41,5.651208e+00,4.238796e+16
11,2048,42,8.218762e-04,8.666363e+13
11,2048,43,7.271345e-03,1.962279e+15
11,2048,44,6.818028e-04,9.354028e+13
11,2048,45,8.807318e-04,5.220321e+14
11,2048,46,6.088623e-04,9.038776e+13
11,2048,47,3.574958e-02,1.876201e+15
11,2048,48,4.295317e-04,8.027985e+13
11,2048,49,1.403947e-02,1.696406e+15
11,2048,50,7.159361e-04,7.698652e+13
11,2048,51,5.123557e-02,3.068345e+15
11,2048,52,3.858315e-04,9.180633e+13
11,2048,53,2.897921e-02,7.013916e+14
11,2048,54,2.339357e-04,7.299883e+13
11,2048,55,1.199603e-02,1.242939e+15
11,2048,56,1.459582e-04,7.527288e+13
11,2048,57,9.602758e-05,2.600613e+14
11,2048,58,3.145088e-04,8.976642e+13
11,2048,59,1.160636e-03,8.694891e+14
11,2048,60,1.007960e-04,7.166571e+13
11,2048,61,2.645008e-04,2.672871e+14
11,2048,62,7.029402e-04,6.979149e+13
11,2048,63,2.891842e-02,1.289825e+15
11,2048,64,1.210895e-04,6.755171e+13
12,2048,16,1.766465e+19,2.148317e+36
12,2048,17,7.351227e+19,2.236364e+36
12,2048,18,1.115397e+19,2.164378e+36
12,2048,19,9.799957e+18,9.240777e+36
12,2048,20,7.771973e+19,4.689725e+36
12,2048,21,1.164899e+19,1.484883e+36
12,2048,22,1.140496e+19,9.092244e+36
12,2048,23,2.074360e+19,5.443763e+35
12,2048,24,1.001005e+20,7.713876e+36
12,2048,25,4.719439e+19,4.040020e+36
12,2048,26,1.666013e+19,3.815455e+36
12,2048,27,1.093619e+18,1.131185e+36
12,2048,28,5.174972e+19,1.515497e+36
12,2048,29,3.573923e+19,4.439983e+36
12,2048,30,1.176038e+19,1.216249e+36
12,2048,31,3.384721e+19,8.615364e+37
12,2048,32,2.186197e+19,2.037158e+36
12,2048,33,7.651446e+19,9.525662e+36
12,2048,34,2.271049e+19,3.806679e+35
12,2048,35,2.923939e+19,9.365113e+36
12,2048,36,7.622088e+19,1.602530e+36
12,2048,37,1.180210e+19,9.559997e+35
12,2048,38,4.554923e+19,5.170170e+36
12,2048,39,5.403597e+19,5.484015e+35
12,2048,40,1.594606e+19,9.951789e+34
12,2048,41,1.699699e+18,9.100999e+36
12,2048,42,1.365399e+20,1.362807e+36
12,2048,43,5.971438e+19,6.143590e+35
12,2048,44,7.700246e+19,9.077783e+36
12,2048,45,1.139382e+19,1.351806e+36
12,2048,46,1.088235e+19,3.280081e+34
12,2048,47,6.159294e+19,3.297702e+35
12,2048,48,1.369802e+20,9.258015e+34
12,2048,49,7.361438e+17,8.448223e+36
12,2048,50,1.631797e+19,4.022274e+36
12,2048,51,9.754946e+19,2.036814e+36
12,2048,52,1.604579e+19,3.689096e+36
12,2048,53,4.849478e+19,7.326395e+36
12,2048,54,9.135532e+18,1.005162e+36
12,2048,55,1.145091e+19,5.678801e+34
12,2048,56,1.355329e+20,9.342500e+33
12,2048,57,1.785911e+19,5.282111e+33
12,2048,58,6.922810e+19,2.121043e+34
12,2048,59,2.161121e+19,4.952575e+35
12,2048,60,1.174067e+19,1.882664e+35
12,2048,61,4.528397e+19,4.219727e+36
12,2048,62,3.188510e+19,7.664844e+37
12,2048,63,1.347213e+20,1.304172e+36
12,2048,64,3.188130e+19,1.972064e+36
13,2048,16,4.567322e+01,5.256342e+16
13,2048,17,3.547658e+00,2.265758e+16
13,2048,18,3.212577e+00,4.713736e+16
13,2048,19,5.337492e+00,1.137171e+17
13,2048,20,6.129954e+00,3.442888e+16
13,2048,21,1.014113e+01,2.352083e+16
13,2048,22,8.314528e+00,5.874770e+16
13,2048,23,3.067302e+00,1.669282e+18
13,2048,24,2.416595e+02,2.506357e+16
13,2048,25,3.403253e+00,2.551321e+16
13,2048,26,3.260427e+00,1.035448e+17
13,2048,27,2.319767e+00,4.247166e+17
13,2048,28,3.512752e+00,5.794181e+16
13,2048,29,3.873636e+00,5.317167e+16
13,2048,30,2.692287e+00,2.892306e+17
13,2048,31,1.148674e+01,5.080308e+16
13,2048,32,4.952941e+00,4.336113e+17
13,2048,33,1.201409e+02,1.537785e+17
13,2048,34,1.595763e+00,4.083051e+16
