ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
1,512,18,0,2,6.091262945645698e-15,2981.4156944362476,1080.4077770997496,38819.5884035199,38819.588606368794
1,512,18,0,3,1.1435643798243735e-14,2981.4156944362476,922.3851266947817,38819.5884035199,38819.590173652796
1,512,18,0,4,6.218159319680507e-15,2981.4156944362476,175.02259010693606,38819.5884035199,38819.590173652796
1,512,18,0,5,6.908340050296231e-15,2981.4156944362476,112.33634523983011,38819.5884035199,38819.589911873096
1,512,18,1,0,6.089638378971298e-15,2981.4156944362476,926.3210133590462,38819.5884035199,10048.994755341859
1,512,18,1,1,8.603544452685368e-15,2981.4156944362476,1057.9275187163482,38819.5884035199,38819.5884035199
1,512,18,1,2,6.629756102712095e-15,2981.4156944362476,1057.8811882910807,38819.5884035199,38819.5884035199
1,512,18,1,3,1.1589170116095442e-14,2981.4156944362476,924.9746018287966,38819.5884035199,38819.590173652796
1,512,18,1,4,7.68154609597863e-15,2981.4156944362476,1073.3536185516357,38819.5884035199,38819.590173652796
1,512,18,1,5,4.6074091893487565e-15,2981.4156944362476,169.54516690322677,38819.5884035199,38819.58965146924
1,512,18,2,0,1.0781787399132404e-14,2981.4156944362476,600.907091236508,38819.5884035199,10048.99475863949
1,512,18,2,1,1.0875459831077934e-14,2981.4156944362476,600.9070912364955,38819.5884035199,38819.58667659155
1,512,18,2,2,1.1171881812299754e-14,2981.4156944362476,582.6656568976853,38819.5884035199,38819.58667659155
1,512,18,2,3,1.298068178042494e-14,2981.4156944362476,1250.6945864390593,38819.5884035199,38819.588606368794
1,512,18,2,4,1.3571083951202203e-14,2981.4156944362476,1257.1651557090124,38819.5884035199,38819.588606368794
1,512,18,2,5,1.4402450500656295e-14,2981.4156944362476,1073.3536185516348,38819.5884035199,38819.58965146924
1,512,18,3,0,1.0459971143826495e-14,2981.4156944362476,126.94816526812157,38819.5884035199,10048.99475863949
1,512,18,3,1,1.0652879628344215e-14,2981.4156944362476,120.83852492848138,38819.5884035199,38819.58667659155
1,512,18,3,2,1.0820655049277817e-14,2981.4156944362476,120.8385272184886,38819.5884035199,38819.58667659155
1,512,18,3,3,1.3771581939904755e-14,2981.4156944362476,1250.700514567739,38819.5884035199,38819.5884035199
1,512,18,3,4,1.4098401643219941e-14,2981.4156944362476,1250.6885709370779,38819.5884035199,38819.5884035199
1,512,18,3,5,1.4220435134283294e-14,2981.4156944362476,1073.29079032743,38819.5884035199,38819.58965146924
1,512,18,4,0,6.702151548187449e-15,2981.4156944362476,884.2652662118311,38819.5884035199,10048.994758565217
1,512,18,4,1,6.285116236296748e-15,2981.4156944362476,859.0154915785527,38819.5884035199,38819.586339998204
1,512,18,4,2,6.586513172845764e-15,2981.4156944362476,974.478118853197,38819.5884035199,38819.586339998204
1,512,18,4,3,6.920989157041062e-15,2981.4156944362476,974.4793819078142,38819.5884035199,38819.58667659155
1,512,18,4,4,6.535403062685527e-15,2981.4156944362476,776.9541202200338,38819.5884035199,38819.58667659155
1,512,18,4,5,1.252422243243764e-14,2981.4156944362476,1250.6945864355273,38819.5884035199,38819.588606368794
1,512,18,5,0,7.86516097978149e-15,2981.4156944362476,963.5803830449385,38819.5884035199,10048.994758565217
1,512,18,5,1,7.06284333736165e-15,2981.4156944362476,883.4784767110771,38819.5884035199,38819.586339998204
1,512,18,5,2,6.765117588445551e-15,2981.4156944362476,974.4782189673307,38819.5884035199,38819.586339998204
1,512,18,5,3,7.587058027205555e-15,2981.4156944362476,974.4793819078197,38819.5884035199,38819.58667659155
1,512,18,5,4,7.899932859782136e-15,2981.4156944362476,767.3991057379773,38819.5884035199,38819.58667659155
1,512,18,5,5,1.238697884583885e-14,2981.4156944362476,1250.6914048411236,38819.5884035199,38819.5884035199
1,512,19,0,0,8.081192628773957e-15,2981.4156944362476,706.9446997531654,2288.8194874724772,2288.8194874724772
1,512,19,0,1,8.040952954795019e-15,2981.4156944362476,764.9405169006162,2288.8194874724772,2288.8194874724772
1,512,19,0,2,7.249256965153297e-15,2981.4156944362476,896.760943072328,2288.8194874724772,2288.8194874724772
1,512,19,0,3,7.514881068718653e-15,2981.4156944362476,98.25086596155738,2288.8194874724772,2853.6377545764462
1,512,19,0,4,1.2477225802020377e-14,2981.4156944362476,75.88006848868505,2288.8194874724772,2710.1610085721236
1,512,19,0,5,1.3816752296100423e-14,2981.4156944362476,75.88006848876657,2288.8194874724772,2718.6765888341133
1,512,19,1,0,7.928612367573097e-15,2981.4156944362476,1028.4812562183904,2288.8194874724772,2279.490852389731
1,512,19,1,1,8.591492984830652e-15,2981.4156944362476,1035.8703205924762,2288.8194874724772,1177.3969186432184
1,512,19,1,2,8.292854769552223e-15,2981.4156944362476,1035.8707032676543,2288.8194874724772,1177.3969186432184
1,512,19,1,3,6.435034448936945e-15,2981.4156944362476,1413.2017392512944,2288.8194874724772,2578.100989623463
1,512,19,1,4,9.75766359315689e-15,2981.4156944362476,84.69622889384355,2288.8194874724772,2710.1610085721236
1,512,19,1,5,1.2186024321054006e-14,2981.4156944362476,70.3358529647602,2288.8194874724772,2710.1610085721236
1,512,19,2,0,7.076214993731426e-15,2981.4156944362476,929.6919621399796,2288.8194874724772,1059.475840416216
1,512,19,2,1,7.222104033799307e-15,2981.4156944362476,1014.2555727475719,2288.8194874724772,1061.4077968022616
1,512,19,2,2,7.53170498185802e-15,2981.4156944362476,1014.2768981656395,2288.8194874724772,1588.657141013167
1,512,19,2,3,7.228449524584411e-15,2981.4156944362476,1205.4662324400795,2288.8194874724772,2578.100989623463
1,512,19,2,4,6.802887603289871e-15,2981.4156944362476,1413.1991710458583,2288.8194874724772,2578.100989623463
1,512,19,2,5,6.6230763321442e-15,2981.4156944362476,103.46774582666791,2288.8194874724772,2710.1610085721236
1,512,19,3,0,6.90028728465914e-15,2981.4156944362476,600.1785447412778,2288.8194874724772,609.5363424852801
1,512,19,3,1,7.404495097923502e-15,2981.4156944362476,638.7071867216707,2288.8194874724772,591.4181744143626
1,512,19,3,2,7.427323159880458e-15,2981.4156944362476,638.7079098416965,2288.8194874724772,1059.475840416216
1,512,19,3,3,7.603178824344147e-15,2981.4156944362476,764.9306136552002,2288.8194874724772,2288.8194874724772
1,512,19,3,4,6.5417067731341934e-15,2981.4156944362476,1257.315169594556,2288.8194874724772,2578.100989623463
1,512,19,3,5,8.188722608876831e-15,2981.4156944362476,1257.3134878067349,2288.8194874724772,2578.100989623463
1,512,19,4,0,6.1414734488620604e-15,2981.4156944362476,116.89849429709695,2288.8194874724772,562.1249846560902
1,512,19,4,1,6.015052988178054e-15,2981.4156944362476,130.5617491185864,2288.8194874724772,615.3783807431377
1,512,19,4,2,7.220712695319695e-15,2981.4156944362476,152.2593775046588,2288.8194874724772,1059.475840416216
1,512,19,4,3,7.290732912175871e-15,2981.4156944362476,1035.853412936494,2288.8194874724772,1177.3969186432184
1,512,19,4,4,7.663026917084738e-15,2981.4156944362476,764.9400190278727,2288.8194874724772,2288.8194874724772
1,512,19,4,5,6.762322950214193e-15,2981.4156944362476,1206.189434566636,2288.8194874724772,2578.100989623463
1,512,19,5,0,6.399567180334929e-15,2981.4156944362476,1145.0566279576979,2288.8194874724772,1177.3969186432184
1,512,19,5,1,6.51293823755328e-15,2981.4156944362476,1143.9061400043,2288.8194874724772,1177.3969186432184
1,512,19,5,2,6.500859659259832e-15,2981.4156944362476,986.4979735200143,2288.8194874724772,1177.3969186432184
1,512,19,5,3,7.08225606237589e-15,2981.4156944362476,1014.2555908582701,2288.8194874724772,770.7236340992208
1,512,19,5,4,7.505009638738884e-15,2981.4156944362476,1035.8541265864249,2288.8194874724772,1177.3969186432184
1,512,19,5,5,7.946161227618152e-15,2981.4156944362476,765.3895040489281,2288.8194874724772,2288.8194874724772
1,512,20,0,0,8.761787420955764e-15,2981.4156944362476,1400.6515986129114,2598.6046786594156,2598.6046786594156
1,512,20,0,1,8.372447206112632e-15,2981.4156944362476,1405.0110117503675,2598.6046786594156,2598.6046786594156
1,512,20,0,2,1.2454013045389862e-14,2981.4156944362476,268.7579354187138,2598.6046786594156,2853.6377545764462
1,512,20,0,3,1.3424995106280768e-14,2981.4156944362476,298.919086344935,2598.6046786594156,2710.1610085721236
1,512,20,0,4,1.5169421636367507e-14,2981.4156944362476,352.9443135300195,2598.6046786594156,2718.6765888341133
1,512,20,0,5,9.500711175668305e-15,2981.4156944362476,272.3883491504287,2598.6046786594156,2716.854166207859
1,512,20,1,0,5.381378373234612e-14,2981.4156944362476,845.4785746031581,2598.6046786594156,2288.8194874724772
1,512,20,1,1,1.8153693170508164e-13,2981.4156944362476,847.4209580737805,2598.6046786594156,2288.8194874724772
1,512,20,1,2,1.8176153404888995e-13,2981.4156944362476,1255.7952472476347,2598.6046786594156,2578.100989623463
1,512,20,1,3,1.7648072484671785e-14,2981.4156944362476,199.898658057125,2598.6046786594156,2710.1610085721236
1,512,20,1,4,1.7148336152031954e-14,2981.4156944362476,327.59998657891106,2598.6046786594156,2710.1610085721236
1,512,20,1,5,1.666098559842276e-14,2981.4156944362476,316.78694189648826,2598.6046786594156,2716.854166207859
1,512,20,2,0,5.3614724104203224e-14,2981.4156944362476,993.2082258559965,2598.6046786594156,1177.3969186432184
1,512,20,2,1,5.360639189912448e-14,2981.4156944362476,937.8354982845556,2598.6046786594156,1177.3969186432184
1,512,20,2,2,5.359065039209707e-14,2981.4156944362476,1335.4445596312275,2598.6046786594156,2578.100989623463
1,512,20,2,3,7.575605297477703e-15,2981.4156944362476,1331.0423372170746,2598.6046786594156,2578.100989623463
1,512,20,2,4,1.5260577178205032e-14,2981.4156944362476,309.355361334013,2598.6046786594156,2710.1610085721236
1,512,20,2,5,1.3132176590508952e-14,2981.4156944362476,280.31601574875174,2598.6046786594156,2710.1610085721236
1,512,20,3,0,3.539975729657821e-14,2981.4156944362476,948.1228088216417,2598.6046786594156,2301.2113056329167
1,512,20,3,1,5.3630658615845877e-14,2981.4156944362476,972.5041238536807,2598.6046786594156,701.6028991771602
1,512,20,3,2,5.366947799478259e-14,2981.4156944362476,845.4775887749232,2598.6046786594156,2288.8194874724772
1,512,20,3,3,6.295431350563664e-15,2981.4156944362476,1331.044411230232,2598.6046786594156,2578.100989623463
1,512,20,3,4,7.468098249546729e-15,2981.4156944362476,1255.6780616957888,2598.6046786594156,2578.100989623463
1,512,20,3,5,1.712126134468965e-14,2981.4156944362476,219.3415350018695,2598.6046786594156,2710.1610085721236
1,512,20,4,0,6.950061198558752e-15,2981.4156944362476,638.7076127580733,2598.6046786594156,689.6190213983367
1,512,20,4,1,7.675018649876516e-15,2981.4156944362476,638.7232869928483,2598.6046786594156,689.7046564653475
1,512,20,4,2,7.519874529413329e-15,2981.4156944362476,993.2082258559972,2598.6046786594156,1177.3969186432184
1,512,20,4,3,5.364272355180632e-14,2981.4156944362476,692.546234418583,2598.6046786594156,2288.8194874724772
1,512,20,4,4,7.201043320100381e-15,2981.4156944362476,1331.0430314916396,2598.6046786594156,2578.100989623463
1,512,20,4,5,7.810189171718877e-15,2981.4156944362476,1331.0423372170783,2598.6046786594156,2578.100989623463
1,512,20,5,0,6.522264575898226e-15,2981.4156944362476,98.55892789054846,2598.6046786594156,677.2090851702775
1,512,20,5,1,7.83408063024714e-15,2981.4156944362476,121.5307239020087,2598.6046786594156,689.6190213983367
1,512,20,5,2,7.69666596850717e-15,2981.4156944362476,1014.2565145578013,2598.6046786594156,689.6190213983367
1,512,20,5,3,5.359055453408146e-14,2981.4156944362476,993.2085946941496,2598.6046786594156,1177.3969186432184
1,512,20,5,4,5.363561805310621e-14,2981.4156944362476,845.4775887749192,2598.6046786594156,2288.8194874724772
1,512,20,5,5,1.814942393616704e-13,2981.4156944362476,1331.0423373106255,2598.6046786594156,2578.100989623463
1,512,21,0,0,1.2323352262712994e-14,2981.4156944362476,1103.0742358110472,2578.100989623463,2578.100989623463
1,512,21,0,1,1.8556647848369754e-14,2981.4156944362476,156.73624745964844,2578.100989623463,2853.6377545764462
1,512,21,0,2,1.811825885581563e-14,2981.4156944362476,145.36073759251445,2578.100989623463,2710.1610085721236
1,512,21,0,3,1.5197475422402433e-14,2981.4156944362476,327.0960850369002,2578.100989623463,2718.6765888341133
1,512,21,0,4,7.629088370213096e-15,2981.4156944362476,157.014100759144,2578.100989623463,2716.854166207859
1,512,21,0,5,2.3561428203413017e-14,2981.4156944362476,1046.8351668690589,2578.100989623463,2718.5612554825693
1,512,21,1,0,7.936903523588147e-15,2981.4156944362476,1102.9693028392899,2578.100989623463,2578.100989623463
1,512,21,1,1,1.8706195157669528e-14,2981.4156944362476,1103.0744650619636,2578.100989623463,2578.100989623463
1,512,21,1,2,9.21017019091637e-15,2981.4156944362476,145.80765739677415,2578.100989623463,2710.1610085721236
1,512,21,1,3,1.9711492594489817e-14,2981.4156944362476,296.33723020409747,2578.100989623463,2710.1610085721236
1,512,21,1,4,9.653152286975216e-15,2981.4156944362476,165.60553865333992,2578.100989623463,2716.854166207859
1,512,21,1,5,7.882637257855536e-15,2981.4156944362476,163.58962058182308,2578.100989623463,2716.854166207859
1,512,21,2,0,7.0382741152685534e-15,2981.4156944362476,575.5515709017334,2578.100989623463,2288.8194874724772
1,512,21,2,1,7.557972556704395e-15,2981.4156944362476,1026.0637231893907,2578.100989623463,2578.100989623463
1,512,21,2,2,1.6259226985629146e-14,2981.4156944362476,1103.0744650800236,2578.100989623463,2578.100989623463
1,512,21,2,3,1.819438792577484e-14,2981.4156944362476,156.73624738756183,2578.100989623463,2710.1610085721236
1,512,21,2,4,1.8380357226927163e-14,2981.4156944362476,163.58961860744785,2578.100989623463,2710.1610085721236
1,512,21,2,5,9.51815633314902e-15,2981.4156944362476,165.60716976479404,2578.100989623463,2716.854166207859
1,512,21,3,0,6.638431707393241e-15,2981.4156944362476,1021.2881227170118,2578.100989623463,2637.122326114789
1,512,21,3,1,7.65659680551996e-15,2981.4156944362476,703.6490159700909,2578.100989623463,2288.8194874724772
1,512,21,3,2,1.5919164544342252e-14,2981.4156944362476,1103.0745415329893,2578.100989623463,2578.100989623463
1,512,21,3,3,1.661930784358592e-14,2981.4156944362476,1103.0744650800239,2578.100989623463,2578.100989623463
1,512,21,3,4,9.40710869911159e-15,2981.4156944362476,146.27727653568738,2578.100989623463,2710.1610085721236
1,512,21,3,5,1.8569827615822634e-14,2981.4156944362476,146.2688286913683,2578.100989623463,2710.1610085721236
1,512,21,4,0,6.621704171265213e-15,2981.4156944362476,918.2852537562637,2578.100989623463,2637.122364193547
1,512,21,4,1,6.581002781953802e-15,2981.4156944362476,1021.2876577749324,2578.100989623463,1177.3969186432184
1,512,21,4,2,6.587806166666216e-15,2981.4156944362476,728.4914248689564,2578.100989623463,2288.8194874724772
1,512,21,4,3,7.673617873672189e-15,2981.4156944362476,1148.0146835353255,2578.100989623463,2578.100989623463
1,512,21,4,4,1.6299023404779645e-14,2981.4156944362476,1148.124087767192,2578.100989623463,2578.100989623463
1,512,21,4,5,1.8235774343088056e-14,2981.4156944362476,127.9294038391518,2578.100989623463,2710.1610085721236
1,512,21,5,0,7.554452149502683e-15,2981.4156944362476,600.8970185236715,2578.100989623463,2637.122364193547
1,512,21,5,1,7.271466943486503e-15,2981.4156944362476,954.2093453794882,2578.100989623463,831.1463241118473
1,512,21,5,2,6.622452767007506e-15,2981.4156944362476,1021.2876577775297,2578.100989623463,1177.3969186432184
1,512,21,5,3,6.790334897896169e-15,2981.4156944362476,740.073167364755,2578.100989623463,2288.8194874724772
1,512,21,5,4,1.2689876364793296e-14,2981.4156944362476,1148.0262645322996,2578.100989623463,2578.100989623463
1,512,21,5,5,1.662349937900344e-14,2981.4156944362476,1148.1240877671917,2578.100989623463,2578.100989623463
1,512,22,0,0,7.097631258409572e-15,2981.4156944362476,134.77965732948766,2853.6377545764462,2853.6377545764462
1,512,22,0,1,8.524879823514874e-15,2981.4156944362476,321.94757741617025,2853.6377545764462,2710.1610085721236
1,512,22,0,2,8.58845396541974e-15,2981.4156944362476,244.66473914215584,2853.6377545764462,2718.6765888341133
1,512,22,0,3,1.500004983734256e-14,2981.4156944362476,886.5961762530787,2853.6377545764462,2716.854166207859
1,512,22,0,4,1.6630526648365284e-14,2981.4156944362476,886.5961755765214,2853.6377545764462,2718.5612554825693
1,512,22,0,5,9.292508596917706e-15,2981.4156944362476,288.0204181810189,2853.6377545764462,2718.5612554825693
1,512,22,1,0,7.406199104109152e-15,2981.4156944362476,1117.4195158621096,2853.6377545764462,2578.100989623463
1,512,22,1,1,9.56582916048908e-15,2981.4156944362476,326.5887540873231,2853.6377545764462,2710.1610085721236
1,512,22,1,2,5.303700187688368e-15,2981.4156944362476,122.53975404475379,2853.6377545764462,2710.1610085721236
1,512,22,1,3,7.439253209270744e-15,2981.4156944362476,120.44232660547867,2853.6377545764462,2716.854166207859
1,512,22,1,4,6.741301702559052e-15,2981.4156944362476,120.39227613578336,2853.6377545764462,2716.854166207859
1,512,22,1,5,5.767567348765521e-15,2981.4156944362476,185.48727541981137,2853.6377545764462,2716.854166207859
1,512,22,2,0,9.964192172149892e-15,2981.4156944362476,1239.6072541682786,2853.6377545764462,2578.100989623463
1,512,22,2,1,1.8500570545567876e-14,2981.4156944362476,1239.607220892852,2853.6377545764462,2578.100989623463
1,512,22,2,2,9.534882764309968e-15,2981.4156944362476,108.82310303385005,2853.6377545764462,2710.1610085721236
1,512,22,2,3,7.654137332152381e-15,2981.4156944362476,111.76463051864131,2853.6377545764462,2710.1610085721236
1,512,22,2,4,1.82912880166786e-14,2981.4156944362476,111.76463051864121,2853.6377545764462,2716.854166207859
1,512,22,2,5,7.300466994565948e-15,2981.4156944362476,85.04368677163443,2853.6377545764462,2716.854166207859
1,512,22,3,0,7.035433499564191e-15,2981.4156944362476,896.7609147343281,2853.6377545764462,2288.8194874724772
1,512,22,3,1,9.55787999456194e-15,2981.4156944362476,1001.67570472843,2853.6377545764462,2578.100989623463
1,512,22,3,2,1.623893418706887e-14,2981.4156944362476,1117.5240303510193,2853.6377545764462,2578.100989623463
1,512,22,3,3,9.218776278659383e-15,2981.4156944362476,97.1743499749769,2853.6377545764462,2710.1610085721236
1,512,22,3,4,7.046404719505715e-15,2981.4156944362476,95.7270449827292,2853.6377545764462,2710.1610085721236
1,512,22,3,5,7.884726342975927e-15,2981.4156944362476,115.56201396113966,2853.6377545764462,2710.1610085721236
1,512,22,4,0,7.090721251661588e-15,2981.4156944362476,989.5901143372821,2853.6377545764462,1177.3969186432184
1,512,22,4,1,7.85468222789996e-15,2981.4156944362476,896.7638552818543,2853.6377545764462,2288.8194874724772
1,512,22,4,2,1.010853226100923e-14,2981.4156944362476,1239.6071694349102,2853.6377545764462,2578.100989623463
1,512,22,4,3,1.6582523864011554e-14,2981.4156944362476,1239.6072208515457,2853.6377545764462,2578.100989623463
1,512,22,4,4,9.268733484159107e-15,2981.4156944362476,93.72972065901165,2853.6377545764462,2710.1610085721236
1,512,22,4,5,7.496319766399908e-15,2981.4156944362476,96.9212588591432,2853.6377545764462,2710.1610085721236
1,512,22,5,0,7.51534370266781e-15,2981.4156944362476,1057.9022185938113,2853.6377545764462,831.146391335447
1,512,22,5,1,7.575406766022568e-15,2981.4156944362476,989.5894795013097,2853.6377545764462,1177.3969186432184
1,512,22,5,2,1.0162833992514868e-14,2981.4156944362476,896.775552103081,2853.6377545764462,2288.8194874724772
