ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
2,512,19,4,5,1.1349538417196082e-16,1.000000024841993,1.0000000170071588,1.0000000248419918,1.0000000248419905
2,512,19,5,0,1.130636000886382e-16,1.000000024841993,1.0000000157218374,1.0000000248419918,1.000000024836798
2,512,19,5,1,1.1271698192523403e-16,1.000000024841993,1.0000000157218376,1.0000000248419918,1.000000024836798
2,512,19,5,2,1.1358154401577955e-16,1.000000024841993,1.000000016637569,1.0000000248419918,1.000000024836798
2,512,19,5,3,1.1409713676080318e-16,1.000000024841993,1.0000000166375693,1.0000000248419918,1.000000024836798
2,512,19,5,4,1.125432725177234e-16,1.000000024841993,1.000000016637569,1.0000000248419918,1.000000024836798
2,512,19,5,5,1.1362459943754353e-16,1.000000024841993,1.0000000175933197,1.0000000248419918,1.000000024836798
2,512,20,0,0,1.1345227971269342e-16,1.000000024841993,1.00000001522408,1.000000024841993,1.000000024841993
2,512,20,0,1,1.1435406138400115e-16,1.000000024841993,1.000000019418292,1.000000024841993,1.0000000248419927
2,512,20,0,2,1.1340915887032e-16,1.000000024841993,1.0000000167433323,1.000000024841993,1.0000000248419927
2,512,20,0,3,1.1340915887032e-16,1.000000024841993,1.0000000175933195,1.000000024841993,1.0000000248419925
2,512,20,0,4,1.1017139169029424e-16,1.000000024841993,1.0000000159289022,1.000000024841993,1.0000000248419925
2,512,20,0,5,1.1362459943754353e-16,1.000000024841993,1.0000000145163983,1.000000024841993,1.00000002484199
2,512,20,1,0,1.1315008872144556e-16,1.000000024841993,1.0000000158008964,1.000000024841993,1.000000024841993
2,512,20,1,1,1.1392553178141605e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419927
2,512,20,1,2,1.1323651129533483e-16,1.000000024841993,1.0000000158008964,1.000000024841993,1.0000000248419927
2,512,20,1,3,1.1340915887032e-16,1.000000024841993,1.0000000167433323,1.000000024841993,1.0000000248419925
2,512,20,1,4,1.1323651129533483e-16,1.000000024841993,1.0000000175933197,1.000000024841993,1.0000000248419925
2,512,20,1,5,1.1188946037939568e-16,1.000000024841993,1.0000000158008964,1.000000024841993,1.00000002484199
2,512,20,2,0,1.1349538417196082e-16,1.000000024841993,1.0000000143196555,1.000000024841993,1.000000024841993
2,512,20,2,1,1.141828425363501e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419927
2,512,20,2,2,1.1375366792479024e-16,1.000000024841993,1.0000000154840132,1.000000024841993,1.0000000248419927
2,512,20,2,3,1.1379665822280197e-16,1.000000024841993,1.0000000140274716,1.000000024841993,1.0000000248419925
2,512,20,2,4,1.124563171917481e-16,1.000000024841993,1.0000000167433323,1.000000024841993,1.0000000248419925
2,512,20,2,5,1.1435406138400115e-16,1.000000024841993,1.0000000175933195,1.000000024841993,1.00000002484199
2,512,20,3,0,1.1319330825629556e-16,1.000000024841993,1.0000000180285418,1.000000024841993,1.000000024841993
2,512,20,3,1,1.142256713091005e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419927
2,512,20,3,2,1.133228679614401e-16,1.000000024841993,1.0000000144310273,1.000000024841993,1.000000024841993
2,512,20,3,3,1.1358154401577955e-16,1.000000024841993,1.00000001522408,1.000000024841993,1.0000000248419927
2,512,20,3,4,1.1520633872183786e-16,1.000000024841993,1.00000001522408,1.000000024841993,1.0000000248419927
2,512,20,3,5,1.1507889951111629e-16,1.000000024841993,1.0000000167433323,1.000000024841993,1.0000000248419927
2,512,20,4,0,1.129337429469256e-16,1.000000024841993,1.0000000174979453,1.000000024841993,1.0000000248419918
2,512,20,4,1,1.1276036746422604e-16,1.000000024841993,1.000000019418292,1.000000024841993,1.0000000248419918
2,512,20,4,2,1.125432725177234e-16,1.000000024841993,1.0000000143768784,1.000000024841993,1.0000000248419927
2,512,20,4,3,1.1323651129533483e-16,1.000000024841993,1.0000000144310275,1.000000024841993,1.0000000248419927
2,512,20,4,4,1.1241281430511964e-16,1.000000024841993,1.0000000159289022,1.000000024841993,1.0000000248419927
2,512,20,4,5,1.1396845725029443e-16,1.000000024841993,1.0000000144310273,1.000000024841993,1.0000000248419927
2,512,20,5,0,1.131068526718751e-16,1.000000024841993,1.0000000174979453,1.000000024841993,1.0000000248419905
2,512,20,5,1,1.129337429469256e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419905
2,512,20,5,2,1.1236929457669282e-16,1.000000024841993,1.000000014409445,1.000000024841993,1.0000000248419927
2,512,20,5,3,1.1323651129533483e-16,1.000000024841993,1.0000000129100635,1.000000024841993,1.0000000248419927
2,512,20,5,4,1.1362459943754353e-16,1.000000024841993,1.000000014516398,1.000000024841993,1.0000000248419927
2,512,20,5,5,1.1340915887032e-16,1.000000024841993,1.00000001522408,1.000000024841993,1.0000000248419927
2,512,21,0,0,1.1223863414467552e-16,1.000000024841993,1.0000000156109823,1.0000000248419925,1.0000000248419925
2,512,21,0,1,1.1171446423206516e-16,1.000000024841993,1.000000015610982,1.0000000248419925,1.0000000248419925
2,512,21,0,2,1.1258672499603271e-16,1.000000024841993,1.000000015610982,1.0000000248419925,1.00000002484199
2,512,21,0,3,1.1383963228599671e-16,1.000000024841993,1.0000000149254296,1.0000000248419925,1.0000000248419096
2,512,21,0,4,1.1315008872144556e-16,1.000000024841993,1.0000000165586913,1.0000000248419925,1.0000000248275238
2,512,21,0,5,1.1366763855062688e-16,1.000000024841993,1.0000000194182919,1.0000000248419925,1.0000000245479876
2,512,21,1,0,1.133660216261457e-16,1.000000024841993,1.0000000185189366,1.0000000248419925,1.0000000248419925
2,512,21,1,1,1.1258672499603271e-16,1.000000024841993,1.0000000185189366,1.0000000248419925,1.0000000248419925
2,512,21,1,2,1.113636469768631e-16,1.000000024841993,1.0000000185189366,1.0000000248419925,1.0000000248419925
2,512,21,1,3,1.1118782326609515e-16,1.000000024841993,1.0000000185189366,1.0000000248419925,1.0000000248419898
2,512,21,1,4,1.1158303701574055e-16,1.000000024841993,1.0000000185189366,1.0000000248419925,1.0000000248419096
2,512,21,1,5,1.1140755954746133e-16,1.000000024841993,1.0000000194182919,1.0000000248419925,1.0000000248275238
2,512,21,2,0,1.1271698192523403e-16,1.000000024841993,1.0000000145163983,1.0000000248419925,1.0000000248419925
2,512,21,2,1,1.121514426211042e-16,1.000000024841993,1.0000000152240802,1.0000000248419925,1.0000000248419925
2,512,21,2,2,1.1319330825629556e-16,1.000000024841993,1.00000001522408,1.0000000248419925,1.0000000248419925
2,512,21,2,3,1.1302033095275277e-16,1.000000024841993,1.00000001522408,1.0000000248419925,1.0000000248419898
2,512,21,2,4,1.1236929457669282e-16,1.000000024841993,1.0000000145163983,1.0000000248419925,1.0000000248419096
2,512,21,2,5,1.1271698192523403e-16,1.000000024841993,1.0000000194182919,1.0000000248419925,1.0000000248275238
2,512,21,3,0,1.133660216261457e-16,1.000000024841993,1.000000017209163,1.0000000248419925,1.0000000248419925
2,512,21,3,1,1.121950468529185e-16,1.000000024841993,1.0000000143351446,1.0000000248419925,1.0000000248419925
2,512,21,3,2,1.1096765186748648e-16,1.000000024841993,1.0000000159289022,1.0000000248419925,1.0000000248419925
2,512,21,3,3,1.1079119972113619e-16,1.000000024841993,1.000000015928902,1.0000000248419925,1.0000000248419898
2,512,21,3,4,1.129337429469256e-16,1.000000024841993,1.0000000145163983,1.0000000248419925,1.0000000248419096
2,512,21,3,5,1.1345227971269342e-16,1.000000024841993,1.000000019418292,1.0000000248419925,1.0000000248275238
2,512,21,4,0,1.1358154401577955e-16,1.000000024841993,1.0000000162528264,1.0000000248419925,1.0000000248419925
2,512,21,4,1,1.130636000886382e-16,1.000000024841993,1.000000017209163,1.0000000248419925,1.0000000248419925
2,512,21,4,2,1.1409713676080318e-16,1.000000024841993,1.000000017209163,1.0000000248419925,1.0000000248419925
2,512,21,4,3,1.1392553178141605e-16,1.000000024841993,1.0000000162528264,1.0000000248419925,1.0000000248419898
2,512,21,4,4,1.1271698192523403e-16,1.000000024841993,1.0000000143884924,1.0000000248419925,1.0000000248419096
2,512,21,4,5,1.1375366792479024e-16,1.000000024841993,1.0000000194182919,1.0000000248419925,1.0000000248275236
2,512,21,5,0,1.129337429469256e-16,1.000000024841993,1.0000000151059756,1.0000000248419925,1.0000000248419925
2,512,21,5,1,1.1362459943754353e-16,1.000000024841993,1.0000000162528262,1.0000000248419925,1.0000000248419925
2,512,21,5,2,1.1109980706547116e-16,1.000000024841993,1.000000015928902,1.0000000248419925,1.0000000248419925
2,512,21,5,3,1.1096765186748648e-16,1.000000024841993,1.0000000159289022,1.0000000248419925,1.0000000248419898
2,512,21,5,4,1.128470885018075e-16,1.000000024841993,1.00000001522408,1.0000000248419925,1.0000000248419096
2,512,21,5,5,1.1323651129533483e-16,1.000000024841993,1.0000000194182919,1.0000000248419925,1.0000000248275236
2,512,22,0,0,1.1490876070759187e-16,1.000000024841993,1.0000000170071588,1.0000000248419096,1.0000000248419096
2,512,22,0,1,1.1465307910977415e-16,1.000000024841993,1.0000000160100913,1.0000000248419096,1.0000000248275238
2,512,22,0,2,1.1512139492302611e-16,1.000000024841993,1.0000000179063457,1.0000000248419096,1.0000000245479876
2,512,22,0,3,1.1550315006971482e-16,1.000000024841993,1.000000017209163,1.0000000248419096,1.0000000246359877
2,512,22,0,4,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000248419096,1.0000000248001617
2,512,22,0,5,1.121950468529185e-16,1.000000024841993,1.000000017209163,1.0000000248419096,1.000000024836798
2,512,22,1,0,1.146104100551882e-16,1.000000024841993,1.0000000147191432,1.0000000248419096,1.0000000248419096
2,512,22,1,1,1.1405425972176434e-16,1.000000024841993,1.0000000170071588,1.0000000248419096,1.0000000248275238
2,512,22,1,2,1.1482359676776859e-16,1.000000024841993,1.0000000179063455,1.0000000248419096,1.0000000245479876
2,512,22,1,3,1.1443957474441872e-16,1.000000024841993,1.0000000167433323,1.0000000248419096,1.0000000246359877
2,512,22,1,4,1.1443957474441872e-16,1.000000024841993,1.0000000157585793,1.0000000248419096,1.0000000248001617
2,512,22,1,5,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000248419096,1.000000024836798
2,512,22,2,0,1.1276036746422604e-16,1.000000024841993,1.0000000153488822,1.0000000248419096,1.0000000248419922
2,512,22,2,1,1.1323651129533483e-16,1.000000024841993,1.0000000143768784,1.0000000248419096,1.0000000248419898
2,512,22,2,2,1.1353847226678153e-16,1.000000024841993,1.000000017007159,1.0000000248419096,1.0000000248419096
2,512,22,2,3,1.133660216261457e-16,1.000000024841993,1.0000000160100913,1.0000000248419096,1.0000000248275236
2,512,22,2,4,1.1353847226678153e-16,1.000000024841993,1.0000000179063457,1.0000000248419096,1.0000000245479876
2,512,22,2,5,0.0067570461700337875,1.000000024841993,1.0000000185962625,1.0000000248419096,1.0000000246359877
2,512,22,3,0,1.1375366792479024e-16,1.000000024841993,1.000000016019288,1.0000000248419096,1.0000000248419922
2,512,22,3,1,1.1362459943754353e-16,1.000000024841993,1.0000000153488824,1.0000000248419096,1.0000000248419898
2,512,22,3,2,1.1465307910977415e-16,1.000000024841993,1.0000000139172838,1.0000000248419096,1.0000000248419096
2,512,22,3,3,1.1362459943754353e-16,1.000000024841993,1.0000000170071588,1.0000000248419096,1.0000000248275236
2,512,22,3,4,1.1443957474441872e-16,1.000000024841993,1.0000000179063457,1.0000000248419096,1.0000000245479876
2,512,22,3,5,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000248419096,1.0000000246359877
2,512,22,4,0,1.1271698192523403e-16,1.000000024841993,1.0000000174979453,1.0000000248419096,1.0000000248419922
2,512,22,4,1,1.1271698192523403e-16,1.000000024841993,1.000000016228655,1.0000000248419096,1.0000000248419898
2,512,22,4,2,1.1323651129533483e-16,1.000000024841993,1.000000016228655,1.0000000248419096,1.0000000248419096
2,512,22,4,3,1.1375366792479024e-16,1.000000024841993,1.000000016228655,1.0000000248419096,1.0000000248275236
2,512,22,4,4,1.1340915887032e-16,1.000000024841993,1.0000000179063455,1.0000000248419096,1.0000000245479876
2,512,22,4,5,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000248419096,1.0000000246359877
2,512,22,5,0,1.133660216261457e-16,1.000000024841993,1.0000000143884924,1.0000000248419096,1.0000000248419922
2,512,22,5,1,1.125432725177234e-16,1.000000024841993,1.0000000174979453,1.0000000248419096,1.0000000248419898
2,512,22,5,2,1.1096765186748648e-16,1.000000024841993,1.0000000159289022,1.0000000248419096,1.0000000248419096
2,512,22,5,3,1.1057023855441372e-16,1.000000024841993,1.0000000160100913,1.0000000248419096,1.0000000248275236
2,512,22,5,4,1.1145145481623328e-16,1.000000024841993,1.0000000179063457,1.0000000248419096,1.0000000245479876
2,512,22,5,5,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000248419096,1.0000000246359877
2,512,23,0,0,1.121950468529185e-16,1.000000024841993,1.0000000165371603,1.0000000246359877,1.0000000246359877
2,512,23,0,1,1.128470885018075e-16,1.000000024841993,1.0000000175933195,1.0000000246359877,1.000000024800162
2,512,23,0,2,1.129337429469256e-16,1.000000024841993,1.0000000157218374,1.0000000246359877,1.000000024836798
2,512,23,0,3,1.1319330825629556e-16,1.000000024841993,1.000000015258733,1.0000000246359877,1.0000000248419927
2,512,23,0,4,0.0067570461700337875,1.000000024841993,1.0000000185962625,1.0000000246359877,1.0000000248419927
2,512,23,0,5,1.125432725177234e-16,1.000000024841993,1.0000000152587327,1.0000000246359877,1.0000000248419927
2,512,23,1,0,1.1236929457669282e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.0000000245479879
2,512,23,1,1,1.1149533280361396e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.0000000246359877
2,512,23,1,2,1.130636000886382e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.0000000248001617
2,512,23,1,3,1.131068526718751e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.000000024836798
2,512,23,1,4,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000246359877,1.000000024836798
2,512,23,1,5,1.1289042403883742e-16,1.000000024841993,1.0000000157218376,1.0000000246359877,1.000000024836798
2,512,23,2,0,1.1289042403883742e-16,1.000000024841993,1.0000000160100915,1.0000000246359877,1.0000000248275236
2,512,23,2,1,1.120205280874608e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000245479876
2,512,23,2,2,1.1167067234651907e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000246359877
2,512,23,2,3,1.1236929457669282e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000248001617
2,512,23,2,4,0.0067570461700337875,1.000000024841993,1.0000000185962625,1.0000000246359877,1.0000000248001617
2,512,23,2,5,1.12499803256116e-16,1.000000024841993,1.0000000154272815,1.0000000246359877,1.0000000248001617
2,512,23,3,0,1.120205280874608e-16,1.000000024841993,1.000000014409445,1.0000000246359877,1.0000000248419094
2,512,23,3,1,1.130636000886382e-16,1.000000024841993,1.0000000160100913,1.0000000246359877,1.0000000248275236
2,512,23,3,2,1.1375366792479024e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000245479876
2,512,23,3,3,1.1289042403883742e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.0000000246359877
2,512,23,3,4,0.0067570461700337875,1.000000024841993,1.0000000185962625,1.0000000246359877,1.0000000246359877
2,512,23,3,5,1.113636469768631e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.0000000246359877
2,512,23,4,0,1.120205280874608e-16,1.000000024841993,1.000000014409445,1.0000000246359877,1.0000000248419094
2,512,23,4,1,1.12499803256116e-16,1.000000024841993,1.000000014409445,1.0000000246359877,1.0000000248419094
2,512,23,4,2,1.1375366792479024e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000248275236
2,512,23,4,3,1.1358154401577955e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000245479876
2,512,23,4,4,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000246359877,1.0000000245479876
2,512,23,4,5,1.129337429469256e-16,1.000000024841993,1.0000000180285413,1.0000000246359877,1.0000000245479876
2,512,23,5,0,1.1323651129533483e-16,1.000000024841993,1.0000000162528262,1.0000000246359877,1.0000000248419922
2,512,23,5,1,1.125432725177234e-16,1.000000024841993,1.0000000162528264,1.0000000246359877,1.0000000248419094
2,512,23,5,2,1.133660216261457e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000248419094
2,512,23,5,3,1.1388259013275335e-16,1.000000024841993,1.0000000180285415,1.0000000246359877,1.0000000248275236
2,512,23,5,4,0.0067570461700337875,1.000000024841993,1.0000000185962623,1.0000000246359877,1.0000000248275236
2,512,23,5,5,1.1197685589736768e-16,1.000000024841993,1.0000000180285418,1.0000000246359877,1.0000000248275236
2,512,24,0,0,1.142256713091005e-16,1.000000024841993,1.0000000174979455,1.0000000248419927,1.0000000248419927
2,512,24,0,1,1.1405425972176434e-16,1.000000024841993,1.0000000130615234,1.0000000248419927,1.0000000248419927
2,512,24,0,2,1.1439682605452675e-16,1.000000024841993,1.0000000185189366,1.0000000248419927,1.0000000248419927
2,512,24,0,3,1.1280373631667095e-16,1.000000024841993,1.000000011948868,1.0000000248419927,1.0000000248419902
2,512,24,0,4,1.113636469768631e-16,1.000000024841993,1.0000000156072708,1.0000000248419927,1.0000000248419902
2,512,24,0,5,1.1345227971269342e-16,1.000000024841993,1.0000000194182919,1.0000000248419927,1.0000000248419902
2,512,24,1,0,1.1349538417196082e-16,1.000000024841993,1.0000000174979453,1.0000000248419927,1.000000024836798
2,512,24,1,1,1.133228679614401e-16,1.000000024841993,1.0000000157218376,1.0000000248419927,1.000000024836798
2,512,24,1,2,1.1349538417196082e-16,1.000000024841993,1.0000000185189366,1.0000000248419927,1.000000024836798
2,512,24,1,3,1.1366763855062688e-16,1.000000024841993,1.000000011948868,1.0000000248419927,1.0000000248419902
2,512,24,1,4,1.113636469768631e-16,1.000000024841993,1.0000000156072708,1.0000000248419927,1.0000000248419902
2,512,24,1,5,1.1276036746422604e-16,1.000000024841993,1.0000000194182919,1.0000000248419927,1.0000000248419902
2,512,24,2,0,1.1349538417196082e-16,1.000000024841993,1.0000000174979453,1.0000000248419927,1.0000000248001617
2,512,24,2,1,1.133228679614401e-16,1.000000024841993,1.0000000154272812,1.0000000248419927,1.0000000248001617
2,512,24,2,2,1.1349538417196082e-16,1.000000024841993,1.0000000185189366,1.0000000248419927,1.0000000248001617
2,512,24,2,3,1.1349538417196082e-16,1.000000024841993,1.000000011948868,1.0000000248419927,1.0000000248419902
2,512,24,2,4,1.1241281430511964e-16,1.000000024841993,1.0000000151059756,1.0000000248419927,1.0000000248419902
2,512,24,2,5,1.1258672499603271e-16,1.000000024841993,1.0000000194182919,1.0000000248419927,1.0000000248419902
2,512,24,3,0,1.133228679614401e-16,1.000000024841993,1.0000000174979453,1.0000000248419927,1.0000000246359877
2,512,24,3,1,1.1280373631667095e-16,1.000000024841993,1.0000000170071592,1.0000000248419927,1.0000000246359877
2,512,24,3,2,1.1280373631667095e-16,1.000000024841993,1.0000000147191432,1.0000000248419927,1.0000000246359877
2,512,24,3,3,1.1280373631667095e-16,1.000000024841993,1.0000000147191435,1.0000000248419927,1.0000000248419902
2,512,24,3,4,1.1175823895798962e-16,1.000000024841993,1.0000000151059756,1.0000000248419927,1.0000000248419902
2,512,24,3,5,1.124563171917481e-16,1.000000024841993,1.0000000194182919,1.0000000248419927,1.0000000248419902
2,512,24,4,0,1.1276036746422604e-16,1.000000024841993,1.0000000179063455,1.0000000248419927,1.0000000245479876
2,512,24,4,1,1.140113665576636e-16,1.000000024841993,1.0000000179063455,1.0000000248419927,1.0000000245479876
2,512,24,4,2,1.131068526718751e-16,1.000000024841993,1.0000000179063455,1.0000000248419927,1.0000000245479876
2,512,24,4,3,1.131068526718751e-16,1.000000024841993,1.0000000157218376,1.0000000248419927,1.000000024836798
2,512,24,4,4,1.1223863414467552e-16,1.000000024841993,1.0000000157218376,1.0000000248419927,1.000000024836798
2,512,24,4,5,1.1258672499603271e-16,1.000000024841993,1.0000000194182919,1.0000000248419927,1.000000024836798
2,512,24,5,0,1.1349538417196082e-16,1.000000024841993,1.0000000174979453,1.0000000248419927,1.0000000248275238
2,512,24,5,1,1.1258672499603271e-16,1.000000024841993,1.0000000160100913,1.0000000248419927,1.0000000248275238
2,512,24,5,2,1.131068526718751e-16,1.000000024841993,1.0000000160100913,1.0000000248419927,1.0000000248275238
2,512,24,5,3,1.131068526718751e-16,1.000000024841993,1.0000000170071588,1.0000000248419927,1.0000000248001617
2,512,24,5,4,1.121950468529185e-16,1.000000024841993,1.0000000154272815,1.0000000248419927,1.0000000248001617
2,512,24,5,5,1.1258672499603271e-16,1.000000024841993,1.0000000194182919,1.0000000248419927,1.0000000248001617
2,512,25,0,0,1.1280373631667095e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,0,1,1.129770452452002e-16,1.000000024841993,1.0000000152385204,1.0000000248419902,1.0000000248419902
2,512,25,0,2,1.1349538417196082e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,0,3,1.1241281430511964e-16,1.000000024841993,1.0000000165586909,1.0000000248419902,1.0000000248419902
2,512,25,0,4,1.1223863414467552e-16,1.000000024841993,1.0000000158008964,1.0000000248419902,1.0000000248419902
2,512,25,0,5,1.129337429469256e-16,1.000000024841993,1.0000000158008966,1.0000000248419902,1.0000000248419902
2,512,25,1,0,1.1452502425387602e-16,1.000000024841993,1.0000000152385204,1.0000000248419902,1.0000000248419902
2,512,25,1,1,1.140113665576636e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,1,2,1.1383963228599671e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,1,3,1.1258672499603271e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,1,4,1.132796978574371e-16,1.000000024841993,1.000000016558691,1.0000000248419902,1.0000000248419902
2,512,25,1,5,1.132796978574371e-16,1.000000024841993,1.0000000152385204,1.0000000248419902,1.0000000248419902
2,512,25,2,0,1.1379665822280197e-16,1.000000024841993,1.0000000175933197,1.0000000248419902,1.0000000248419902
2,512,25,2,1,1.1362459943754353e-16,1.000000024841993,1.0000000160192881,1.0000000248419902,1.0000000248419902
2,512,25,2,2,1.1358154401577955e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,2,3,1.121514426211042e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,2,4,1.1267357968041927e-16,1.000000024841993,1.0000000152385202,1.0000000248419902,1.0000000248419902
2,512,25,2,5,1.128470885018075e-16,1.000000024841993,1.0000000153488824,1.0000000248419902,1.0000000248419902
2,512,25,3,0,1.124563171917481e-16,1.000000024841993,1.0000000167433323,1.0000000248419902,1.0000000248419902
2,512,25,3,1,1.1315008872144556e-16,1.000000024841993,1.0000000175933195,1.0000000248419902,1.0000000248419902
2,512,25,3,2,1.1319330825629556e-16,1.000000024841993,1.0000000167433323,1.0000000248419902,1.0000000248419902
2,512,25,3,3,1.1258672499603271e-16,1.000000024841993,1.0000000167433323,1.0000000248419902,1.0000000248419902
2,512,25,3,4,1.131068526718751e-16,1.000000024841993,1.0000000167433323,1.0000000248419902,1.0000000248419902
2,512,25,3,5,1.129337429469256e-16,1.000000024841993,1.0000000167433323,1.0000000248419902,1.0000000248419902
2,512,25,4,0,1.1149533280361396e-16,1.000000024841993,1.0000000185189366,1.0000000248419902,1.000000024836798
2,512,25,4,1,1.1114382387842638e-16,1.000000024841993,1.0000000165371603,1.0000000248419902,1.000000024836798
2,512,25,4,2,1.1114382387842638e-16,1.000000024841993,1.0000000185189366,1.0000000248419902,1.000000024836798
2,512,25,4,3,1.1118782326609515e-16,1.000000024841993,1.0000000185189366,1.0000000248419902,1.000000024836798
2,512,25,4,4,1.1096765186748648e-16,1.000000024841993,1.0000000185189366,1.0000000248419902,1.000000024836798
2,512,25,4,5,1.1149533280361396e-16,1.000000024841993,1.0000000185189366,1.0000000248419902,1.000000024836798
2,512,25,5,0,1.1271698192523403e-16,1.000000024841993,1.0000000154272812,1.0000000248419902,1.0000000248001617
2,512,25,5,1,1.130636000886382e-16,1.000000024841993,1.0000000185189368,1.0000000248419902,1.0000000248001617
2,512,25,5,2,1.1289042403883742e-16,1.000000024841993,1.0000000165371603,1.0000000248419902,1.0000000248001617
2,512,25,5,3,1.1149533280361396e-16,1.000000024841993,1.00000001759332,1.0000000248419902,1.0000000248001617
2,512,25,5,4,1.1241281430511964e-16,1.000000024841993,1.0000000154272812,1.0000000248419902,1.0000000248001617
2,512,25,5,5,1.1188946037939568e-16,1.000000024841993,1.0000000154272812,1.0000000248419902,1.0000000248001617
2,512,26,0,0,1.130636000886382e-16,1.000000024841993,1.0000000170071588,1.000000024841993,1.000000024841993
2,512,26,0,1,1.1289042403883742e-16,1.000000024841993,1.000000010884403,1.000000024841993,1.0000000248419927
2,512,26,0,2,1.120205280874608e-16,1.000000024841993,1.0000000108844032,1.000000024841993,1.0000000248419927
2,512,26,0,3,1.1340915887032e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419927
2,512,26,0,4,1.1340915887032e-16,1.000000024841993,1.0000000174616361,1.000000024841993,1.0000000248419927
2,512,26,0,5,1.1271698192523403e-16,1.000000024841993,1.000000012176817,1.000000024841993,1.0000000248419927
2,512,26,1,0,1.132796978574371e-16,1.000000024841993,1.000000016637569,1.000000024841993,1.000000024841993
2,512,26,1,1,1.1258672499603271e-16,1.000000024841993,1.000000017007159,1.000000024841993,1.0000000248419927
2,512,26,1,2,1.1171446423206516e-16,1.000000024841993,1.000000016637569,1.000000024841993,1.0000000248419927
2,512,26,1,3,1.1258672499603271e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419927
2,512,26,1,4,1.1276036746422604e-16,1.000000024841993,1.0000000174616361,1.000000024841993,1.0000000248419927
2,512,26,1,5,1.129337429469256e-16,1.000000024841993,1.0000000166375693,1.000000024841993,1.0000000248419927
2,512,26,2,0,1.1409713676080318e-16,1.000000024841993,1.00000001522408,1.000000024841993,1.0000000248419918
2,512,26,2,1,1.146104100551882e-16,1.000000024841993,1.000000016637569,1.000000024841993,1.0000000248419918
2,512,26,2,2,1.1323651129533483e-16,1.000000024841993,1.0000000170071588,1.000000024841993,1.0000000248419918
2,512,26,2,3,1.1396845725029443e-16,1.000000024841993,1.000000019418292,1.000000024841993,1.0000000248419918
2,512,26,2,4,1.1413999769295239e-16,1.000000024841993,1.0000000174616361,1.000000024841993,1.0000000248419927
2,512,26,2,5,1.1465307910977415e-16,1.000000024841993,1.0000000166375693,1.000000024841993,1.0000000248419927
2,512,26,3,0,1.1340915887032e-16,1.000000024841993,1.0000000158008964,1.000000024841993,1.0000000248419902
2,512,26,3,1,1.1289042403883742e-16,1.000000024841993,1.0000000158008966,1.000000024841993,1.0000000248419902
2,512,26,3,2,1.1271698192523403e-16,1.000000024841993,1.0000000166375695,1.000000024841993,1.0000000248419902
2,512,26,3,3,1.1271698192523403e-16,1.000000024841993,1.0000000194182919,1.000000024841993,1.0000000248419902
2,512,26,3,4,1.1323651129533483e-16,1.000000024841993,1.0000000174616361,1.000000024841993,1.0000000248419927
2,512,26,3,5,1.1375366792479024e-16,1.000000024841993,1.0000000166375693,1.000000024841993,1.0000000248419927
2,512,26,4,0,1.131068526718751e-16,1.000000024841993,1.000000013857341,1.000000024841993,1.0000000248419902
2,512,26,4,1,1.1413999769295239e-16,1.000000024841993,1.000000013857341,1.000000024841993,1.0000000248419902
