ID,N,lim_lo,lim_hi,fre,cond_coarse
1,2048,16,22,9.356047e-15,5.751410e+02
1,2048,16,23,9.964806e-15,1.792137e+03
1,2048,16,24,5.581803e-15,2.108309e+03
1,2048,16,25,8.810405e-15,1.443072e+03
1,2048,16,26,9.027982e-15,5.648167e+02
1,2048,16,27,1.191218e-14,1.443072e+03
1,2048,16,28,1.447890e-14,2.050640e+03
1,2048,16,29,6.986954e-15,1.794445e+03
1,2048,16,30,1.123677e-14,1.477806e+03
1,2048,16,31,1.118899e-14,2.106586e+03
1,2048,16,32,8.070072e-15,2.106586e+03
1,2048,16,33,7.803828e-15,2.082438e+03
1,2048,16,34,6.885759e-15,1.836449e+03
1,2048,16,35,7.069173e-15,4.953815e+02
1,2048,16,36,7.040535e-15,4.953815e+02
1,2048,16,37,7.322913e-15,1.824031e+03
1,2048,16,38,1.017550e-14,1.807584e+03
1,2048,16,39,6.425675e-15,2.175679e+03
1,2048,16,40,7.812623e-15,1.807584e+03
1,2048,16,41,7.453221e-15,4.909146e+02
1,2048,16,42,7.763872e-15,5.958623e+02
1,2048,16,43,8.529285e-15,1.922834e+03
1,2048,16,44,8.287294e-15,1.922834e+03
1,2048,16,45,1.150803e-14,4.085827e+02
1,2048,16,46,1.207933e-14,4.231739e+02
1,2048,16,47,1.142221e-14,1.991502e+03
1,2048,16,48,1.053724e-14,1.922834e+03
1,2048,16,49,1.000020e-14,1.922834e+03
1,2048,16,50,1.662300e-14,1.922834e+03
1,2048,16,51,1.328285e-14,1.922834e+03
1,2048,16,52,6.517862e-15,1.922834e+03
1,2048,16,53,1.470280e-14,1.769361e+03
1,2048,16,54,1.352604e-14,1.769361e+03
1,2048,16,55,1.346285e-14,1.765945e+03
1,2048,16,56,1.332526e-14,1.765945e+03
1,2048,16,57,8.797487e-15,2.045100e+03
1,2048,16,58,8.972107e-15,2.045100e+03
1,2048,16,59,1.174472e-14,1.815430e+03
1,2048,16,60,1.368036e-14,1.815430e+03
1,2048,16,61,1.156644e-14,1.815430e+03
1,2048,16,62,1.153425e-14,1.854491e+03
1,2048,16,63,9.267261e-15,1.860265e+03
1,2048,16,64,1.224980e-14,1.770701e+03
1,2048,16,65,9.785805e-15,1.770701e+03
1,2048,16,66,9.785805e-15,1.770701e+03
1,2048,16,67,1.350470e-14,1.770701e+03
1,2048,16,68,1.482933e-14,1.795360e+03
1,2048,16,69,1.512342e-14,1.772782e+03
1,2048,16,70,1.493368e-14,1.922834e+03
1,2048,16,71,1.448434e-14,1.922834e+03
1,2048,16,72,1.409275e-14,1.922834e+03
1,2048,17,23,1.062385e-14,1.844909e+03
1,2048,17,24,6.854904e-15,2.108309e+03
1,2048,17,25,8.242863e-15,3.295166e+03
1,2048,17,26,8.808605e-15,2.050640e+03
1,2048,17,27,1.295407e-14,3.295166e+03
1,2048,17,28,1.458936e-14,2.050640e+03
1,2048,17,29,6.823798e-15,1.794445e+03
1,2048,17,30,1.561644e-14,1.733884e+03
1,2048,17,31,1.121572e-14,1.849715e+03
1,2048,17,32,6.563873e-15,1.849715e+03
1,2048,17,33,6.033743e-15,2.082438e+03
1,2048,17,34,5.905342e-15,1.866759e+03
1,2048,17,35,8.093994e-15,5.434319e+02
1,2048,17,36,8.687111e-15,4.953815e+02
1,2048,17,37,7.368206e-15,1.613534e+03
1,2048,17,38,1.068493e-14,1.807584e+03
1,2048,17,39,9.654775e-15,1.807584e+03
1,2048,17,40,9.570055e-15,1.807584e+03
1,2048,17,41,1.092055e-14,4.909146e+02
1,2048,17,42,1.108037e-14,5.958623e+02
1,2048,17,43,1.089785e-14,1.922834e+03
1,2048,17,44,9.101203e-15,1.922834e+03
1,2048,17,45,1.099081e-14,4.345631e+02
1,2048,17,46,1.158764e-14,4.345631e+02
1,2048,17,47,1.015778e-14,1.991502e+03
1,2048,17,48,9.636248e-15,1.922834e+03
1,2048,17,49,9.636248e-15,1.922834e+03
1,2048,17,50,1.590527e-14,1.922834e+03
1,2048,17,51,1.328285e-14,1.922834e+03
1,2048,17,52,1.205187e-14,1.922834e+03
1,2048,17,53,1.470280e-14,1.769361e+03
1,2048,17,54,1.352604e-14,1.769361e+03
1,2048,17,55,1.346285e-14,1.765945e+03
1,2048,17,56,1.332526e-14,1.765945e+03
1,2048,17,57,1.172245e-14,1.718251e+03
1,2048,17,58,1.185406e-14,1.815430e+03
1,2048,17,59,1.185406e-14,1.815430e+03
1,2048,17,60,1.368036e-14,1.815430e+03
1,2048,17,61,1.153962e-14,1.815430e+03
1,2048,17,62,1.168596e-14,1.815430e+03
1,2048,17,63,9.267261e-15,1.860265e+03
