ID,lim_lo,lim_hi,fre,cond_coarse
1,13,23,3.386314e-14,2.223149e+03
1,13,24,6.318177e-15,2.329443e+03
1,13,25,1.831936e-14,2.329054e+03
1,13,26,1.835917e-14,2.329054e+03
1,13,27,2.027773e-14,1.287847e+03
1,13,28,2.030095e-14,1.287847e+03
1,13,29,2.030095e-14,1.287847e+03
1,13,30,2.231738e-14,2.328380e+03
1,13,31,2.231738e-14,2.328380e+03
1,13,32,1.838082e-14,2.329054e+03
1,13,33,1.855181e-14,2.329054e+03
1,13,34,1.855181e-14,2.329054e+03
1,13,35,1.855181e-14,2.329054e+03
1,13,36,9.509676e-14,2.827682e+02
1,13,37,9.509676e-14,2.827682e+02
1,13,38,9.509676e-14,2.827682e+02
1,13,39,9.806374e-14,9.480429e+01
1,13,40,1.840557e-14,2.329054e+03
1,13,41,1.837517e-14,2.329054e+03
1,13,42,1.835638e-14,2.329054e+03
1,13,43,1.835638e-14,2.329054e+03
1,13,44,1.840847e-14,2.329054e+03
1,13,45,4.826422e-14,4.140134e+01
1,13,46,2.091206e-14,1.921952e+04
1,13,47,2.091206e-14,1.921952e+04
1,13,48,2.091206e-14,1.921952e+04
1,13,49,2.095332e-14,1.921952e+04
1,13,50,2.095332e-14,1.921952e+04
1,13,51,2.095332e-14,1.921952e+04
1,13,52,2.095332e-14,1.921952e+04
1,13,53,2.095332e-14,1.921952e+04
1,13,54,7.305256e-15,1.921952e+04
1,13,55,7.305256e-15,1.921952e+04
1,13,56,7.305256e-15,1.921952e+04
1,13,57,7.305256e-15,1.921952e+04
1,13,58,7.305256e-15,1.921952e+04
1,13,59,7.305256e-15,1.921952e+04
1,13,60,1.916830e-14,1.080239e+03
1,13,61,1.916830e-14,1.080239e+03
1,13,62,1.916830e-14,1.080239e+03
1,13,63,1.920835e-14,1.080139e+03
1,13,64,8.293496e-14,8.696364e+02
1,13,65,8.696591e-14,3.710987e+02
1,13,66,8.696591e-14,3.710987e+02
1,13,67,9.392175e-14,2.268159e+02
1,13,68,8.298926e-14,3.964619e+02
1,13,69,8.298926e-14,3.964619e+02
1,13,70,8.298926e-14,3.964619e+02
1,13,71,8.298926e-14,3.964619e+02
1,14,20,6.158135e-15,2.344486e+03
1,14,21,3.370419e-14,2.223149e+03
1,14,22,1.111153e-14,2.516489e+03
1,14,23,1.054661e-14,2.344486e+03
1,14,24,8.750764e-14,1.037624e+04
1,14,25,1.848245e-14,2.329054e+03
1,14,26,1.852192e-14,2.329054e+03
1,14,27,1.852599e-14,2.329054e+03
1,14,28,8.761783e-14,1.155346e+04
1,14,29,2.028103e-14,1.146376e+03
1,14,30,2.028810e-14,1.238558e+03
1,14,31,2.031923e-14,1.238594e+03
1,14,32,1.838082e-14,2.329054e+03
1,14,33,1.855181e-14,2.329054e+03
1,14,34,1.855181e-14,2.329054e+03
1,14,35,1.855181e-14,2.329054e+03
1,14,36,9.509736e-14,2.827682e+02
1,14,37,9.509736e-14,2.827682e+02
1,14,38,9.509736e-14,2.827682e+02
1,14,39,8.841244e-14,4.746584e+02
1,14,40,1.840989e-14,2.329054e+03
1,14,41,1.837517e-14,2.329054e+03
1,14,42,1.835638e-14,2.329054e+03
1,14,43,1.835638e-14,2.329054e+03
1,14,44,1.840847e-14,2.329054e+03
1,14,45,4.826422e-14,4.140134e+01
1,14,46,2.091206e-14,1.921952e+04
1,14,47,2.091206e-14,1.921952e+04
1,14,48,2.091206e-14,1.921952e+04
1,14,49,2.095332e-14,1.921952e+04
1,14,50,2.095332e-14,1.921952e+04
1,14,51,2.095332e-14,1.921952e+04
1,14,52,2.095332e-14,1.921952e+04
1,14,53,2.095332e-14,1.921952e+04
1,14,54,7.305256e-15,1.921952e+04
1,14,55,7.305256e-15,1.921952e+04
1,14,56,7.305256e-15,1.921952e+04
1,14,57,7.305256e-15,1.921952e+04
1,14,58,7.305256e-15,1.921952e+04
1,14,59,7.305256e-15,1.921952e+04
1,14,60,1.916830e-14,1.080239e+03
1,14,61,1.916830e-14,1.080239e+03
1,14,62,1.916830e-14,1.080239e+03
1,14,63,1.920835e-14,1.080139e+03
1,14,64,8.293496e-14,8.696364e+02
1,14,65,8.696591e-14,3.710987e+02
1,14,66,8.696591e-14,3.710987e+02
1,14,67,9.392175e-14,2.268159e+02
1,14,68,8.298271e-14,1.679770e+02
1,14,69,8.298271e-14,1.679770e+02
1,14,70,8.298271e-14,1.679770e+02
1,14,71,8.298271e-14,1.679770e+02
1,15,20,6.036850e-15,2.344486e+03
1,15,21,5.645317e-15,2.344486e+03
1,15,22,3.383390e-14,2.223149e+03
1,15,23,1.102687e-14,2.335707e+03
1,15,24,4.713905e-14,2.319768e+03
1,15,25,2.180736e-14,2.319381e+03
1,15,26,2.109236e-14,1.147235e+03
1,15,27,2.025597e-14,1.146899e+03
1,15,28,1.836274e-14,2.329054e+03
1,15,29,2.028103e-14,1.146376e+03
1,15,30,2.028810e-14,1.238558e+03
1,15,31,5.854994e-14,4.487303e+02
1,15,32,2.022978e-14,1.505295e+03
1,15,33,8.062374e-14,1.291635e+03
1,15,34,1.008016e-13,5.511777e+02
1,15,35,1.180877e-13,3.569942e+02
1,15,36,9.508192e-14,3.569942e+02
1,15,37,9.508192e-14,3.569942e+02
1,15,38,8.181249e-14,1.536230e+04
1,15,39,8.841244e-14,4.746584e+02
1,15,40,2.236606e-14,8.822879e+03
1,15,41,2.236656e-14,8.822879e+03
1,15,42,2.235114e-14,1.049807e+04
1,15,43,2.235114e-14,1.049807e+04
1,15,44,2.235114e-14,1.049807e+04
1,15,45,4.826422e-14,4.140134e+01
1,15,46,2.091206e-14,1.921952e+04
1,15,47,2.091206e-14,1.921952e+04
1,15,48,2.091206e-14,1.921952e+04
1,15,49,2.095332e-14,1.921952e+04
1,15,50,2.095332e-14,1.921952e+04
1,15,51,2.095332e-14,1.921952e+04
1,15,52,2.095332e-14,1.921952e+04
1,15,53,2.095332e-14,1.921952e+04
1,15,54,7.305256e-15,1.921952e+04
1,15,55,7.305256e-15,1.921952e+04
1,15,56,7.305256e-15,1.921952e+04
1,15,57,7.305256e-15,1.921952e+04
1,15,58,7.305256e-15,1.921952e+04
1,15,59,7.305256e-15,1.921952e+04
1,15,60,1.916830e-14,1.080239e+03
1,15,61,1.916830e-14,1.080239e+03
1,15,62,1.916830e-14,1.080239e+03
1,15,63,1.920835e-14,1.080139e+03
1,15,64,8.293496e-14,8.696364e+02
1,15,65,8.696591e-14,3.710987e+02
1,15,66,8.696591e-14,3.710987e+02
1,15,67,9.392175e-14,2.268159e+02
1,15,68,8.298271e-14,1.679770e+02
1,15,69,8.298271e-14,1.679770e+02
1,15,70,8.298271e-14,1.679770e+02
1,15,71,8.298271e-14,1.679770e+02
1,16,20,1.728662e-13,1.986863e+03
1,16,21,8.395947e-14,3.957033e+02
1,16,22,6.585534e-14,1.593607e+04
1,16,23,6.576354e-14,1.593607e+04
1,16,24,4.138539e-14,1.980888e+02
1,16,25,1.176990e-13,4.294065e+02
1,16,26,2.108179e-14,1.172591e+03
1,16,27,2.024496e-14,1.172591e+03
1,16,28,4.517266e-15,1.852613e+03
1,16,29,2.025696e-14,1.146376e+03
1,16,30,2.026404e-14,1.238558e+03
1,16,31,2.031960e-14,1.307415e+03
1,16,32,2.028180e-14,1.505295e+03
1,16,33,8.061754e-14,1.291635e+03
1,16,34,1.008016e-13,5.511777e+02
1,16,35,1.180877e-13,3.569942e+02
1,16,36,9.508192e-14,3.569942e+02
1,16,37,9.508192e-14,3.569942e+02
1,16,38,8.181249e-14,1.536230e+04
1,16,39,8.841244e-14,4.746584e+02
1,16,40,2.236606e-14,8.822879e+03
1,16,41,2.236656e-14,8.822879e+03
1,16,42,2.235114e-14,1.049807e+04
1,16,43,2.235114e-14,1.049807e+04
1,16,44,2.235114e-14,1.049807e+04
1,16,45,4.826422e-14,4.140134e+01
1,16,46,2.091206e-14,1.921952e+04
1,16,47,2.091206e-14,1.921952e+04
1,16,48,2.091206e-14,1.921952e+04
1,16,49,2.095332e-14,1.921952e+04
1,16,50,2.095332e-14,1.921952e+04
1,16,51,2.095332e-14,1.921952e+04
1,16,52,2.095332e-14,1.921952e+04
1,16,53,2.095332e-14,1.921952e+04
1,16,54,7.305256e-15,1.921952e+04
1,16,55,7.305256e-15,1.921952e+04
1,16,56,7.305256e-15,1.921952e+04
1,16,57,7.305256e-15,1.921952e+04
1,16,58,7.305256e-15,1.921952e+04
1,16,59,7.305256e-15,1.921952e+04
1,16,60,2.232750e-14,1.660344e+03
1,16,61,2.232750e-14,1.660344e+03
1,16,62,2.233378e-14,1.660344e+03
1,16,63,1.920835e-14,1.080139e+03
1,16,64,8.293496e-14,8.696364e+02
1,16,65,8.696591e-14,3.710987e+02
1,16,66,8.696591e-14,3.710987e+02
1,16,67,9.392175e-14,2.268159e+02
1,16,68,8.298271e-14,1.679770e+02
1,16,69,8.298271e-14,1.679770e+02
1,16,70,8.298271e-14,1.679770e+02
1,16,71,8.298271e-14,1.679770e+02
1,17,20,7.490220e-14,3.080829e+02
1,17,21,1.013376e-13,6.165532e+02
1,17,22,9.996510e-14,3.532220e+02
1,17,23,7.720409e-14,2.103346e+04
1,17,24,5.402563e-15,2.320719e+03
1,17,25,1.176884e-13,4.294065e+02
1,17,26,1.179548e-13,4.294065e+02
1,17,27,2.029089e-14,1.172591e+03
1,17,28,4.424893e-15,1.852613e+03
1,17,29,5.853717e-14,2.182948e+02
1,17,30,2.026413e-14,1.238558e+03
1,17,31,2.031800e-14,1.307415e+03
1,17,32,2.028180e-14,1.505295e+03
1,17,33,8.061754e-14,1.291635e+03
1,17,34,1.008016e-13,5.511777e+02
1,17,35,1.181143e-13,3.569942e+02
1,17,36,9.507612e-14,3.569942e+02
1,17,37,9.507612e-14,3.569942e+02
1,17,38,8.181249e-14,1.536230e+04
1,17,39,8.841244e-14,4.746584e+02
1,17,40,2.236606e-14,8.822879e+03
1,17,41,2.236656e-14,8.822879e+03
1,17,42,2.235114e-14,1.049807e+04
1,17,43,2.235114e-14,1.049807e+04
1,17,44,2.235114e-14,1.049807e+04
1,17,45,4.824662e-14,7.748251e+01
1,17,46,2.091206e-14,1.921952e+04
1,17,47,2.091206e-14,1.921952e+04
1,17,48,2.091206e-14,1.921952e+04
1,17,49,2.095332e-14,1.921952e+04
1,17,50,2.095332e-14,1.921952e+04
1,17,51,2.095332e-14,1.921952e+04
1,17,52,2.095332e-14,1.921952e+04
1,17,53,2.095332e-14,1.921952e+04
1,17,54,7.305256e-15,1.921952e+04
1,17,55,7.305256e-15,1.921952e+04
1,17,56,7.305256e-15,1.921952e+04
1,17,57,7.305256e-15,1.921952e+04
1,17,58,7.305256e-15,1.921952e+04
1,17,59,7.305256e-15,1.921952e+04
1,17,60,2.232750e-14,1.660344e+03
1,17,61,2.232750e-14,1.660344e+03
1,17,62,2.233378e-14,1.660344e+03
1,17,63,1.920835e-14,1.080139e+03
1,17,64,8.293496e-14,8.696364e+02
1,17,65,8.696591e-14,3.710987e+02
1,17,66,8.696591e-14,3.710987e+02
1,17,67,9.392175e-14,2.268159e+02
1,17,68,8.298271e-14,1.679770e+02
1,17,69,8.298271e-14,1.679770e+02
1,17,70,8.298271e-14,1.679770e+02
1,17,71,8.298271e-14,1.679770e+02
1,18,20,4.368099e-14,1.650288e+04
1,18,21,5.467130e-14,3.726773e+02
1,18,22,7.571198e-14,1.475908e+04
1,18,23,3.232227e-14,2.324680e+03
1,18,24,4.141661e-14,2.695810e+02
1,18,25,2.040949e-14,2.114842e+02
1,18,26,2.081111e-14,2.114850e+02
1,18,27,1.631570e-14,1.146899e+03
1,18,28,4.510398e-15,1.852613e+03
1,18,29,5.854369e-14,2.182948e+02
1,18,30,1.837213e-14,2.318826e+03
1,18,31,5.854503e-14,4.463381e+02
1,18,32,1.832682e-14,2.549315e+03
1,18,33,1.850005e-14,2.549315e+03
1,18,34,1.850005e-14,2.549315e+03
1,18,35,1.850012e-14,2.549315e+03
1,18,36,1.834237e-14,2.549315e+03
1,18,37,1.834237e-14,2.549315e+03
1,18,38,8.181249e-14,1.536230e+04
1,18,39,8.841244e-14,4.746584e+02
1,18,40,2.236606e-14,8.822879e+03
1,18,41,2.236656e-14,8.822879e+03
1,18,42,2.235114e-14,1.049807e+04
1,18,43,2.235114e-14,1.049807e+04
1,18,44,2.235114e-14,1.049807e+04
1,18,45,4.824662e-14,7.748251e+01
1,18,46,2.091206e-14,1.921952e+04
1,18,47,2.091206e-14,1.921952e+04
1,18,48,2.091206e-14,1.921952e+04
1,18,49,2.095332e-14,1.921952e+04
1,18,50,2.095332e-14,1.921952e+04
1,18,51,2.095332e-14,1.921952e+04
1,18,52,2.095332e-14,1.921952e+04
1,18,53,2.095332e-14,1.921952e+04
1,18,54,7.305256e-15,1.921952e+04
1,18,55,7.305256e-15,1.921952e+04
1,18,56,7.305256e-15,1.921952e+04
1,18,57,7.305256e-15,1.921952e+04
1,18,58,7.305256e-15,1.921952e+04
1,18,59,7.305256e-15,1.921952e+04
1,18,60,2.232750e-14,1.660344e+03
1,18,61,2.232750e-14,1.660344e+03
1,18,62,2.233378e-14,1.660344e+03
1,18,63,1.920835e-14,1.080139e+03
1,18,64,8.293496e-14,8.696364e+02
1,18,65,8.696591e-14,3.710987e+02
1,18,66,8.696591e-14,3.710987e+02
1,18,67,9.392175e-14,2.268159e+02
1,18,68,8.298271e-14,1.679770e+02
1,18,69,8.298271e-14,1.679770e+02
1,18,70,8.298271e-14,1.679770e+02
1,18,71,8.298271e-14,1.679770e+02
1,19,20,3.087811e-14,5.339853e+02
1,19,21,8.305981e-14,2.281167e+04
1,19,22,7.730234e-14,1.581865e+03
1,19,23,8.773713e-14,3.145627e+02
1,19,24,6.340971e-14,4.195465e+02
1,19,25,3.262969e-15,1.490254e+03
1,19,26,2.053590e-14,1.172590e+03
1,19,27,8.757360e-14,1.155346e+04
1,19,28,7.394025e-14,9.313302e+02
1,19,29,5.854292e-14,2.182948e+02
1,19,30,1.837227e-14,2.318826e+03
1,19,31,5.854389e-14,4.463381e+02
1,19,32,1.832696e-14,2.549315e+03
1,19,33,1.850368e-14,2.549315e+03
1,19,34,1.832735e-14,2.549315e+03
1,19,35,1.832983e-14,2.549315e+03
1,19,36,1.832983e-14,2.549315e+03
1,19,37,1.832983e-14,2.549315e+03
1,19,38,8.181249e-14,1.536230e+04
1,19,39,8.841244e-14,4.746584e+02
1,19,40,2.236606e-14,8.822879e+03
1,19,41,2.236656e-14,8.822879e+03
1,19,42,2.235114e-14,1.049807e+04
1,19,43,2.235114e-14,1.049807e+04
1,19,44,2.235114e-14,1.049807e+04
1,19,45,4.825956e-14,7.795912e+01
1,19,46,2.091206e-14,1.921952e+04
1,19,47,2.091206e-14,1.921952e+04
1,19,48,2.091206e-14,1.921952e+04
1,19,49,2.095332e-14,1.921952e+04
1,19,50,2.095332e-14,1.921952e+04
1,19,51,2.095332e-14,1.921952e+04
1,19,52,2.095332e-14,1.921952e+04
1,19,53,2.095332e-14,1.921952e+04
1,19,54,7.305256e-15,1.921952e+04
1,19,55,7.305256e-15,1.921952e+04
1,19,56,7.305256e-15,1.921952e+04
1,19,57,7.305256e-15,1.921952e+04
1,19,58,7.305256e-15,1.921952e+04
1,19,59,7.305256e-15,1.921952e+04
1,19,60,2.232750e-14,1.660344e+03
1,19,61,2.232750e-14,1.660344e+03
1,19,62,2.233378e-14,1.660344e+03
1,19,63,1.920835e-14,1.080139e+03
1,19,64,8.293496e-14,8.696364e+02
1,19,65,8.696591e-14,3.710987e+02
1,19,66,8.696591e-14,3.710987e+02
1,19,67,9.392175e-14,2.268159e+02
1,19,68,8.298271e-14,1.679770e+02
1,19,69,8.298271e-14,1.679770e+02
1,19,70,8.298271e-14,1.679770e+02
1,19,71,8.298271e-14,1.679770e+02
1,20,21,6.049139e-14,2.119140e+03
1,20,22,1.069050e-13,1.182896e+03
1,20,23,5.120502e-14,2.073325e+02
1,20,24,1.065581e-13,5.401173e+02
1,20,25,1.666473e-14,2.319248e+03
1,20,26,1.017885e-13,1.262651e+03
1,20,27,1.663298e-14,1.103118e+04
1,20,28,7.368979e-14,9.313302e+02
1,20,29,7.066699e-14,4.428771e+02
1,20,30,1.843012e-14,2.318826e+03
1,20,31,7.065667e-14,3.015861e+02
1,20,32,1.835703e-14,2.549315e+03
1,20,33,1.832007e-14,2.549315e+03
1,20,34,1.834728e-14,2.549315e+03
1,20,35,1.834728e-14,2.549315e+03
1,20,36,1.834728e-14,2.549315e+03
1,20,37,1.841224e-14,2.549315e+03
1,20,38,1.130390e-14,1.447833e+04
1,20,39,8.841244e-14,4.746584e+02
1,20,40,2.236606e-14,8.822879e+03
1,20,41,2.236656e-14,8.822879e+03
1,20,42,2.238292e-14,1.049698e+04
1,20,43,2.238292e-14,1.049698e+04
1,20,44,2.238292e-14,1.049698e+04
1,20,45,4.828744e-14,5.338369e+02
1,20,46,2.094602e-14,1.921952e+04
1,20,47,2.094602e-14,1.921952e+04
1,20,48,2.094602e-14,1.921952e+04
1,20,49,2.098721e-14,1.921952e+04
1,20,50,2.098721e-14,1.921952e+04
1,20,51,2.098721e-14,1.921952e+04
1,20,52,2.098721e-14,1.921952e+04
1,20,53,2.098721e-14,1.921952e+04
1,20,54,7.401918e-15,1.921952e+04
1,20,55,7.401918e-15,1.921952e+04
1,20,56,7.401918e-15,1.921952e+04
1,20,57,7.401918e-15,1.921952e+04
1,20,58,7.401918e-15,1.921952e+04
1,20,59,7.401918e-15,1.921952e+04
1,20,60,2.232750e-14,1.660344e+03
1,20,61,2.232750e-14,1.660344e+03
1,20,62,2.233378e-14,1.660344e+03
1,20,63,1.922444e-14,1.083591e+03
1,20,64,8.293496e-14,8.696364e+02
1,20,65,8.696591e-14,3.710987e+02
1,20,66,8.696591e-14,3.710987e+02
1,20,67,9.392175e-14,2.268159e+02
1,20,68,8.298271e-14,1.679770e+02
1,20,69,8.298271e-14,1.679770e+02
1,20,70,8.298271e-14,1.679770e+02
1,20,71,8.298271e-14,1.679770e+02
1,21,22,8.424762e-14,1.597718e+04
1,21,23,6.949814e-14,2.082768e+02
1,21,24,4.306030e-14,2.238941e+02
1,21,25,3.156448e-14,2.513037e+02
1,21,26,8.996831e-14,3.958777e+02
1,21,27,4.094714e-15,1.852613e+03
1,21,28,7.368979e-14,9.313302e+02
1,21,29,1.041121e-14,9.727208e+03
1,21,30,1.940503e-14,2.318826e+03
1,21,31,7.469562e-15,1.230803e+03
1,21,32,1.837153e-14,2.549315e+03
1,21,33,1.837153e-14,2.549315e+03
1,21,34,1.842033e-14,2.549315e+03
1,21,35,1.860818e-14,2.549315e+03
1,21,36,1.848820e-14,2.549315e+03
1,21,37,1.848820e-14,2.549315e+03
1,21,38,9.572552e-14,1.296559e+04
1,21,39,8.841244e-14,4.746584e+02
1,21,40,2.236606e-14,8.822879e+03
1,21,41,2.236656e-14,8.822879e+03
1,21,42,2.238292e-14,1.049698e+04
1,21,43,2.238292e-14,1.049698e+04
1,21,44,2.238292e-14,1.049698e+04
1,21,45,4.833651e-14,1.676256e+02
1,21,46,2.094602e-14,1.921952e+04
1,21,47,2.094602e-14,1.921952e+04
1,21,48,2.094602e-14,1.921952e+04
1,21,49,2.098721e-14,1.921952e+04
1,21,50,2.098721e-14,1.921952e+04
1,21,51,2.098721e-14,1.921952e+04
1,21,52,2.098721e-14,1.921952e+04
1,21,53,2.098721e-14,1.921952e+04
1,21,54,7.401918e-15,1.921952e+04
1,21,55,7.401918e-15,1.921952e+04
1,21,56,7.401918e-15,1.921952e+04
1,21,57,7.401918e-15,1.921952e+04
1,21,58,7.401918e-15,1.921952e+04
1,21,59,7.401918e-15,1.921952e+04
1,21,60,2.232750e-14,1.660344e+03
1,21,61,2.232750e-14,1.660344e+03
1,21,62,2.233378e-14,1.660344e+03
1,21,63,1.922444e-14,1.083591e+03
1,21,64,8.293496e-14,8.696364e+02
1,21,65,8.696591e-14,3.710987e+02
1,21,66,8.696591e-14,3.710987e+02
1,21,67,9.392175e-14,2.268159e+02
1,21,68,8.301978e-14,1.595814e+02
1,21,69,8.301978e-14,1.595814e+02
1,21,70,8.301978e-14,1.595814e+02
1,21,71,8.301978e-14,1.595814e+02
1,22,23,8.457563e-14,5.173694e+02
1,22,24,6.513880e-14,4.705658e+02
1,22,25,1.025691e-13,9.335848e+03
1,22,26,8.997545e-14,3.839491e+02
1,22,27,5.739765e-15,6.347722e+02
1,22,28,1.063346e-13,1.038969e+04
1,22,29,1.891102e-14,2.318826e+03
1,22,30,9.158072e-14,2.366094e+03
1,22,31,7.469562e-15,1.230803e+03
1,22,32,1.330398e-14,1.293398e+04
1,22,33,6.513774e-14,3.913351e+02
