ID,N,fre,cond_coarse
1,512,7.717236e-15,9.450285e+01
1,512,9.159556e-15,3.552869e+01
1,512,7.623643e-15,1.286169e+02
1,512,8.124585e-15,7.568805e+01
1,512,8.078967e-15,5.554128e+01
1,512,8.495193e-15,2.863078e+01
1,512,8.058921e-15,1.854762e+01
1,512,8.273195e-15,5.404520e+01
1,512,7.884279e-15,1.169682e+02
1,512,9.032828e-15,7.156355e+01
1,512,8.233318e-15,8.803830e+01
1,512,7.360121e-15,4.344191e+01
1,512,7.901906e-15,5.807949e+01
1,512,8.286283e-15,7.173141e+01
1,512,7.368263e-15,1.591002e+02
1,512,9.047646e-15,2.962373e+01
1,512,8.469995e-15,3.490442e+01
1,512,7.445474e-15,3.670526e+01
1,512,8.449548e-15,4.653141e+01
1,512,7.920674e-15,4.772626e+01
1,512,7.948113e-15,4.018564e+01
1,512,8.779572e-15,6.357762e+01
1,512,8.267641e-15,6.743028e+01
1,512,7.843228e-15,5.418812e+01
1,512,7.688065e-15,3.766537e+01
1,512,7.863242e-15,1.252170e+01
1,512,8.131937e-15,4.628692e+01
1,512,9.862779e-15,6.519136e+01
1,512,7.673447e-15,1.230296e+02
1,512,7.968914e-15,3.177057e+01
1,512,8.605298e-15,4.145445e+01
1,512,7.229912e-15,6.818980e+01
1,512,7.867697e-15,1.295123e+02
1,512,7.163803e-15,1.340537e+02
1,512,5.368470e-14,2.752452e+01
1,512,9.174204e-15,7.165280e+01
1,512,8.284695e-15,1.472396e+02
1,512,8.229978e-15,1.566111e+02
1,512,8.009829e-15,5.642755e+01
1,512,8.413129e-15,1.154184e+02
1,512,7.945461e-15,7.105711e+01
1,512,8.578843e-15,1.889369e+02
1,512,8.457286e-15,3.067390e+01
1,512,8.003531e-15,1.283053e+02
1,512,8.389422e-15,1.283247e+02
1,512,7.392535e-15,8.825297e+00
1,512,7.755595e-15,1.071220e+02
1,512,7.956691e-15,7.334840e+01
1,512,7.945360e-15,6.743028e+01
1,512,7.871847e-15,4.009593e+01
1,512,8.575492e-15,8.666501e+01
1,512,8.136329e-15,4.598122e+01
1,512,9.281373e-15,5.406279e+01
1,512,8.786200e-15,4.538454e+01
1,512,8.216490e-15,3.802460e+01
1,512,7.662445e-15,1.594097e+02
1,512,8.135253e-15,2.497519e+02
1,512,7.479285e-15,1.832897e+01
1,512,8.226242e-15,1.068000e+02
1,512,7.705704e-15,1.067774e+02
1,512,8.074592e-15,6.027558e+01
1,512,8.227264e-15,1.804654e+01
1,512,8.356104e-15,8.073427e+01
1,512,7.512483e-15,1.384281e+02
1,512,8.157531e-15,4.990788e+01
1,512,7.553920e-15,1.241003e+01
1,512,7.552278e-15,1.166867e+02
1,512,8.103234e-15,1.139776e+01
1,512,7.332121e-15,3.030807e+01
1,512,8.602017e-15,3.788062e+01
1,512,8.012816e-15,1.595509e+01
1,512,8.108108e-15,3.049645e+01
1,512,7.415229e-15,7.252262e+01
1,512,7.681133e-15,1.369270e+01
1,512,7.917657e-15,1.819339e+01
1,512,8.474254e-15,8.264029e+01
1,512,7.650817e-15,8.005478e+00
1,512,8.218432e-15,2.554044e+01
1,512,8.401795e-15,3.934856e+01
1,512,1.320379e-14,3.119221e+01
1,512,8.552104e-15,1.072010e+01
1,512,9.071092e-15,9.037648e+01
1,512,8.952778e-15,9.594588e+01
1,512,8.155584e-15,1.911429e+02
1,512,8.545722e-15,8.412024e+01
1,512,7.410136e-15,1.241369e+01
1,512,9.344819e-15,6.770230e+01
1,512,7.419639e-15,4.244400e+01
1,512,7.777996e-15,2.175672e+01
1,512,7.353429e-15,1.072670e+02
1,512,1.365563e-14,1.035214e+02
1,512,8.004664e-15,2.520883e+01
1,512,8.016295e-15,1.533916e+02
1,512,7.108501e-15,2.768001e+01
1,512,7.717898e-15,1.345430e+02
1,512,7.859537e-15,1.109079e+02
1,512,7.181411e-15,1.263305e+02
1,512,9.276627e-15,3.670526e+01
1,512,8.018905e-15,4.811551e+01
1,512,7.542111e-15,2.397449e+01
1,512,7.276181e-15,3.714526e+01
1,512,7.740687e-15,2.008209e+02
1,512,7.177209e-15,3.602074e+01
1,512,7.409215e-15,3.670526e+01
1,512,7.778168e-15,1.035214e+02
1,512,7.721443e-15,2.088291e+01
1,512,7.711840e-15,3.705638e+01
1,512,7.915066e-15,1.135835e+01
1,512,8.220048e-15,4.176010e+01
1,512,8.629141e-15,7.087402e+01
1,512,7.744881e-15,5.727970e+01
1,512,8.418241e-15,2.078360e+01
1,512,8.762387e-15,8.947275e+01
1,512,7.748701e-15,3.663960e+01
1,512,7.823727e-15,8.263707e+01
1,512,8.895893e-15,3.620403e+01
1,512,8.065851e-15,1.284575e+02
1,512,8.280629e-15,5.432568e+01
1,512,8.436457e-15,1.375752e+01
1,512,9.124732e-15,1.940339e+01
1,512,8.204675e-15,5.058892e+01
1,512,7.676621e-15,1.656248e+01
1,512,7.280574e-15,6.731876e+01
1,512,7.907080e-15,1.673095e+01
1,512,8.100338e-15,4.059404e+01
1,512,9.167608e-15,6.737180e+01
1,512,7.624404e-15,3.416077e+01
1,512,7.546057e-15,2.533209e+02
1,512,7.478253e-15,1.903810e+01
1,512,7.688308e-15,1.035214e+02
1,512,8.708335e-15,3.688874e+01
1,512,8.221822e-15,4.822798e+01
1,512,1.405248e-14,1.275315e+02
1,512,7.552606e-15,1.308771e+02
1,512,8.421845e-15,2.771169e+01
1,512,6.684100e-15,6.037849e+01
1,512,8.383304e-15,2.659149e+01
1,512,7.689825e-15,7.650216e+01
1,512,7.751866e-15,2.589881e+01
1,512,8.081019e-15,9.304670e+01
1,512,8.152222e-15,1.762348e+02
1,512,7.444131e-15,1.261506e+01
1,512,8.232072e-15,4.904784e+01
1,512,8.074138e-15,3.269944e+01
1,512,8.264150e-15,1.960157e+02
1,512,9.225441e-15,6.034545e+01
1,512,7.792903e-15,1.989561e+02
1,512,1.130541e-14,2.127599e+01
1,512,7.950959e-15,1.230296e+02
1,512,9.137021e-15,2.494368e+02
1,512,7.456606e-15,6.621468e+01
1,512,8.087189e-15,5.260735e+01
1,512,8.381185e-15,5.320424e+01
1,512,7.991931e-15,1.016187e+02
1,512,8.040158e-15,2.759835e+01
1,512,7.415837e-15,6.700532e+01
1,512,7.235816e-15,6.824919e+01
1,512,7.252887e-15,1.100822e+02
1,512,8.789982e-15,1.173983e+02
1,512,8.331878e-15,1.972857e+01
1,512,1.814649e-13,4.657063e+01
1,512,7.540510e-15,1.529033e+02
1,512,9.316417e-15,8.017367e+01
1,512,8.075289e-15,7.303823e+01
1,512,7.978332e-15,4.620822e+01
1,512,7.995801e-15,1.230296e+02
1,512,8.572250e-15,1.140993e+02
1,512,7.459420e-15,2.581538e+02
1,512,7.912854e-15,2.028080e+02
1,512,8.075536e-15,7.978523e+01
1,512,8.698467e-15,9.147139e+01
1,512,7.941224e-15,1.396451e+01
1,512,7.525615e-15,5.167463e+01
1,512,8.227418e-15,8.187760e+01
1,512,8.517376e-15,5.433666e+01
1,512,7.860179e-15,2.202027e+02
1,512,8.313007e-15,5.461386e+01
1,512,8.638817e-15,6.878974e+01
1,512,7.036070e-15,4.062056e+01
1,512,7.338717e-15,5.625211e+01
1,512,8.676311e-15,1.035214e+02
1,512,8.565872e-15,6.934718e+01
1,512,8.574739e-15,6.575135e+01
1,512,8.330545e-15,5.584054e+01
1,512,9.648700e-15,2.810172e+01
1,512,7.775352e-15,5.418745e+01
1,512,7.700515e-15,2.529696e+01
1,512,7.292981e-15,9.758983e+01
1,512,8.083543e-15,1.668431e+02
1,512,9.138344e-15,6.879270e+01
1,512,8.399404e-15,8.598798e+01
1,512,8.422846e-15,7.533892e+01
1,512,7.172569e-15,2.629497e+01
1,512,7.330108e-15,8.143136e+01
1,512,8.179727e-15,1.107749e+02
1,512,7.924819e-15,1.094887e+02
1,512,9.993481e-15,4.204575e+01
1,512,8.627902e-15,6.760412e+01
1,512,8.449822e-15,9.823640e+01
1,512,7.638704e-15,2.276375e+02
1,512,8.521825e-15,4.628692e+01
1,512,7.991664e-15,1.068000e+02
1,512,5.359795e-14,2.724647e+01
1,512,7.584112e-15,1.400486e+02
1,512,7.991387e-15,1.260182e+01
1,512,7.966434e-15,4.497821e+01
1,512,7.990444e-15,8.773015e+01
1,512,7.834329e-15,1.563727e+01
1,512,7.741744e-15,3.849897e+01
1,512,7.680080e-15,3.344050e+01
1,512,8.324648e-15,8.610565e+01
1,512,8.900469e-15,7.607259e+01
1,512,7.718023e-15,8.380590e+01
1,512,8.437765e-15,1.035214e+02
1,512,5.376193e-14,1.292218e+01
1,512,7.484455e-15,1.028534e+01
1,512,7.809289e-15,4.628692e+01
1,512,8.075016e-15,5.007168e+01
1,512,7.970781e-15,3.133978e+01
1,512,7.826469e-15,6.067468e+01
1,512,7.719022e-15,2.835220e+01
1,512,1.096475e-14,3.231917e+01
1,512,7.610047e-15,4.752500e+01
1,512,8.138665e-15,7.200346e+01
1,512,7.225408e-15,2.135411e+01
1,512,7.804311e-15,5.992479e+01
1,512,9.172362e-15,7.947990e+01
1,512,7.043131e-15,2.163793e+01
1,512,7.525648e-15,4.554334e+01
1,512,8.494111e-15,6.201590e+01
1,512,8.166953e-15,7.446688e+01
1,512,7.853128e-15,7.041672e+01
1,512,7.382771e-15,1.245959e+01
1,512,8.245528e-15,7.869405e+01
1,512,8.499757e-15,1.394673e+02
1,512,8.554425e-15,5.024758e+01
1,512,8.664250e-15,4.065498e+01
1,512,7.364348e-15,1.894123e+02
1,512,8.615502e-15,2.989791e+01
1,512,7.781233e-15,1.088607e+02
1,512,8.138887e-15,5.768577e+01
1,512,7.401693e-15,6.316381e+01
1,512,8.639170e-15,9.497975e+01
1,512,8.851104e-15,8.706419e+01
1,512,8.879114e-15,9.692751e+01
1,512,7.786991e-15,1.005481e+01
1,512,8.733474e-15,1.002047e+02
1,512,8.858199e-15,4.628692e+01
1,512,8.904462e-15,4.713101e+01
1,512,8.548151e-15,9.188074e+00
1,512,8.297162e-15,8.360994e+00
1,512,8.150992e-15,3.637612e+01
1,512,7.806213e-15,1.282921e+02
1,512,8.533265e-15,1.644206e+02
1,512,8.449839e-15,5.902839e+01
1,512,8.750318e-15,2.314426e+01
1,512,7.296961e-15,1.008451e+01
1,512,7.704298e-15,3.389514e+01
1,512,8.539374e-15,8.980714e+01
1,512,9.227286e-15,9.999894e+01
1,512,7.465814e-15,9.953930e+01
1,512,7.651887e-15,2.135411e+01
1,512,9.035524e-15,1.310472e+02
1,512,8.033079e-15,1.511114e+02
1,512,7.541915e-15,1.096686e+02
1,512,8.146498e-15,2.030996e+02
1,512,7.461888e-15,9.772255e+00
1,512,8.617487e-15,1.070655e+02
1,512,7.512182e-15,3.520384e+01
1,512,7.831079e-15,1.054551e+01
1,512,8.047547e-15,2.199168e+01
1,512,7.560794e-15,9.591164e+00
1,512,7.732191e-15,1.845453e+01
1,512,7.620180e-15,6.743028e+01
1,512,7.954681e-15,1.260566e+02
1,512,1.443109e-14,3.440600e+01
1,512,8.764848e-15,1.860886e+02
1,512,8.226014e-15,5.949710e+01
1,512,8.048652e-15,1.880250e+02
1,512,7.570988e-15,1.126227e+01
1,512,7.478919e-15,5.774444e+01
1,512,7.474905e-15,2.182449e+02
1,512,7.231009e-15,1.150346e+01
1,512,8.596104e-15,1.879118e+02
1,512,8.049397e-15,5.871203e+01
1,512,7.583349e-15,3.888401e+01
1,512,7.550754e-15,5.697674e+01
1,512,8.998721e-15,1.661468e+02
1,512,7.493030e-15,1.250710e+02
1,512,1.176630e-14,7.435200e+01
1,512,8.194240e-15,7.615480e+01
1,512,7.627107e-15,3.090988e+01
1,512,7.321220e-15,3.545655e+01
1,512,8.117208e-15,9.355944e+01
1,512,7.766417e-15,2.160705e+01
1,512,8.525324e-15,1.794515e+02
1,512,8.520368e-15,9.519940e+01
1,512,1.020745e-14,8.780014e+01
1,512,8.488614e-15,7.025419e+01
1,512,7.057574e-15,3.020688e+01
1,512,7.822059e-15,2.351824e+01
1,512,7.826563e-15,5.607941e+01
1,512,8.871447e-15,1.326124e+02
1,512,8.057177e-15,5.232021e+01
1,512,1.101873e-14,2.894381e+01
1,512,5.390257e-14,2.810172e+01
1,512,7.753674e-15,4.099496e+01
1,512,8.546493e-15,1.668431e+02
1,512,5.366318e-14,3.219708e+01
1,512,7.454430e-15,1.738614e+01
1,512,8.115974e-15,1.575847e+02
1,512,7.541724e-15,8.591666e+01
1,512,7.791559e-15,1.452433e+01
1,512,8.374482e-15,1.968394e+02
1,512,8.736220e-15,5.246928e+01
1,512,8.129136e-15,1.859660e+01
1,512,7.252709e-15,1.183575e+01
1,512,7.776026e-15,6.299850e+01
1,512,7.484741e-15,1.718259e+02
1,512,7.574318e-15,1.035214e+02
1,512,8.459824e-15,5.263343e+01
1,512,5.368196e-14,1.497719e+02
1,512,8.383718e-15,1.213866e+02
1,512,7.387150e-15,3.801553e+01
1,512,7.710733e-15,7.866152e+01
1,512,8.077293e-15,5.948585e+01
1,512,8.336620e-15,9.317841e+00
1,512,8.377132e-15,2.889676e+02
1,512,7.838742e-15,9.690166e+01
1,512,1.365566e-14,1.311778e+02
1,512,8.849925e-15,9.279603e+01
1,512,7.177461e-15,1.747687e+02
1,512,7.699912e-15,4.647220e+01
1,512,8.158683e-15,5.979097e+01
1,512,8.080153e-15,6.960986e+01
1,512,8.333893e-15,1.087901e+02
1,512,7.635938e-15,4.663405e+01
1,512,8.144670e-15,7.220343e+01
1,512,8.401671e-15,2.234449e+01
1,512,7.598409e-15,2.846021e+01
1,512,8.502471e-15,1.121679e+01
1,512,8.304857e-15,6.770231e+01
1,512,8.687132e-15,3.906426e+01
1,512,8.191733e-15,5.658859e+01
1,512,7.523176e-15,1.524591e+02
1,512,1.912830e-14,5.575268e+01
1,512,8.080639e-15,7.159410e+01
1,512,7.675696e-15,1.092753e+01
1,512,8.290586e-15,3.696705e+01
1,512,8.079987e-15,6.743028e+01
1,512,7.426709e-15,1.252256e+02
1,512,7.829859e-15,1.823076e+01
1,512,9.308758e-15,8.418457e+01
1,512,7.840325e-15,7.334096e+01
1,512,7.883563e-15,1.070655e+02
1,512,9.080021e-15,8.400750e+01
1,512,7.703387e-15,2.657607e+01
1,512,7.856950e-15,4.289960e+01
1,512,8.281927e-15,3.698352e+01
1,512,7.966768e-15,4.267326e+01
1,512,7.432457e-15,1.088448e+01
1,512,5.363127e-14,3.722134e+01
1,512,8.905325e-15,6.079573e+01
1,512,5.366550e-14,1.158123e+01
1,512,8.556881e-15,1.850552e+02
1,512,7.692461e-15,4.799366e+01
1,512,7.691133e-15,5.418745e+01
1,512,8.148979e-15,1.027326e+02
1,512,8.473628e-15,1.183128e+02
1,512,7.628432e-15,2.734505e+01
1,512,7.323201e-15,3.133978e+01
1,512,7.201853e-15,7.039915e+01
1,512,7.260695e-15,8.591666e+01
1,512,8.333294e-15,1.141946e+02
1,512,7.237575e-15,4.532928e+01
1,512,7.583917e-15,2.520962e+01
1,512,9.107332e-15,2.184605e+02
1,512,8.217917e-15,1.367296e+02
1,512,8.170421e-15,3.118665e+01
1,512,7.656355e-15,2.930608e+01
1,512,7.367225e-15,1.335422e+02
1,512,1.065506e-14,1.304419e+02
1,512,8.085464e-15,1.815649e+02
1,512,7.628729e-15,1.158695e+02
1,512,8.197872e-15,1.569864e+01
1,512,7.282398e-15,4.334509e+01
1,512,7.928745e-15,1.906615e+01
1,512,8.330584e-15,2.623441e+01
1,512,8.142878e-15,6.035553e+01
1,512,7.733515e-15,4.055926e+01
1,512,7.534215e-15,7.091817e+01
1,512,7.952923e-15,8.099944e+01
1,512,7.889485e-15,2.840661e+01
1,512,8.124039e-15,8.942889e+00
1,512,8.346110e-15,6.960986e+01
1,512,7.253822e-15,5.493645e+01
1,512,8.268587e-15,4.776712e+01
1,512,7.477368e-15,2.883937e+02
1,512,8.212013e-15,6.354556e+01
1,512,2.433076e-14,4.015298e+01
1,512,7.546494e-15,5.157832e+01
1,512,8.906390e-15,6.115003e+01
1,512,7.329992e-15,2.864283e+01
1,512,1.084396e-14,6.743028e+01
1,512,8.706193e-15,2.752142e+01
1,512,8.065979e-15,2.366801e+01
1,512,8.257660e-15,1.600771e+02
1,512,8.528049e-15,1.183128e+02
1,512,8.247078e-15,4.215553e+01
1,512,5.368743e-14,1.364782e+01
1,512,7.698623e-15,2.490668e+01
1,512,8.114206e-15,2.816592e+01
1,512,7.566370e-15,2.436169e+02
1,512,8.549954e-15,3.568335e+01
1,512,8.134859e-15,1.242068e+02
1,512,7.712337e-15,5.187589e+01
1,512,8.587984e-15,3.747352e+01
1,512,8.236625e-15,5.916152e+01
1,512,7.882387e-15,8.099944e+01
1,512,7.550717e-15,4.000043e+01
1,512,8.571547e-15,1.412193e+02
1,512,7.852202e-15,1.620869e+01
1,512,8.150565e-15,4.377465e+01
1,512,8.043454e-15,7.447691e+01
1,512,5.356373e-14,4.295332e+01
1,512,7.929119e-15,6.274080e+01
1,512,8.206631e-15,3.603765e+01
1,512,7.927504e-15,1.333212e+02
1,512,8.283303e-15,5.128430e+01
1,512,8.320227e-15,1.764201e+02
1,512,8.359278e-15,6.934718e+01
1,512,8.470866e-15,1.434751e+02
1,512,9.126579e-15,5.768577e+01
1,512,8.024282e-15,2.137298e+02
1,512,8.878998e-15,6.033097e+01
1,512,7.613261e-15,8.264029e+01
1,512,7.972904e-15,2.026432e+02
1,512,7.711518e-15,1.050677e+01
1,512,8.005749e-15,9.365198e+01
1,512,8.539786e-15,1.237174e+02
1,512,7.844937e-15,4.324256e+01
1,512,8.134891e-15,1.901288e+02
1,512,8.454407e-15,1.106860e+02
1,512,8.670153e-15,1.431354e+02
1,512,8.190184e-15,4.191812e+01
1,512,8.242115e-15,4.358995e+01
1,512,7.713800e-15,2.236120e+01
1,512,9.513766e-15,3.798090e+01
1,512,8.895589e-15,4.620717e+01
1,512,8.001498e-15,2.207230e+01
1,512,9.040020e-15,1.918071e+01
1,512,1.391653e-14,8.525739e+01
1,512,8.660503e-15,9.465352e+01
1,512,7.277771e-15,1.221490e+01
1,512,7.259639e-15,2.140731e+01
1,512,7.619898e-15,2.362946e+01
1,512,8.240661e-15,4.643387e+01
1,512,7.121590e-15,1.396890e+02
1,512,7.673563e-15,6.903207e+01
1,512,8.498506e-15,1.415725e+02
1,512,7.883998e-15,9.016844e+01
1,512,8.131178e-15,5.374151e+01
1,512,7.253455e-15,7.447544e+01
1,512,7.912290e-15,9.813758e+01
1,512,8.328300e-15,2.775194e+01
1,512,7.561145e-15,3.740131e+01
1,512,9.015830e-15,7.289056e+01
1,512,8.205559e-15,2.602911e+01
1,512,8.229385e-15,5.252611e+01
1,512,7.225517e-15,1.468356e+02
1,512,7.117320e-15,5.762181e+01
1,512,8.028491e-15,6.504836e+01
1,512,7.109057e-15,3.336577e+01
1,512,8.542755e-15,3.645054e+01
1,512,7.668246e-15,7.265500e+01
1,512,8.070623e-15,2.992422e+01
1,512,9.133031e-15,6.599329e+01
1,512,8.341501e-15,1.893400e+01
1,512,8.421876e-15,4.640374e+01
1,512,7.579801e-15,4.967067e+01
1,512,7.886218e-15,1.646568e+02
1,512,8.593456e-15,7.568805e+01
1,512,8.526333e-15,2.188634e+02
1,512,8.694127e-15,1.205453e+02
1,512,8.224664e-15,1.045942e+02
1,512,7.585399e-15,4.550417e+01
1,512,1.890572e-14,9.167787e+01
1,512,8.935200e-15,1.055445e+02
1,512,7.922805e-15,3.197062e+01
1,512,7.510201e-15,1.007864e+02
1,512,8.357398e-15,5.523627e+01
1,512,8.109541e-15,5.824280e+01
1,512,7.742605e-15,1.276098e+01
1,512,7.322261e-15,1.707152e+01
1,512,7.385087e-15,2.091135e+01
1,512,7.805110e-15,2.613738e+01
1,512,7.625290e-15,1.309403e+01
1,512,1.815444e-13,6.960562e+01
1,512,7.739656e-15,2.362946e+01
1,512,7.402862e-15,3.085145e+01
1,512,7.911654e-15,8.418457e+01
1,512,8.960062e-15,1.347481e+01
1,512,7.308022e-15,2.933521e+01
1,512,7.701221e-15,9.441920e+01
1,512,7.889200e-15,1.035215e+02
1,512,7.433077e-15,1.923068e+02
1,512,7.608503e-15,4.853094e+01
1,512,8.339504e-15,1.266774e+02
1,512,7.638194e-15,1.333532e+01
1,512,9.052684e-15,1.253668e+02
1,512,8.584605e-15,3.312595e+01
1,512,8.031521e-15,6.569937e+01
1,512,7.245645e-15,1.035214e+02
1,512,8.671197e-15,1.065682e+02
1,512,7.985599e-15,2.894220e+01
1,512,7.896752e-15,4.510331e+01
1,512,7.987257e-15,6.808159e+01
1,512,9.087407e-15,1.679770e+02
1,512,7.669225e-15,6.027559e+01
1,512,7.405116e-15,3.757155e+01
1,512,8.491257e-15,9.831609e+01
1,512,7.241262e-15,8.922560e+01
1,512,8.522241e-15,1.187906e+01
1,512,8.147940e-15,8.073427e+01
1,512,7.921880e-15,2.020323e+02
1,512,7.407519e-15,7.330587e+01
1,512,7.453131e-15,3.826330e+01
1,512,7.315749e-15,1.139493e+02
1,512,7.304594e-15,4.253120e+01
1,512,8.579132e-15,4.053319e+01
1,512,9.167895e-15,5.466733e+01
1,512,7.849172e-15,6.299658e+01
1,512,8.574610e-15,6.423082e+01
1,512,8.660143e-15,1.956956e+02
1,512,8.184988e-15,1.597876e+02
1,512,7.730703e-15,2.756100e+01
1,512,7.945618e-15,7.779293e+01
1,512,8.482263e-15,3.874335e+01
