ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
5,16,0,0,8.76627985746669e-15,4881.279864625425,407.10332081427055,4108.189831607051,4108.189831607051
5,16,0,1,8.763494639689379e-15,4881.279864625425,437.2460849450465,4108.189831607051,4108.189831607051
5,16,0,2,8.763961090040587e-15,4881.279864625425,521.6160435375688,4108.189831607051,4108.189831607051
5,16,0,3,8.764474533454499e-15,4881.279864625425,477.75199690687657,4108.189831607051,4108.189831607051
5,16,0,4,8.762757589153985e-15,4881.279864625425,354.2285205838029,4108.189831607051,4108.18968357713
5,16,0,5,8.764351477203025e-15,4881.279864625425,354.22852058380283,4108.189831607051,4108.188514919535
5,16,1,0,8.767681339427009e-15,4881.279864625425,407.10332081427055,4108.189831607051,4108.189831607051
5,16,1,1,8.763395848932843e-15,4881.279864625425,437.24608494504645,4108.189831607051,4108.189831607051
5,16,1,2,8.764838390358492e-15,4881.279864625425,521.6160435375688,4108.189831607051,4108.189831607051
5,16,1,3,8.763735611905836e-15,4881.279864625425,521.6160435375688,4108.189831607051,4108.189831607051
5,16,1,4,8.763782493975909e-15,4881.279864625425,294.7942967418345,4108.189831607051,4108.18968357713
5,16,1,5,8.764390821906699e-15,4881.279864625425,292.71784712432674,4108.189831607051,4108.188514919535
5,16,2,0,9.336457329914196e-15,4881.279864625425,423.3094629647075,4108.189831607051,4108.189831607051
5,16,2,1,9.33093709539877e-15,4881.279864625425,467.84423578351596,4108.189831607051,4108.189831607051
5,16,2,2,8.751448327908023e-15,4881.279864625425,446.2302373655468,4108.189831607051,4108.189831607051
5,16,2,3,8.751379023414466e-15,4881.279864625425,521.6160435375688,4108.189831607051,4108.189831607051
5,16,2,4,8.749832384382188e-15,4881.279864625425,321.86037048399504,4108.189831607051,4108.18968357713
5,16,2,5,8.751365609578127e-15,4881.279864625425,350.61008419283974,4108.189831607051,4108.188514919535
5,16,3,0,8.776558139417172e-15,4881.279864625425,412.2200463285631,4108.189831607051,4108.189831607051
5,16,3,1,9.340066198772257e-15,4881.279864625425,437.24608494504645,4108.189831607051,4108.189831607051
5,16,3,2,9.342226007981751e-15,4881.279864625425,446.2302373655468,4108.189831607051,4108.189831607051
