ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
14,16,0,0,2.520496873932355e-06,9225476518406.7,155236169912.5037,462294.0060083232,462294.0060083232
14,16,0,1,2.520496873932355e-06,9225476518406.7,155236169912.5037,462294.0060083232,462294.0060083232
14,16,0,2,2.861699913348641e-05,9225476518406.7,87272145571.94861,462294.0060083232,526912.974863212
14,16,0,3,2.861699913348641e-05,9225476518406.7,87272145571.94861,462294.0060083232,526912.974863212
14,16,0,4,1.4164643153128785e-06,9225476518406.7,336145458379.19147,462294.0060083232,553488.5786141084
14,16,0,5,1.4164643153128785e-06,9225476518406.7,336145458379.19147,462294.0060083232,553488.5786141084
14,16,1,0,2.520496873932355e-06,9225476518406.7,155236169912.5037,462294.0060083232,462294.0060083232
14,16,1,1,0.18387032090609184,9225476518406.7,1044138104708333.2,462294.0060083232,3672561839.398567
14,16,1,2,0.07904570790986516,9225476518406.7,1011025554701651.0,462294.0060083232,3052924875.580125
14,16,1,3,0.07904569719185908,9225476518406.7,993377601661853.0,462294.0060083232,3052924875.580125
14,16,1,4,0.4059102552316935,9225476518406.7,1.3301427164112476e+16,462294.0060083232,3052924875.580125
14,16,1,5,0.4059102539694159,9225476518406.7,1.1339427812672616e+16,462294.0060083232,3052924875.580125
14,16,2,0,2.3682320917220262e-05,9225476518406.7,360058442051.04517,462294.0060083232,576605.1094221933
14,16,2,1,0.18387031605925702,9225476518406.7,1043591848481681.9,462294.0060083232,3672561839.398567
14,16,2,2,0.01221650014156536,9225476518406.7,1070517730829796.5,462294.0060083232,3052924875.580125
14,16,2,3,0.23079757014650223,9225476518406.7,990260359420692.2,462294.0060083232,3052924875.580125
14,16,2,4,0.40591025972054134,9225476518406.7,1.4894055202612588e+16,462294.0060083232,3052924875.580125
14,16,2,5,0.40591025402770325,9225476518406.7,1.2933062908694778e+16,462294.0060083232,3052924875.580125
14,16,3,0,2.3682320917220262e-05,9225476518406.7,360058442051.04517,462294.0060083232,576605.1094221933
14,16,3,1,0.18386728385351134,9225476518406.7,1042894963090266.6,462294.0060083232,3052924875.580125
14,16,3,2,0.072708084096519,9225476518406.7,983968530027613.6,462294.0060083232,3052924875.580125
14,16,3,3,0.07270808320522763,9225476518406.7,1013942526791811.0,462294.0060083232,3052924875.580125
14,16,3,4,0.40591026078547954,9225476518406.7,1.4523546145717964e+16,462294.0060083232,3052924875.580125
14,16,3,5,0.40591025145370135,9225476518406.7,1.060491000333593e+16,462294.0060083232,3052924875.580125
14,16,4,0,2.979677739814563e-05,9225476518406.7,1278157054691.2395,462294.0060083232,414321.4079647664
14,16,4,1,0.18552936739429615,9225476518406.7,1046210653785438.1,462294.0060083232,3052924875.580125
14,16,4,2,0.012218445362942656,9225476518406.7,986334601623413.4,462294.0060083232,3052924875.580125
14,16,4,3,0.012218368806129615,9225476518406.7,989216167711915.2,462294.0060083232,3052924875.580125
14,16,4,4,0.40591025862455443,9225476518406.7,1.1810835586748498e+16,462294.0060083232,3052924875.580125
14,16,4,5,0.4059102610530372,9225476518406.7,1.0297126244190754e+16,462294.0060083232,3052924875.580125
14,16,5,0,2.979677739814563e-05,9225476518406.7,1278157054691.2395,462294.0060083232,414321.4079647664
14,16,5,1,0.11449676167969174,9225476518406.7,1042617010404693.4,462294.0060083232,3052924875.580125
14,16,5,2,0.012219762695334648,9225476518406.7,965505860498554.2,462294.0060083232,3052924875.580125
14,16,5,3,0.012219610499768972,9225476518406.7,1002547363820991.9,462294.0060083232,3052924875.580125
14,16,5,4,0.40591025323497987,9225476518406.7,1.195830319758435e+16,462294.0060083232,3052924875.580125
