ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
11,16,0,0,0.0004760703060307614,998671261570306.2,331796133471782.25,131.87672890463676,131.87672890463676
11,16,0,1,0.026178081266239082,998671261570306.2,774869490309357.6,131.87672890463676,113.0334419446103
11,16,0,2,0.02698497911071202,998671261570306.2,763066895006277.0,131.87672890463676,104.57822607712066
11,16,0,3,0.02698497911071202,998671261570306.2,763066895006277.0,131.87672890463676,104.57822607712066
11,16,0,4,0.02629205441829168,998671261570306.2,2366131133786062.0,131.87672890463676,127.13504332347622
11,16,0,5,0.027238084291607692,998671261570306.2,2291495456718258.5,131.87672890463676,127.13504332347622
11,16,1,0,0.0004760703060307614,998671261570306.2,331796133471782.25,131.87672890463676,131.87672890463676
11,16,1,1,0.0023586505064356017,998671261570306.2,478889677713136.56,131.87672890463676,6285.849924804414
11,16,1,2,0.001913857830798163,998671261570306.2,526567615346319.56,131.87672890463676,1534.5668533789221
11,16,1,3,0.0012931886146932184,998671261570306.2,527771907905328.9,131.87672890463676,1534.5668533789221
11,16,1,4,0.03569263363157565,998671261570306.2,2517023047997424.0,131.87672890463676,7785.781175376588
11,16,1,5,0.0017680213187474022,998671261570306.2,2296851184709578.5,131.87672890463676,7785.781175376588
11,16,2,0,0.0003583458071410264,998671261570306.2,315742820925016.1,131.87672890463676,133.17009494789048
11,16,2,1,0.10470150163137246,998671261570306.2,8790551805375596.0,131.87672890463676,8924.938533750725
11,16,2,2,0.06581821847439134,998671261570306.2,5339924360353104.0,131.87672890463676,2672.3257035615147
11,16,2,3,0.049472161823157196,998671261570306.2,5343664544113373.0,131.87672890463676,2672.3257035615147
11,16,2,4,0.012682382355654278,998671261570306.2,1414802210502243.8,131.87672890463676,9734.186628779084
11,16,2,5,0.01268238235565864,998671261570306.2,1383617124742503.2,131.87672890463676,9734.186628779084
11,16,3,0,0.0003583458071410264,998671261570306.2,315742820925016.1,131.87672890463676,133.17009494789048
11,16,3,1,0.10470150163137246,998671261570306.2,8790551805375596.0,131.87672890463676,8924.938533750725
11,16,3,2,0.06581821847439134,998671261570306.2,5339924360353104.0,131.87672890463676,2672.3257035615147
11,16,3,3,0.04947216182315749,998671261570306.2,6272570926709534.0,131.87672890463676,2672.3257035615147
