ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
1,16,0,0,2.2745169933490032e-14,31871.50596785399,2573.125241385041,4109.828479650264,4109.828479650264
1,16,0,1,1.0047715740113336e-14,31871.50596785399,2345.9352756447925,4109.828479650264,4109.828479650264
1,16,0,2,4.976345349813531e-14,31871.50596785399,9980.680529983843,4109.828479650264,22380.40553590973
1,16,0,3,4.97620002841364e-14,31871.50596785399,10272.979587963,4109.828479650264,22380.40553590973
1,16,0,4,3.500385825046669e-14,31871.50596785399,14483.754526998067,4109.828479650264,22380.40553590973
1,16,0,5,4.979527259481691e-15,31871.50596785399,24193.94317065906,4109.828479650264,26155.08283968343
1,16,1,0,8.396262872978212e-14,31871.50596785399,437.01018776842227,4109.828479650264,2767.1127547194897
1,16,1,1,4.980540496047856e-13,31871.50596785399,22423.452526671637,4109.828479650264,2494.8926538097357
1,16,1,2,4.980571435412917e-13,31871.50596785399,26463.83158863487,4109.828479650264,2494.8926538097357
1,16,1,3,4.492758772450446e-13,31871.50596785399,20116.131884697134,4109.828479650264,2494.8926538097357
1,16,1,4,7.70414211662233e-14,31871.50596785399,423.87463249850214,4109.828479650264,2767.1127547194897
1,16,1,5,1.0453048078992693e-14,31871.50596785399,324.70010212806875,4109.828479650264,56715.035310604
1,16,2,0,8.404051162475813e-14,31871.50596785399,623.3017228993577,4109.828479650264,2767.1127547194897
1,16,2,1,4.736609871998353e-13,31871.50596785399,22800.975942970043,4109.828479650264,2494.8926538097357
1,16,2,2,4.008368589127801e-13,31871.50596785399,20117.019401599046,4109.828479650264,2494.8926538097357
1,16,2,3,4.736708724548894e-13,31871.50596785399,26465.43811287996,4109.828479650264,2494.8926538097357
1,16,2,4,8.295524962899949e-14,31871.50596785399,340.63709249168,4109.828479650264,2767.1127547194897
1,16,2,5,4.919714506718772e-15,31871.50596785399,280.0835059659,4109.828479650264,56715.035310604
1,16,3,0,9.671310703616921e-14,31871.50596785399,552.4951438144573,4109.828479650264,2768.4966885274366
1,16,3,1,6.332409962083269e-14,31871.50596785399,623.1313675250312,4109.828479650264,2768.4966885274366
1,16,3,2,8.397614316548752e-14,31871.50596785399,436.83179023169987,4109.828479650264,2767.1127547194897
1,16,3,3,3.772876342836813e-13,31871.50596785399,22424.809558637186,4109.828479650264,2494.8926538097357
1,16,3,4,4.612512141635793e-13,31871.50596785399,26449.98091573807,4109.828479650264,2494.8926538097357
1,16,3,5,6.161104101388127e-14,31871.50596785399,1550.298259715292,4109.828479650264,57890.445103413396
1,16,4,0,6.564682014504026e-14,31871.50596785399,680.4573805927746,4109.828479650264,2768.4966885274366
1,16,4,1,9.674203460445622e-14,31871.50596785399,552.495465949194,4109.828479650264,2768.4966885274366
1,16,4,2,1.0591078145814846e-13,31871.50596785399,623.1317539521542,4109.828479650264,2767.1127547194897
1,16,4,3,5.14928530939028e-13,31871.50596785399,22814.734266202173,4109.828479650264,2494.8926538097357
1,16,4,4,4.980573460325407e-13,31871.50596785399,22799.591861527973,4109.828479650264,2494.8926538097357
1,16,4,5,5.990029427985024e-14,31871.50596785399,415.34641160121004,4109.828479650264,27722.279269584513
1,16,5,0,3.96453526863599e-14,31871.50596785399,385.9076745678262,4109.828479650264,8195.005576860684
1,16,5,1,2.7646832444089777e-14,31871.50596785399,321.44656109907623,4109.828479650264,8195.005576860684
1,16,5,2,6.091775034645965e-14,31871.50596785399,299.0514416631032,4109.828479650264,8170.557125279783
1,16,5,3,4.372316483684666e-14,31871.50596785399,623.127329502581,4109.828479650264,8170.557125279783
1,16,5,4,1.4685831222897271e-13,31871.50596785399,506.5170675456162,4109.828479650264,8136.990489510436
1,16,5,5,1.8775179820373642e-14,31871.50596785399,2526.068618552497,4109.828479650264,4109.828479650264
1,17,0,0,0.006757046170033785,31871.50596785399,404264.01607835415,7753.92664187698,7753.92664187698
1,17,0,1,0.00675704617003381,31871.50596785399,3623.903001799656,7753.92664187698,10333.204216240047
1,17,0,2,0.006757046170033722,31871.50596785399,14312.946862397237,7753.92664187698,1453.5642491458502
