ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
14,16,0,0,2.520496873932355e-06,9225476518406.7,155236169912.5037,1091372340.328284,1091372340.328284
14,16,0,1,7.383869850268014e-05,9225476518406.7,429703890052.89294,1091372340.328284,1091372340.328284
14,16,0,2,7.112177947176907e-05,9225476518406.7,246306198908.07062,1091372340.328284,2672673903.7127914
14,16,0,3,7.112177947176907e-05,9225476518406.7,246306198908.07062,1091372340.328284,2672673903.7127914
14,16,0,4,8.330766811026272e-05,9225476518406.7,864061586726.5371,1091372340.328284,1091372340.328284
14,16,0,5,8.330766811026272e-05,9225476518406.7,864061586726.5371,1091372340.328284,1091372340.328284
14,16,1,0,0.001055493117265196,9225476518406.7,51846772128943.52,1091372340.328284,9745715080.301987
14,16,1,1,0.09397756493541136,9225476518406.7,352738375763516.2,1091372340.328284,22822098879.954918
14,16,1,2,0.09397755257711105,9225476518406.7,396499742668467.3,1091372340.328284,10200525495.65061
14,16,1,3,0.09397755323109175,9225476518406.7,395967564581538.2,1091372340.328284,10200525495.65061
14,16,1,4,0.09397756554401028,9225476518406.7,1970587999572374.2,1091372340.328284,395864271098.6358
14,16,1,5,0.0939775655600642,9225476518406.7,2384124759482519.5,1091372340.328284,395864271098.6358
14,16,2,0,0.0010554937137074228,9225476518406.7,55003478281380.766,1091372340.328284,16945059773.63857
14,16,2,1,0.018349629072814552,9225476518406.7,2357532938125895.0,1091372340.328284,61526808727.04909
14,16,2,2,0.018349635469301295,9225476518406.7,2001894003919802.8,1091372340.328284,17006234953.235003
14,16,2,3,0.01834963326935336,9225476518406.7,1998655344516805.5,1091372340.328284,17006234953.235003
14,16,2,4,0.0183496276961011,9225476518406.7,2065868257609797.8,1091372340.328284,162536246717.6815
14,16,2,5,0.01834963320736885,9225476518406.7,2068492056464420.0,1091372340.328284,162536246717.6815
14,16,3,0,0.0010554937137074228,9225476518406.7,55003478281380.766,1091372340.328284,16945059773.63857
14,16,3,1,0.018349614337458915,9225476518406.7,2357213106957557.0,1091372340.328284,61526808727.04909
14,16,3,2,0.018349600685073887,9225476518406.7,1979533559091376.0,1091372340.328284,17006234953.235003
14,16,3,3,0.018349600123168105,9225476518406.7,1980549223371821.8,1091372340.328284,17006234953.235003
14,16,3,4,0.0183496074796405,9225476518406.7,2062165630692064.0,1091372340.328284,162536246717.6815
14,16,3,5,0.01834960858192682,9225476518406.7,2068965090890204.8,1091372340.328284,162536246717.6815
14,16,4,0,0.0010554938470352375,9225476518406.7,51846961634517.91,1091372340.328284,51730344169.399506
14,16,4,1,1.6704985206752359,9225476518406.7,2736698336199967.0,1091372340.328284,62196440898.99277
14,16,4,2,1.670498527500309,9225476518406.7,3255031494957980.0,1091372340.328284,3691127402.338108
14,16,4,3,1.6704985343215928,9225476518406.7,3317651724363930.5,1091372340.328284,3691127402.338108
14,16,4,4,1.670498527497808,9225476518406.7,2771428805506549.0,1091372340.328284,107227092828.55177
14,16,4,5,1.6704985274938338,9225476518406.7,2787030002175597.0,1091372340.328284,107227092828.55177
14,16,5,0,0.0010554938470352375,9225476518406.7,51846961634517.91,1091372340.328284,51730344169.399506
14,16,5,1,1.6704985206840655,9225476518406.7,2743934453008061.0,1091372340.328284,62196440898.99277
14,16,5,2,1.6704985275089186,9225476518406.7,3298847105414280.5,1091372340.328284,3691127402.338108
14,16,5,3,1.6704985343278165,9225476518406.7,3276211714270568.0,1091372340.328284,3691127402.338108
14,16,5,4,1.6704985206794098,9225476518406.7,2765520923644364.0,1091372340.328284,107227092828.55177
14,16,5,5,1.6704985275030504,9225476518406.7,2819702680150825.5,1091372340.328284,107227092828.55177
14,17,0,0,1946.2968486719733,9225476518406.7,8.811153968507639e+18,27094864952.361828,27094864952.361828
14,17,0,1,1.4364060729252213,9225476518406.7,4.282003021752199e+17,27094864952.361828,29335622668.341156
14,17,0,2,1.4305839212009366,9225476518406.7,5.3855313990603834e+17,27094864952.361828,29335622668.341156
14,17,0,3,1.4294584785476288,9225476518406.7,9.249956381379066e+16,27094864952.361828,10395314708.45882
14,17,0,4,1.4352964069375254,9225476518406.7,1.449405321310132e+17,27094864952.361828,10395314708.45882
14,17,0,5,1.424280777858515,9225476518406.7,3.590714602510753e+16,27094864952.361828,9545873334.753025
14,17,1,0,0.2391759516135128,9225476518406.7,3.5030726776596452e+16,27094864952.361828,5167474504.974959
14,17,1,1,11.515792882202325,9225476518406.7,3.391054041931708e+17,27094864952.361828,27094864952.361828
14,17,1,2,1.1949576146318457,9225476518406.7,4.2869004014732864e+17,27094864952.361828,4727980540.486211
14,17,1,3,3.3472303329530555,9225476518406.7,9.442609753319414e+16,27094864952.361828,2240265272.249538
14,17,1,4,2.2234825637262086,9225476518406.7,9.092926310942357e+16,27094864952.361828,2665681697.2664146
14,17,1,5,0.47641424145646494,9225476518406.7,3.04273028415983e+16,27094864952.361828,8719128221.226154
14,17,2,0,0.27663821443999476,9225476518406.7,5.56203924253494e+16,27094864952.361828,5167474504.974959
14,17,2,1,11.787612831164864,9225476518406.7,3.444414541197092e+17,27094864952.361828,27094864952.361828
14,17,2,2,1.4756029586616657,9225476518406.7,4.0886532049576864e+17,27094864952.361828,5721125801.181506
14,17,2,3,1.277801334518936,9225476518406.7,8.612126531251493e+16,27094864952.361828,3045444659.390268
14,17,2,4,0.28702021717873194,9225476518406.7,7.399207421243267e+16,27094864952.361828,3045444659.390268
14,17,2,5,1.5829725872867557,9225476518406.7,1.5939844526641764e+16,27094864952.361828,8723639343.972084
14,17,3,0,0.05639106976543685,9225476518406.7,4.954208433759101e+16,27094864952.361828,5167474504.974959
14,17,3,1,0.46067944909668346,9225476518406.7,6.9930833283536344e+16,27094864952.361828,27094864952.361828
14,17,3,2,11.762820161025978,9225476518406.7,4.181102602344073e+17,27094864952.361828,5721125801.181506
14,17,3,3,11.61355691438271,9225476518406.7,2.2211587850164394e+17,27094864952.361828,3045444659.390268
14,17,3,4,1.2286242184047718,9225476518406.7,1.5110628592607712e+17,27094864952.361828,3045444659.390268
14,17,3,5,3.0818925507339654,9225476518406.7,2.895509398894321e+16,27094864952.361828,8723639343.972084
14,17,4,0,0.061079289056775246,9225476518406.7,8437541566859472.0,27094864952.361828,5167474504.974959
14,17,4,1,0.37926014335829417,9225476518406.7,6.811076504919489e+16,27094864952.361828,64231985877.491356
14,17,4,2,11.757314489889117,9225476518406.7,3.0782848211888614e+17,27094864952.361828,64231985877.491356
14,17,4,3,11.799286309116296,9225476518406.7,7.764697999983347e+16,27094864952.361828,5721125801.181506
14,17,4,4,1.490842512394894,9225476518406.7,6.11912658872228e+16,27094864952.361828,5721125801.181506
14,17,4,5,1.2758002225816325,9225476518406.7,2.226760170004771e+16,27094864952.361828,8724880449.697802
14,17,5,0,0.053711311974295295,9225476518406.7,1.0777706703373108e+16,27094864952.361828,5167474504.974959
14,17,5,1,0.8624030758611921,9225476518406.7,6.951225680230846e+16,27094864952.361828,64231985877.491356
14,17,5,2,0.48934825604417853,9225476518406.7,8.212931903656387e+16,27094864952.361828,64231985877.491356
14,17,5,3,0.47830057633823525,9225476518406.7,1.617726362607545e+16,27094864952.361828,5721125801.181506
14,17,5,4,11.79928512407102,9225476518406.7,1.0677865660899917e+17,27094864952.361828,5721125801.181506
14,17,5,5,11.568039804475324,9225476518406.7,2.018597004424362e+16,27094864952.361828,8724880449.697802
14,18,0,0,2.5585082336676024e-05,9225476518406.7,213511705694.62817,245476874.93920338,245476874.93920338
14,18,0,1,2.945552034324221e-05,9225476518406.7,600382728799.727,245476874.93920338,510002251.3997931
14,18,0,2,3.0850197269175236e-05,9225476518406.7,1349783186515.3826,245476874.93920338,1038298476.5322179
14,18,0,3,3.0850197269175236e-05,9225476518406.7,1349783186515.3826,245476874.93920338,1038298476.5322179
14,18,0,4,4.717192060397205e-05,9225476518406.7,6567087139640.456,245476874.93920338,896047316.9216306
14,18,0,5,4.717192060397205e-05,9225476518406.7,6567087139640.456,245476874.93920338,896047316.9216306
14,18,1,0,0.0010262710915147069,9225476518406.7,23174225344881.355,245476874.93920338,8132502567.5667095
14,18,1,1,0.8186670451076461,9225476518406.7,6.145991575324935e+16,245476874.93920338,19199337632.517807
14,18,1,2,7.032094841167121,9225476518406.7,7.180958481447838e+16,245476874.93920338,66517957385.38731
14,18,1,3,7.032094841167121,9225476518406.7,2.1525384937357738e+17,245476874.93920338,66517957385.38731
14,18,1,4,7.6453248181786355,9225476518406.7,8.857210580352668e+17,245476874.93920338,69845926390.28676
14,18,1,5,7.6453248181786355,9225476518406.7,1.2633860252324782e+18,245476874.93920338,69845926390.28676
14,18,2,0,0.0010262710363016729,9225476518406.7,22543831571708.023,245476874.93920338,7862154226.426897
14,18,2,1,0.8186305566889849,9225476518406.7,5.311754553906602e+16,245476874.93920338,19199337632.517807
14,18,2,2,7.032978806791087,9225476518406.7,4.511784853327e+16,245476874.93920338,66760298738.18917
14,18,2,3,7.032978806791087,9225476518406.7,1.3875279627830328e+17,245476874.93920338,66760298738.18917
14,18,2,4,7.646727644856219,9225476518406.7,1.4868725572966986e+17,245476874.93920338,70103191328.4516
14,18,2,5,7.646727644856219,9225476518406.7,8.649859665766872e+16,245476874.93920338,70103191328.4516
14,18,3,0,0.0010262710363016729,9225476518406.7,22543831571708.023,245476874.93920338,7862154226.426897
14,18,3,1,0.8192105838610846,9225476518406.7,6.09227768308865e+16,245476874.93920338,19199337632.517807
14,18,3,2,7.0329788067909655,9225476518406.7,5.498020638994699e+16,245476874.93920338,66760298738.18917
14,18,3,3,7.0329788067909655,9225476518406.7,9.193249355010688e+16,245476874.93920338,66760298738.18917
14,18,3,4,7.646405336307571,9225476518406.7,1.5372655678802973e+17,245476874.93920338,70103191328.4516
14,18,3,5,7.646566688106989,9225476518406.7,1.1563671085981134e+17,245476874.93920338,70103191328.4516
14,18,4,0,0.0010262736742230256,9225476518406.7,26982718793479.117,245476874.93920338,7610190327.600824
14,18,4,1,0.8186305565776789,9225476518406.7,6.599360747575637e+16,245476874.93920338,19199337632.517807
14,18,4,2,7.0317306590366995,9225476518406.7,4.883400060596566e+16,245476874.93920338,67262172630.28319
14,18,4,3,7.032267391372858,9225476518406.7,7.643863672275352e+16,245476874.93920338,67262172630.28319
14,18,4,4,7.645863385774051,9225476518406.7,6.707533925937339e+16,245476874.93920338,70626324229.11671
14,18,4,5,7.646027429806556,9225476518406.7,7.004129695430216e+16,245476874.93920338,70626324229.11671
14,18,5,0,0.0010262736742230256,9225476518406.7,26982718793479.117,245476874.93920338,7610190327.600824
14,18,5,1,0.8181236918771321,9225476518406.7,4.563496326544063e+16,245476874.93920338,19199337632.517807
14,18,5,2,7.032637573841492,9225476518406.7,3.787696027705972e+16,245476874.93920338,67262172630.28319
14,18,5,3,7.032637573841492,9225476518406.7,5.82206716456868e+16,245476874.93920338,67262172630.28319
14,18,5,4,7.645324926032742,9225476518406.7,1.6046362611517005e+17,245476874.93920338,70626324229.11671
14,18,5,5,7.645324926032742,9225476518406.7,6.84500669482678e+16,245476874.93920338,70626324229.11671
14,19,0,0,3.326326722270179,9225476518406.7,3.1861451113815613e+18,55034918778.42944,55034918778.42944
14,19,0,1,0.05744773582084062,9225476518406.7,6259777823188743.0,55034918778.42944,140375199710.36496
14,19,0,2,0.05744773582084052,9225476518406.7,6251295784111287.0,55034918778.42944,140375199710.36496
14,19,0,3,0.019565276038916758,9225476518406.7,5949123274847577.0,55034918778.42944,140375199710.36496
14,19,0,4,0.019565087296920684,9225476518406.7,5949936376108229.0,55034918778.42944,140375199710.36496
14,19,0,5,0.04500849984390771,9225476518406.7,5409181118993584.0,55034918778.42944,140375199710.36496
14,19,1,0,0.10628457664353756,9225476518406.7,2491131894353318.5,55034918778.42944,43751197154.79707
14,19,1,1,0.0006621991616199307,9225476518406.7,20067530431553.633,55034918778.42944,55034918778.42944
14,19,1,2,0.000863850561964358,9225476518406.7,20088762100704.117,55034918778.42944,55034918778.42944
14,19,1,3,0.000608983032824318,9225476518406.7,114108686537827.53,55034918778.42944,55034918778.42944
14,19,1,4,0.0006089884378711013,9225476518406.7,114097086837084.81,55034918778.42944,55034918778.42944
14,19,1,5,0.00017496258975270001,9225476518406.7,59609833037772.45,55034918778.42944,55034918778.42944
14,19,2,0,0.10628457664357892,9225476518406.7,2535371152809907.0,55034918778.42944,43751197154.79707
14,19,2,1,0.0008638541012630937,9225476518406.7,17285133063321.096,55034918778.42944,55034918778.42944
14,19,2,2,0.0006621974476068898,9225476518406.7,16839013220647.535,55034918778.42944,55034918778.42944
14,19,2,3,0.0006089818308650482,9225476518406.7,131411034748025.22,55034918778.42944,55034918778.42944
14,19,2,4,0.0006089890789745764,9225476518406.7,131476426714719.38,55034918778.42944,55034918778.42944
