ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
20,16,0,0,1.1736661077562408e-16,2.3831984812606026,1.6972023894691357,2.3723765546112565,2.3723765546112565
20,16,0,1,1.154363016434837e-16,2.3831984812606026,1.7776581426001947,2.3723765546112565,2.327099519936948
20,16,0,2,1.1714304705377596e-16,2.3831984812606026,1.807582556228146,2.3723765546112565,2.3733287271708656
20,16,0,3,1.1443423203151089e-16,2.3831984812606026,1.734608621910252,2.3723765546112565,2.3828729264914625
20,16,0,4,1.1276782267273601e-16,2.3831984812606026,1.701082694502608,2.3723765546112565,2.383101415033101
20,16,0,5,1.1075739362461612e-16,2.3831984812606026,1.6962913643150004,2.3723765546112565,2.383200183573014
20,16,1,0,1.1551373636979496e-16,2.3831984812606026,1.7147915467072035,2.3723765546112565,2.380368798088001
20,16,1,1,1.1932269960542895e-16,2.3831984812606026,1.7024002128453823,2.3723765546112565,2.3723765546112565
20,16,1,2,1.2077862643770486e-16,2.3831984812606026,1.7855802297396015,2.3723765546112565,2.3270995199360565
20,16,1,3,1.1990030790970308e-16,2.3831984812606026,1.7711561475929654,2.3723765546112565,2.3733287271708656
20,16,1,4,1.1593903249971001e-16,2.3831984812606026,1.7080490433790176,2.3723765546112565,2.3828729264914625
20,16,1,5,1.1420358972890285e-16,2.3831984812606026,1.7179147473191756,2.3723765546112565,2.383101415033101
20,16,2,0,1.1321153654893365e-16,2.3831984812606026,1.818028942981117,2.3723765546112565,2.3819012857600077
20,16,2,1,1.1673523257264336e-16,2.3831984812606026,1.7412706903185016,2.3723765546112565,2.380368798088001
20,16,2,2,1.1688963740006994e-16,2.3831984812606026,1.7024002128453826,2.3723765546112565,2.3723765546082607
20,16,2,3,1.2055568462060614e-16,2.3831984812606026,1.7776581426001925,2.3723765546112565,2.3270995199368727
20,16,2,4,1.189660520977645e-16,2.3831984812606026,1.8075825562281485,2.3723765546112565,2.3733287271708656
20,16,2,5,1.1329319028201354e-16,2.3831984812606026,1.7059267368418305,2.3723765546112565,2.3828729264914625
20,16,3,0,1.1793111862381146e-16,2.3831984812606026,1.6631474256837866,2.3723765546112565,2.382672423900607
20,16,3,1,1.162806469873654e-16,2.3831984812606026,1.818028942981119,2.3723765546112565,2.3819012857600077
20,16,3,2,1.1878089281625287e-16,2.3831984812606026,1.7147915467072032,2.3723765546112565,2.380368798088001
20,16,3,3,1.1846907052983152e-16,2.3831984812606026,1.7024002128453846,2.3723765546112565,2.3723765546112565
20,16,3,4,1.1779559799032645e-16,2.3831984812606026,1.7776581426001938,2.3723765546112565,2.3270995199368727
20,16,3,5,1.1989010894464218e-16,2.3831984812606026,1.8075825562281476,2.3723765546112565,2.3733287271708656
20,16,4,0,1.1207168477813517e-16,2.3831984812606026,1.6718495729405722,2.3723765546112565,2.383139952250022
20,16,4,1,1.1651242519369388e-16,2.3831984812606026,1.667089947931688,2.3723765546112565,2.382672423900607
