ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
18,16,0,0,1.1287959171429118e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,0,1,1.0920639668938236e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,0,2,1.1259758549549686e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9558167947973533
18,16,0,3,1.1093458846876098e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9596960040885474
18,16,0,4,1.1627341701402743e-16,2.999924995812644,1.732050816652961,2.9558167947973533,2.963087588339457
18,16,0,5,1.1066972567387557e-16,2.999924995812644,1.7320508166529722,2.9558167947973533,2.9660697237125064
18,16,1,0,1.1508155593408722e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,1,1,1.1287959171429118e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,1,2,1.0920639668938236e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,1,3,1.1259758549549686e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9558167947973533
18,16,1,4,1.1093458846876098e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9596960040885474
18,16,1,5,1.1627341701402743e-16,2.999924995812644,1.732050816652961,2.9558167947973533,2.963087588339457
18,16,2,0,1.0771822510079298e-16,2.999924995812644,1.7320508166529607,2.9558167947973533,2.9558167947973533
18,16,2,1,1.1508155593408722e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,2,2,1.1287959171429118e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,2,3,1.0920639668938236e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,2,4,1.1259758549549686e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9558167947973533
18,16,2,5,1.1093458846876098e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9596960040885474
18,16,3,0,1.0997142580449872e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9596960040885474
18,16,3,1,1.0771822510079298e-16,2.999924995812644,1.7320508166529607,2.9558167947973533,2.9558167947973533
18,16,3,2,1.1508155593408722e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,3,3,1.1287959171429118e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,3,4,1.0920639668938236e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,3,5,1.1259758549549686e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9558167947973533
18,16,4,0,1.064708067042307e-16,2.999924995812644,1.7320508166529616,2.9558167947973533,2.963087588339457
18,16,4,1,1.0997142580449872e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9596960040885474
18,16,4,2,1.0771822510079298e-16,2.999924995812644,1.7320508166529607,2.9558167947973533,2.9558167947973533
18,16,4,3,1.1508155593408722e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,4,4,1.1287959171429118e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,4,5,1.0920639668938236e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,5,0,1.147217162964983e-16,2.999924995812644,1.7320508166529724,2.9558167947973533,2.9660697237125064
18,16,5,1,1.064708067042307e-16,2.999924995812644,1.7320508166529616,2.9558167947973533,2.963087588339457
18,16,5,2,1.0997142580449872e-16,2.999924995812644,1.73205081665296,2.9558167947973533,2.9596960040885474
18,16,5,3,1.0771822510079298e-16,2.999924995812644,1.7320508166529607,2.9558167947973533,2.9558167947973533
18,16,5,4,1.1508155593408722e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,16,5,5,1.1287959171429118e-16,2.999924995812644,1.7320508166529602,2.9558167947973533,2.9558167947973533
18,17,0,0,0.006757046170033785,2.999924995812644,2.133068790267466,2.9596960040885474,2.9596960040885474
18,17,0,1,1.1131971708396332e-16,2.999924995812644,1.732050810001328,2.9596960040885474,2.9596960040885474
18,17,0,2,1.1381478988445655e-16,2.999924995812644,1.7320508100013288,2.9596960040885474,2.9596960040885474
18,17,0,3,1.131933082562955e-16,2.999924995812644,1.7320508100013283,2.9596960040885474,2.963087588339457
18,17,0,4,1.175052278089898e-16,2.999924995812644,1.7320508100013288,2.9596960040885474,2.9660697237125064
18,17,0,5,1.145783978364511e-16,2.999924995812644,1.7320508100013283,2.9596960040885474,2.96870557117638
